Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
QNJ99604,Bogoria virus,,MT270828,,"Marklewitz,M., Tchouassi,D.P., Hieke,C., Heyde,V., Torto,B., Sang,R., Junglen,S., Veith,T., Jones,T.C.",2020-08-31,,Phlebovirus bogoriaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),2092,GenBank,,L,,RNA-dependent RNA polymerase,Kenya,Kenya,,Phlebotominae,,2016,,,RNA-dependent RNA polymerase [Bogoria virus]
QNJ57206,Porcine associated gemykibivirus 1,,MT671971,,"Cibulski,S.P., Mayer,F.Q., Roehe,P.M.",2020-08-30,Genomo200P,Porcine associated gemykibivirus 1,Gemykibivirus,Genomoviridae,ssDNA,327,GenBank,,,,replication protein,Brazil,Brazil,,Sus scrofa domesticus,,2018-07-01,,,replication protein [Porcine associated gemykibivirus 1]
QNI80847,Vochisia rufa associated gemykibivirus,,MN954865,,"Batista,J.G., Nery,F.M.B., Reis,L.N.A., Melo,F.L., Melo,F.F.S., Boiteux,L.S., Pereira-Carvalho,R.C.",2020-08-29,DF 278,Vochisia rufa associated gemykibivirus,Gemykibivirus,Genomoviridae,ssDNA,532,GenBank,,,,replication associated protein,Brazil,Brazil,,Vochysia rufa,,2016,,,replication associated protein [Vochisia rufa associated gemykibivirus]
QNI80862,Byrsonima crassifolia associated gemycircularvirus,,MN954871,,"Batista,J.G., Nery,F.M.B., Reis,L.N.A., Melo,F.L., Melo,F.F.S., Boiteux,L.S., Pereira-Carvalho,R.C.",2020-08-29,DF 283,Byrsonima crassifolia associated gemycircularvirus,Gemycircularvirus,Genomoviridae,ssDNA,448,GenBank,,,,replication associated protein,Brazil,Brazil,,Byrsonima crassifolia,,2016,,,replication associated protein [Byrsonima crassifolia associated gemycircularvirus]
QED42897,Mycosphaerella hypovirus A,,MK231018,,"Jo,Y., Cho,W.K.",2020-08-18,Won,Mycosphaerella hypovirus A,,Hypoviridae,ssRNA(+),3269,GenBank,,,,unknown,USA,USA,,Pseudocercospora eumusae,,2016-02-23,,,unknown [Mycosphaerella hypovirus A]
QED42950,Monilinia partitivirus A,,MK231101,,"Jo,Y., Cho,W.K.",2020-08-18,Won,Monilinia partitivirus A,,Partitiviridae,dsRNA,604,GenBank,,,,putative RdRp,Italy,Italy,,Monilinia fructigena,,2018-05-18,,,putative RdRp [Monilinia partitivirus A]
QMP82203,Coleopteran phenui-related virus OKIAV308,,MT153420,SRR2083730,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV308,Coleopteran phenui-related virus OKIAV308,,Phenuiviridae,RNA,2289,GenBank,,L,1,RNA-dependent RNA polymerase,"Australia: Queensland, Mount Tamborine",Australia,,Stethorus sp.,,2013-10-31,SAMN03799634,PRJNA286590,"RNA-dependent RNA polymerase, partial [Coleopteran phenui-related virus OKIAV308]"
QLL27727,Leveillula taurica associated picorna-like virus 1,,MN609855,,"Chiapello,M., Turina,M.",2020-07-27,PM-A_DN31116,Leveillula taurica associated picorna-like virus 1,,Picornaviridae,ssRNA(+),1756,GenBank,,,,putative RdRp,Italy,Italy,,,,2018,,,putative RdRp [Leveillula taurica associated picorna-like virus 1]
QLJ83469,Fitzroy Crossing tenui-like virus 1,,MT498812,,"Williams,S.H., Levy,A., Yates,R.A., Somaweera,N., Neville,P.J., Nicholson,J., Lindsay,M.D.A., Mackenzie,J.S., Jain,K., Imrie,A., Smith,D.W., Lipkin,W.I.",2020-07-25,FCTeLV1/pool-6,Horwuvirus fitzroyense,Horwuvirus,Phenuiviridae,ssRNA(-),2842,GenBank,,,1,RNA-dependent RNA polymerase,Australia,Australia,,Culex annulirostris,,2018-04-06,,,RNA-dependent RNA polymerase [Fitzroy Crossing tenui-like virus 1]
QLJ83473,Parry's Creek phasivirus 1,,MT498816,,"Williams,S.H., Levy,A., Yates,R.A., Somaweera,N., Neville,P.J., Nicholson,J., Lindsay,M.D.A., Mackenzie,J.S., Jain,K., Imrie,A., Smith,D.W., Lipkin,W.I.",2020-07-25,PCPV1/pool-10,Phasivirus parryense,Phasivirus,Phenuiviridae,ssRNA(-),2219,GenBank,,L,1,RNA-dependent RNA polymerase,Australia,Australia,,Culex annulirostris,,2018-03-26,,,RNA-dependent RNA polymerase [Parry's Creek phasivirus 1]
QLJ83497,Fitzroy Crossing iflavirus 1,,MT498832,,"Williams,S.H., Levy,A., Yates,R.A., Somaweera,N., Neville,P.J., Nicholson,J., Lindsay,M.D.A., Mackenzie,J.S., Jain,K., Imrie,A., Smith,D.W., Lipkin,W.I.",2020-07-25,FCIV1/pool-6,Fitzroy Crossing iflavirus 1,Iflavirus,Iflaviridae,ssRNA(+),2905,GenBank,,,1,polyprotein,Australia,Australia,,Culex annulirostris,,2018-04-06,,,polyprotein [Fitzroy Crossing iflavirus 1]
QLC36809,Sarcosphaera coronaria partitivirus,,MT466048,,"Sahin,E., Akata,I., Keskin,E.",2020-07-07,ANK VIR-53,Sarcosphaera coronaria partitivirus,,Partitiviridae,dsRNA,634,GenBank,,1,1,RNA-dependent RNA polymerase,Turkey,Turkey,,Sarcosphaera coronaria,,,,,RNA-dependent RNA polymerase [Sarcosphaera coronaria partitivirus]
QKW94203,PNG bee virus 2,,MT482484,,"Roberts,J.M.K., Simbiken,N., Dale,C., Armstrong,J., Anderson,D.L.",2020-06-27,PNGBV/2,PNG bee virus 2,,Dicistroviridae,ssRNA(+),1183,GenBank,,,1,non-structural polyprotein,Papua New Guinea,Papua New Guinea,,Apis mellifera,,2014-05,,,"non-structural polyprotein, partial [PNG bee virus 2]"
QKW94206,PNG bee virus 4,,MT482486,,"Roberts,J.M.K., Simbiken,N., Dale,C., Armstrong,J., Anderson,D.L.",2020-06-27,PNGBV/4,PNG bee virus 4,,,RNA,1343,GenBank,,,1,non-structural polyprotein,Papua New Guinea,Papua New Guinea,,Apis mellifera,,2014-05,,,non-structural polyprotein [PNG bee virus 4]
QKW94220,SI bee virus 1,,MT482497,,"Roberts,J.M.K., Simbiken,N., Dale,C., Armstrong,J., Anderson,D.L.",2020-06-27,SIBV/1,SI bee virus 1,,Iflaviridae,ssRNA(+),1946,GenBank,,,1,non-structural polyprotein,Solomon Islands,Solomon Islands,,Apis mellifera,,2014-09,,,"non-structural polyprotein, partial [SI bee virus 1]"
QKQ15111,Zizania latifolia genomoviridae,,MN823671,,"Lu,J., Yang,X.S., Zhang,W.",2020-06-20,,Gemykroznavirus zizan1,Gemykroznavirus,Genomoviridae,ssDNA,299,GenBank,,,,Rep,,,,,,,,,Rep [Zizania latifolia genomoviridae]
QIQ19249,Leman virus,,MN963996,,"Pallandre,L., Luo,D., Feuvrier,C., Pozet,F., Dacheux,L., Bigarre,L.",2020-06-16,18/193,Perhabdovirus leman,Perhabdovirus,Rhabdoviridae,ssRNA(-),2077,GenBank,,,,polymerase,France: Leman lake,France,,Percidae,,1999,,,polymerase [Leman virus]
QKN88950,Picornavirales sp.,,MT138142,SRR10873974,"Lu,J., Shan,T., Yang,S., Zhang,W.",2020-06-15,brb030urn1,Picornavirales sp.,,,ssRNA(+),2039,GenBank,,,,hypothetical protein 1,China,China,,Fringilla montifringilla,feces,2018,SAMN13782218,PRJNA600556,MAG: hypothetical protein 1 [Picornavirales sp.]
QKI28858,Solanum melongena bastro-like virus,set:MN841288,MN841288,,"Yang,S., Shan,T., Wang,Y., Yang,J., Chen,X., Xiao,Y., You,Z., He,Y., Zhao,M., Lu,J., Yang,Z., Dai,Z., Liu,Q., Yao,Y., Lu,X., Li,H., Zhou,R., Li,W., Zhou,C., Wang,X., Shen,Q., Xu,H., Deng,X., Delwart,E., Zhang,W., Dai,Y.Z., Yang,X.S.",2020-06-09,,Solanum melongena bastro-like virus,,Astroviridae,ssRNA(+),2007,GenBank,,,,hypothetical protein 1,,,,,,,,,hypothetical protein 1 [Solanum melongena bastro-like virus]
BCD56385,Lichen partiti-like RNA virus 2,set:97c68114dc2180c65de016dd62aab1669e679a9d,LC533396,,"Urayama,S., Takaki,Y., Nunoura,T.",2020-05-15,2019Feb-02,Lichen partiti-like RNA virus 2,,Partitiviridae,dsRNA,588,GenBank,,1,,putative RNA-dependent RNA polymerase,"Japan:Toyama, Toiya-machi",Japan,,,,2019-02,,,putative RNA-dependent RNA polymerase [Lichen partiti-like RNA virus 2]
BCD56387,Lichen partiti-like RNA virus sp.,set:b6daae4d604f8dad5e798e9e101491072f27ae95,LC533398,,"Urayama,S., Takaki,Y., Nunoura,T.",2020-05-15,2019Feb-04-01,Lichen partiti-like RNA virus sp.,,Partitiviridae,dsRNA,708,GenBank,,1,,putative RNA-dependent RNA polymerase,"Japan:Toyama, Toiya-machi",Japan,,,,2019-02,,,putative RNA-dependent RNA polymerase [Lichen partiti-like RNA virus sp.]
BCD56397,Lichen RNA virus 1,set:LC533408,LC533408,,"Urayama,S., Takaki,Y., Nunoura,T.",2020-05-15,2019Feb-03,Lichen RNA virus 1,,,RNA,626,GenBank,,1,,putative RNA-dependent RNA polymerase,"Japan:Toyama, Toiya-machi",Japan,,,,2019-02,,,putative RNA-dependent RNA polymerase [Lichen RNA virus 1]
QJP04102,Auricularia heimuer fusarivirus 1,set:MT232758,MT232758,,"Li,X.",2020-05-09,CCMJ1296,Alphafusarivirus auriculariae,Alphafusarivirus,Fusariviridae,ssRNA,1637,GenBank,,,,polyprotein,China,China,,Auricularia heimuer,,,,,polyprotein [Auricularia heimuer fusarivirus 1]
QJP04103,Auricularia heimuer negative-stranded RNA virus 1,set:MT259204,MT259204,,"Li,X.",2020-05-09,CCMJ1222,Auricularimonavirus auriculariae,Auricularimonavirus,Mymonaviridae,ssRNA(-),1969,GenBank,,,,RNA-dependent RNA polymerase,China,China,,Auricularia heimuer,,,,,RNA-dependent RNA polymerase [Auricularia heimuer negative-stranded RNA virus 1]
QIA59410,Fusarium graminearum gemytripvirus 1,set:MK430076,MK430076,,"Li,P., Wang,S., Zhang,L., Qiu,D., Zhou,X., Guo,L.",2020-04-28,HB58,Gemytripvirus fugra1,Gemytripvirus,Genomoviridae,ssDNA,296,GenBank,,DNA-A,1,replication initiation protein,China,China,,Fusarium graminearum,,2010-10,,,replication initiation protein [Fusarium graminearum gemytripvirus 1]
QIS62329,Falli virus,set:MN567479,MN567479,,"Gil,P., Dupuy,V., Koual,R., Exbrayat,A., Rakotoarivony,I., Gueye-Fall,A., Gimmoneau,G., Marie,A., Frances,B., Lambert,G., Reveillaud,J., Gardes,L., Balenghien,T., Garros,C., Albina,E., Gutierrez,S.",2020-04-05,Ferlo,Falli virus,,,RNA,3390,GenBank,,,,polyprotein,Senegal: Younoufere,Senegal,,Aedes vexans,,2014,,,polyprotein [Falli virus]
QIR82233,Chicken genomovirus mg4_1165,set:MN379604,MN379604,,"Chrzastek,K., Kapczynski,D., Kulkarni,A., Chappell,L., Schmidlin,K., Varsani,A.",2020-04-04,mg4_1165,Gemykrogvirus galga5,Gemykrogvirus,Genomoviridae,ssDNA,341,GenBank,,,,replication associated protein,USA,USA,,Gallus gallus,lung,2017,,,replication associated protein [Chicken genomovirus mg4_1165]
QCF24331,Frog lyssa-like virus 1,set:MK473367,MK473367,,"Debat,H.J., Sinkiewicz,D.M., Wilczynski,W., Nibert,M.L.",2020-04-01,,Amplylivirus cinereus,Amplylivirus,Rhabdoviridae,ssRNA(-),2147,GenBank,,,,RNA-dependent RNA polymerase,USA,USA,,Dryophytes cinereus,,2016,,,RNA-dependent RNA polymerase [Frog lyssa-like virus 1]
QIN93574,Aphid lethal paralysis virus,set:MT096523,MT096523,SRR11014837,"Birnberg,L., Temmam,S., Aranda,C., Correa-Fiz,F., Talavera,S., Bigot,T., Eloit,M., Busquets,N.",2020-03-25,FTA2-1,Cripavirus mortiferum,Cripavirus,Dicistroviridae,ssRNA(+),2046,GenBank,,,,nonstructural polyprotein,Spain,Spain,,,,2015,SAMN13978318,PRJNA604676,MAG: nonstructural polyprotein [Aphid lethal paralysis virus]
QIJ25707,Grapevine associated cogu-like virus 2,set:e4104acebd28ffd9ca0efd5c761a202fb54d5c97,MN520754,SRR9995131,"Chiapello,M., Rodriguez-Romero,J., Nerva,L., Forgia,M., Chitarra,W., Ayllon,M.A., Turina,M., Chiappello,M.",2020-03-15,DMG 86,Laulavirus alphaviticulum,Laulavirus,Phenuiviridae,ssRNA(-),2391,GenBank,,RNA1,,P1,Italy,Italy,,,,2018-07,SAMN12496160,PRJNA558612,P1 [Grapevine associated cogu-like virus 2]
QIJ25847,Wuhan insect virus 33,set:MN784058,MN784058,,"Ramirez,A.L., Colmant,A.M.G., Warrilow,D., Huang,B., Pyke,A.T., McMahon,J.L., Meyer,D.B., Graham,R.M.A., Jennison,A.V., Ritchie,S.A., van den Hurk,A.F.",2020-03-15,,Wuhan insect virus 33,,,RNA,1811,GenBank,,,,hypothetical protein,Australia: Packers Camp,Australia,,Arthropoda,,2018-04-11,,,"hypothetical protein, partial [Wuhan insect virus 33]"
QIJ25857,Redbank virus,set:MN784065,MN784065,,"Ramirez,A.L., Colmant,A.M.G., Warrilow,D., Huang,B., Pyke,A.T., McMahon,J.L., Meyer,D.B., Graham,R.M.A., Jennison,A.V., Ritchie,S.A., van den Hurk,A.F.",2020-03-15,,Redbank virus,,,RNA,2892,GenBank,,,,hypothetical protein,Australia: White Rock,Australia,,Arthropoda,,2018-04-11,,,hypothetical protein [Redbank virus]
QIJ25861,Redbank virus,set:MN784069,MN784069,,"Ramirez,A.L., Colmant,A.M.G., Warrilow,D., Huang,B., Pyke,A.T., McMahon,J.L., Meyer,D.B., Graham,R.M.A., Jennison,A.V., Ritchie,S.A., van den Hurk,A.F.",2020-03-15,,Redbank virus,,,RNA,2892,GenBank,,,,hypothetical protein,Australia: Smithfield,Australia,,Arthropoda,,2018-04-12,,,hypothetical protein [Redbank virus]
QIC52850,Apple virus B,set:MN386971,MN386971,SRR10026220,"Wright,A.A., Harper,S.",2020-02-25,WA1,Rhizomonavirus mali,Rhizomonavirus,Mymonaviridae,ssRNA(-),1927,GenBank,,,,polyprotein,USA: Washington,USA,WA,Malus domestica,,2018-09,SAMN12643223,PRJNA562540,MAG: polyprotein [Apple virus B]
QHT64463,Citrus Tunisia genomovirus 1b,set:MN708482,MN708482,,"Chabi-Jesus,C., Najar,A., Fontenele,R.S., Kumari,S.G., Ramos-Gonzalez,P.L., Freitas-Astua,J., Kraberger,S., Varsani,A.",2020-02-09,CTGV/1b/TUN/2015,Gemykolovirus citas1,Gemykolovirus,Genomoviridae,ssDNA,339,GenBank,,,,replication-associated protein,Tunisia,Tunisia,,Citrus,,2015,,,replication-associated protein [Citrus Tunisia genomovirus 1b]
QHI00074,Fusarium oxysporum dianthi hypovirus 2,set:MN176979,MN176979,,"Torres -Trenas,A., Canizares,C.C., Garcia-Pedrajas,M.D., Perez-Artes,E.",2020-01-20,,Betahypovirus fusarii,Betahypovirus,Hypoviridae,ssRNA(+),2892,GenBank,,,,polyprotein,Morocco,Morocco,,Fusarium oxysporum,,2012,,,polyprotein [Fusarium oxysporum dianthi hypovirus 2]
QHI00151,Botryosphaeria dothidea fusarivirus 1,set:MN560974,MN560974,,"Liu,W.",2020-01-20,,Alphafusarivirus botryospheriae,Alphafusarivirus,Fusariviridae,ssRNA,1544,GenBank,,,,RdRp,China,China,,,,2010,,,RdRp [Botryosphaeria dothidea fusarivirus 1]
QHD64732,Plasmopara viticola lesion associated fusarivirus 2,set:MN551105,MN551105,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2020-01-15,DMG-A-DN22538,Alphafusarivirus italiae,Alphafusarivirus,Fusariviridae,ssRNA,1537,GenBank,,,,RdRp,Italy,Italy,,Plasmopara viticola,,2018,,,RdRp [Plasmopara viticola lesion associated fusarivirus 2]
QHD64741,Plasmopara viticola lesion associated dicistro-like virus 1,set:MN551111,MN551111,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2020-01-15,DMG-E-DN28538,Plasmopara viticola lesion associated dicistro-like virus 1,,Dicistroviridae,ssRNA(+),1748,GenBank,,,,RdRp,Italy,Italy,,,,2018,,,RdRp [Plasmopara viticola lesion associated dicistro-like virus 1]
QHD64749,Plasmopara viticola lesion associated alpha-like virus 1,set:MN551115,MN551115,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2020-01-15,DMG-C-DN25620,Plasmopara viticola lesion associated alpha-like virus 1,Alphavirus,Togaviridae,ssRNA(+),2007,GenBank,,,,RdRp,Italy,Italy,,Plasmopara viticola,,2018,,,RdRp [Plasmopara viticola lesion associated alpha-like virus 1]
QHD64768,Plasmopara viticola lesion associated mononegaambi virus 1,set:MN556995,MN556995,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Rodriguez Romero,J., Ayllon,M.",2020-01-15,DMG-A_DN36040,Penicillimonavirus alphaplasmoparae,Penicillimonavirus,Mymonaviridae,ssRNA(-),1952,GenBank,,,,RNA dependent RNA polymerase,Italy,Italy,,Plasmopara viticola,,2018,,,RNA dependent RNA polymerase [Plasmopara viticola lesion associated mononegaambi virus 1]
QHD64773,Plasmopara viticola lesion associated mononegaambi virus 3,set:MN556998,MN556998,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Rodriguez Romero,J., Ayllon,M.",2020-01-15,DMG-C_DN30838,Penicillimonavirus gammaplasmopara,Penicillimonavirus,Mymonaviridae,ssRNA(-),1952,GenBank,,,,RNA dependent RNA polymerase,Italy,Italy,,Plasmopara viticola,,2018,,,RNA dependent RNA polymerase [Plasmopara viticola lesion associated mononegaambi virus 3]
QHD64774,Plasmopara viticola lesion associated mononegaambi virus 4,set:MN556999,MN556999,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Rodriguez Romero,J., Ayllon,M.",2020-01-15,DMG-G_DN44042,Penicillimonavirus betaplasmoparae,Penicillimonavirus,Mymonaviridae,ssRNA(-),1944,GenBank,,,,RNA dependent RNA polymerase,Italy,Italy,,Plasmopara viticola,,2018,,,RNA dependent RNA polymerase [Plasmopara viticola lesion associated mononegaambi virus 4]
QHD64777,Plasmopara viticola lesion associated mononegaambi virus 6,set:MN557001,MN557001,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Rodriguez Romero,J., Ayllon,M.",2020-01-15,DMG-F_DN40135,Penicillimonavirus epsilonplasmoparae,Penicillimonavirus,Mymonaviridae,ssRNA(-),1954,GenBank,,,,RNA dependent RNA polymerase,Italy,Italy,,Plasmopara viticola,,2018,,,RNA dependent RNA polymerase [Plasmopara viticola lesion associated mononegaambi virus 6]
QHD64779,Plasmopara viticola lesion associated mymonavirus 1,set:MN557002,MN557002,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Rodriguez Romero,J., Ayllon,M.",2020-01-15,DMG-A_DN3868696,Sclerotimonavirus alphaplasmoparae,Sclerotimonavirus,Mymonaviridae,ssRNA(-),1960,GenBank,,,,RNA dependent RNA polymerase,Italy,Italy,,Plasmopara viticola,,2018,,,RNA dependent RNA polymerase [Plasmopara viticola lesion associated mymonavirus 1]
QHD64782,Plasmopara viticola lesion associated mononegaambi virus 7,set:MN557003,MN557003,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Rodriguez Romero,J., Ayllon,M.",2020-01-15,DMG-B_DN53555,Penicillimonavirus zetaplasmoparae,Penicillimonavirus,Mymonaviridae,ssRNA(-),1948,GenBank,,,,RNA dependent RNA polymerase,Italy,Italy,,Plasmopara viticola,,2018,,,RNA dependent RNA polymerase [Plasmopara viticola lesion associated mononegaambi virus 7]
QHD64783,Plasmopara viticola lesion associated mononegaambi virus 8,set:MN557004,MN557004,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Rodriguez Romero,J., Ayllon,M.",2020-01-15,DMS1_DN25671,Plasmopamonavirus plasmoparae,Plasmopamonavirus,Mymonaviridae,ssRNA(-),1971,GenBank,,,,RNA dependent RNA polymerase,Spain,Spain,,Plasmopara viticola,,2018,,,RNA dependent RNA polymerase [Plasmopara viticola lesion associated mononegaambi virus 8]
QHD64784,Plasmopara viticola lesion associated mononegaambi virus 9,set:MN557005,MN557005,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Rodriguez Romero,J., Ayllon,M.",2020-01-15,DMG-B_Contig8,Penicillimonavirus etaplasmoparae,Penicillimonavirus,Mymonaviridae,ssRNA(-),1951,GenBank,,,,RNA dependent RNA polymerase,Italy,Italy,,Plasmopara viticola,,2018,,,RNA dependent RNA polymerase [Plasmopara viticola lesion associated mononegaambi virus 9]
QHD64790,Plasmopara viticola lesion associated Partitivirus 9,set:2b47ab7e4319b2b3b44e5bbe7f01486691e305ca,MN556973,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2020-01-15,DMG-B_DN52448,Plasmopara viticola lesion associated Partitivirus 9,,Partitiviridae,dsRNA,608,GenBank,,RNA1,,RNA dependent RNA polymerase,Italy,Italy,,Plasmopara viticola,,2018,,,RNA dependent RNA polymerase [Plasmopara viticola lesion associated Partitivirus 9]
QHD64800,Plasmopara viticola lesion associated Partitivirus 10,set:45d9cbfe8a846a75631745d0796df29ce26ef599,MN556983,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2020-01-15,DMG-F_DN42063,Plasmopara viticola lesion associated Partitivirus 10,,Partitiviridae,dsRNA,441,GenBank,,RNA1,,RNA dependent RNA polymerase,Italy,Italy,,Plasmopara viticola,,2018,,,RNA dependent RNA polymerase [Plasmopara viticola lesion associated Partitivirus 10]
QHD64801,Plasmopara viticola lesion associated Partitivirus 3,set:25322a7efa4bb771238b53a9f782e1a9fd30aa0d,MN556984,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2020-01-15,DMS5_DN39165,Plasmopara viticola lesion associated Partitivirus 3,,Partitiviridae,dsRNA,523,GenBank,,RNA1,,RNA dependent RNA polymerase,Spain,Spain,,Plasmopara viticola,,2018,,,RNA dependent RNA polymerase [Plasmopara viticola lesion associated Partitivirus 3]
QHD64804,Plasmopara viticola lesion associated Partitivirus 1,set:068ed1cc58c50fb42acf6d526ec548ea6d677a84,MN556987,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2020-01-15,DMG-B_DN51942,Plasmopara viticola lesion associated Partitivirus 1,,Partitiviridae,dsRNA,539,GenBank,,RNA1,,RNA dependent RNA polymerase,Italy,Italy,,Plasmopara viticola,,2018,,,RNA dependent RNA polymerase [Plasmopara viticola lesion associated Partitivirus 1]
QHD64807,Plasmopara viticola lesion associated Partitivirus 4,set:cfc504522ef6439ab1da7d609396c90c8ea9b94e,MN556990,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2020-01-15,DMS1_DN33485,Plasmopara viticola lesion associated Partitivirus 4,,Partitiviridae,dsRNA,523,GenBank,,RNA1,,RNA dependent RNA polymerase,Spain,Spain,,Plasmopara viticola,,2018,,,RNA dependent RNA polymerase [Plasmopara viticola lesion associated Partitivirus 4]
QHD64809,Plasmopara viticola lesion associated Partitivirus 5,set:d25f60e6b52f4f3d8b44380b27112f0dce96773c,MN556992,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2020-01-15,DMG-G_DN30810,Plasmopara viticola lesion associated Partitivirus 5,,Partitiviridae,dsRNA,669,GenBank,,RNA2,,RNA dependent RNA polymerase,Italy,Italy,,Plasmopara viticola,,2018,,,"RNA dependent RNA polymerase, partial [Plasmopara viticola lesion associated Partitivirus 5]"
QHB49873,Metarhizium brunneum partitivirus 1,set:3d6eb191460ad72499440a518976e16de20ab591,MN395473,,"Wang,P., Yang,G., Shi,N., Huang,B.",2020-01-11,,Metarhizium brunneum partitivirus 1,,Partitiviridae,dsRNA,573,GenBank,,RNA1,1,RNA-dependent RNA polymerase,China,China,,Metarhizium brunneum,,1999,,,RNA-dependent RNA polymerase [Metarhizium brunneum partitivirus 1]
QHA33858,Narangue virus,set:429cba4e7050a6683244b2c0628e53be53794b92,MN661012,,"Nitsche,A., Hankeln,T., Acosta,O., Velez,I.D., Schiemann,D.J.",2020-01-01,,Mobuvirus narangueense,Mobuvirus,Phenuiviridae,ssRNA(-),2411,GenBank,,L,,RdRp,Colombia,Colombia,,Mansonia titillans,,2016-04,,,RdRp [Narangue virus]
QED22727,Botryosphaeria dothidea tobamo-like virus,set:MK189194,MK189194,,"Bian,R.",2019-12-31,SLQL2-1,Botryosphaeria dothidea tobamo-like virus,,Virgaviridae,ssRNA(+),1134,GenBank,,,,RNA-dependent RNA polymerase,China,China,,,,2016-02,,,RNA-dependent RNA polymerase [Botryosphaeria dothidea tobamo-like virus]
QGZ98415,Plasmopara viticola lesion associated bipartite mycovirus 1,set:MN552384,MN552384,,"Chiapello,M., Rodriguez-Romero,J., Ayllon,M.A., Turina,M., Ayllon,M.",2019-12-28,DMS6_DN39993,Plasmopara viticola lesion associated bipartite mycovirus 1,,,RNA,583,GenBank,,RNA1,,RNA dependent RNA polymerase,Spain,Spain,,Plasmopara viticola,,2018,,,"RNA dependent RNA polymerase, partial [Plasmopara viticola lesion associated bipartite mycovirus 1]"
BBE15518,Osugoroshi virus 3,set:84a78c46e3a90fb0c96e4c3466811065d2d79069,LC383812,,"Fujita,R., Inoue,M., Takamatu,T., Arai,H., Nishino,M., Koyama,H., Abe,N., Nakai,M., Kunimi,Y.",2019-12-21,,Osugoroshi virus 3,,Partitiviridae,dsRNA,439,GenBank,,,,RNA-dependent RNA polymerase,"Japan: Shizuoka, Shimada",Japan,,Homona magnanima,,2007,,,RNA-dependent RNA polymerase [Osugoroshi virus 3]
QGW08824,Fusarium graminearum alphavirus-like virus 1,set:MN400076,MN400076,,"Zhang,X., Zhang,H., Ma,D., Chen,H., Li,W.",2019-12-16,CF16158,Fusarium graminearum alphavirus-like virus 1,Alphavirus,Togaviridae,ssRNA(+),1987,GenBank,,,1,hypothetical protein,China,China,,Fusarium graminearum,,2016-04,,,hypothetical protein [Fusarium graminearum alphavirus-like virus 1]
BBL52501,Persimmon waikavirus,set:LC488189,LC488189,,"Ito,T., Sato,A.",2019-11-16,,Waikavirus diospyri,Waikavirus,Secoviridae,ssRNA(+),3674,GenBank,,,,polyprotein,"Japan: Hiroshima, Higashihiroshima, Akitsu",Japan,,Diospyros kaki,,2013-11-05,,,polyprotein [Persimmon waikavirus]
QGA73174,Malus domestica virus A,set:MN548734,MN548734,,"Koloniuk,I., Pribylova,J., Franova,J., Spak,J.",2019-11-12,J1,Malus domestica virus A,Velarivirus,Closteroviridae,ssRNA(+),2337,GenBank,,,,1a,Czech Republic,Czech Republic,,Malus domestica,plant leaf,2019,,,1a [Malus domestica virus A]
QGA30970,Trichoderma harzianum hypovirus 1,set:MN172263,MN172263,,"You,J., Zhou,K., Liu,X., Wu,M., Yang,L., Zhang,J., Chen,W., Li,G.",2019-11-10,THHV1-S.T-70D,Trichoderma harzianum hypovirus 1,Hypovirus,Hypoviridae,ssRNA(+),2807,GenBank,,,1,polyprotein,China,China,,Trichoderma harzianum,,2016,,,polyprotein [Trichoderma harzianum hypovirus 1]
