Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
AOW44161,red panda amdoparvovirus,set:KT878839,KT878839,,"Li,L., Pesavento,P., Delwart,E.",2016-10-31,amdo-CA1,Amdoparvovirus carnivoran5,Amdoparvovirus,Parvoviridae,ssDNA(+/-),595,GenBank,,,,NS1,USA,USA,,Ailurus fulgens,animal tissues,2015-06-01,,,NS1 [red panda amdoparvovirus]
AOX47681,Miniopterus schreibersii bat bocavirus,set:KU321654,KU321654,,"Lau,S.K., Ahmed,S.S., Yeung,H.C., Li,K.S., Fan,R.Y., Cheng,T.Y., Cai,J.P., Wang,M., Zheng,B.J., Wong,S.S., Woo,P.C., Yuen,K.Y., Lau,S.K.P., So,J.W.K., Li,K.S.M., Fan,R.Y.Y., Cheng,T.Y.T., Wang,S.Y., Chan,B.C.C., Cai,J.-P., Guo,R., Shek,C.-T., Zheng,B.-J., Wong,S.S.Y., Woo,P.C.Y., Yuen,K.-Y.",2016-10-25,,Bocaparvovirus chiropteran4,Bocaparvovirus,Parvoviridae,ssDNA(+/-),891,GenBank,,,1,NS1,Hong Kong,Hong Kong,,Miniopterus schreibersii,,2013-05-15,,,NS1 [Miniopterus schreibersii bat bocavirus]
ANW12077,Sea otter parvovirus 1,set:KU561552,KU561552,,"Siqueira,J.D., Miller,M., Ng,T.F.F., Li,L., Dodd,E., Batac,F., Delwart,E., Deng,X.",2016-07-31,4850-06,Sea otter parvovirus 1,,Parvoviridae,ssDNA(+/-),658,GenBank,,,,NS1,USA,USA,,Enhydra lutris,lymph,2006,,,NS1 [Sea otter parvovirus 1]
AMS35093,Cutavirus,set:KT868811,KT868811,,"Phan,T.G., Dreno,B., da Costa,A.C., Li,L., Orlandi,P., Deng,X., Kapusinszky,B., Siqueira,J., Knol,A.C., Halary,F., Dantal,J., Alexander,K.A., Pesavento,P.A., Delwart,E., Phan,T.",2016-07-11,,Protoparvovirus primate3,Protoparvovirus,Parvoviridae,ssDNA(+/-),659,GenBank,,,1,NS1,Brazil,Brazil,,Homo sapiens,feces,,,,NS1 [Cutavirus]
ANC57645,Aleutian mink disease virus,set:KU513985,KU513985,,"Hagberg,E.E., Krarup,A., Fahnoe,U., Larsen,L.E., Dam-Tuxen,R., Pedersen,A.G.",2016-05-09,G#1,Amdoparvovirus carnivoran1,Amdoparvovirus,Parvoviridae,ssDNA(+/-),641,GenBank,,,1,nonstructural protein 1,Denmark,Denmark,,,,2012,,,nonstructural protein 1 [Aleutian mink disease virus]
BAU69604,Megabat bufavirus 1,set:LC085675,LC085675,,"Sasaki,M., Gonzalez,G., Wada,Y., Setiyono,A., Handharyani,E., Rahmadani,I., Taha,S., Adiani,S., Latief,M., Kholilullah,Z.A., Subangkit,M., Kobayashi,S., Nakamura,I., Kimura,T., Orba,Y., Ito,K., Sawa,H.",2016-03-31,MAG12-57,Protoparvovirus chiropteran1,Protoparvovirus,Parvoviridae,ssDNA(+/-),642,GenBank,,,1,nonstructural protein 1,"Indonesia: Central Java, Magelang",Indonesia,,Pteropus vampyrus,feces,2012-05,,,nonstructural protein 1 [Megabat bufavirus 1]
AMB21259,Rat bocavirus,set:KT454512,KT454512,,"Lau,S.K.P., Yeung,H.C., Li,K.S.M., Lam,C.S.F., Cai,J.P., Yuen,M.C., Wang,M., Zheng,B.J., Woo,P.C.Y., Yuen,K.Y.",2016-02-01,,Bocaparvovirus rodent1,Bocaparvovirus,Parvoviridae,ssDNA(+/-),644,GenBank,,,,NS1,Hong Kong,Hong Kong,,Rattus norvegicus,,2010-09-15,,,NS1 [Rat bocavirus]
ALT04901,Bocaparvovirus lagomorph1,set:KP729195,KP729195,,"Lanave,G., Martella,V., Farkas,S.L., Marton,S., Feher,E., Bodnar,L., Lavazza,A., Decaro,N., Buonavoglia,C., Banyai,K.",2015-12-20,,Bocaparvovirus lagomorph1,Bocaparvovirus,Parvoviridae,ssDNA(+/-),718,GenBank,,,1,nonstructural protein 1,Italy,Italy,,Oryctolagus cuniculus,feces,2001,,,nonstructural protein 1 [Bocaparvovirus lagomorph1]
ALQ10607,Rat bufavirus SY-2015,set:KT716186,KT716186,,"Yang,S., Liu,D., Wang,Y., Qu,F., He,Y., Sun,Z., Shen,Q., Li,W., Fu,X., Deng,X., Zhang,W., Delwart,E.",2015-12-05,791102,Protoparvovirus rodent3,Protoparvovirus,Parvoviridae,ssDNA(+/-),644,GenBank,,,1,NS1,China,China,,Rattus,feces,2014-06-20,,,NS1 [Rat bufavirus SY-2015]
AIW53333,chicken chapparvovirus HK,set:KM254174,KM254174,,"Kim,H., Choi,J., Lee,H., Kwon,Y.",2015-07-31,ParvoQ45/2013,Chaphamaparvovirus galliform3,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),673,GenBank,,,,NS1,South Korea,South Korea,,Gallus gallus,,2013-08,,,NS1 [chicken chapparvovirus HK]
AIE58040,Sesavirus CSL10538,set:KM035804,KM035804,,"Phan,T.G., Gulland,F., Simeone,C., Deng,X., Delwart,E.",2015-01-22,,Sesavirus CSL10538,,Parvoviridae,ssDNA(+/-),553,GenBank,,,1,NS1,USA,USA,,Otariidae,feces,2013,,,NS1 [Sesavirus CSL10538]
AIZ50117,Slow loris parvovirus 1,set:KP120516,KP120516,,"Canuti,M., Williams,C.V., Gadi,S.R., Jebbink,M.F., Oude Munnink,B.B., Jazaeri Farsani,S.M., Cullen,J.M., van der Hoek,L., Cullen,J.",2014-12-10,,Slow loris parvovirus 1,,Parvoviridae,ssDNA(+/-),582,GenBank,,,1,NS1,USA: North Carolina,USA,NC,Nycticebus coucang,,2008,,,NS1 [Slow loris parvovirus 1]
AID57413,racoon dog and fox amdoparvovirus,set:KJ396347,KJ396347,,"Shao,X.Q., Wen,Y.J., Ba,H.X., Zhang,X.T., Yue,Z.G., Wang,K.J., Li,C.Y., Qiu,J., Yang,F.H.",2014-12-02,HS-R,Amdoparvovirus carnivoran3,Amdoparvovirus,Parvoviridae,ssDNA(+/-),641,GenBank,,,1,NS1,China,China,,Nyctereutes procyonoides,"spleen, kidney",2012,,,NS1 [racoon dog and fox amdoparvovirus]
AIT18928,Tusavirus 1,set:KJ495710,KJ495710,,"Phan,T.G., Sdiri-Loulizi,K., Aouni,M., Ambert-Balay,K., Pothier,P., Deng,X., Delwart,E., Phan,T.",2014-10-14,,Protoparvovirus incertum1,Protoparvovirus,Parvoviridae,ssDNA(+/-),625,GenBank,,,1,NS1,Tunisia,Tunisia,,,feces,2003,,,NS1 [Tusavirus 1]
AII82250,Feline bocaparvovirus 3,set:KM017744,KM017744,,"Zhang,W., Li,L., Deng,X., Kapusinszky,B., Pesavento,P.A., Delwart,E.",2014-08-11,FBD1,Bocaparvovirus carnivoran5,Bocaparvovirus,Parvoviridae,ssDNA(+/-),796,GenBank,,,1,NS1,USA,USA,,Felis catus,feces,2013-10,,,NS1 [Feline bocaparvovirus 3]
AHF54687,turkey parvovirus 2,set:KF925531,KF925531,,"Reuter,G., Boros,A., Delwart,E., Pankovics,P.",2014-01-14,,Chaphamaparvovirus galliform1,Chaphamaparvovirus,Parvoviridae,ssDNA(+/-),659,GenBank,,,1,NS1,Hungary,Hungary,,Meleagris gallopavo,feces,2012-03,,,NS1 [turkey parvovirus 2]
AGZ93685,Feline bocaparvovirus 2,set:KF792837,KF792837,,"Ng,T.F.F., Mesquita,J.R., Nascimento,M.S., Kondov,N.O., Wong,W., Reuter,G., Knowles,N., Vega,E.M., Esona,M.D., Den,X., Vinje,J., Delwart,E.",2013-11-12,POR1,Bocaparvovirus carnivoran4,Bocaparvovirus,Parvoviridae,ssDNA(+/-),797,GenBank,,,,NS1,Portugal,Portugal,,Felis catus,,2012-12-01,,,NS1 [Feline bocaparvovirus 2]
AGZ03694,Solenopsis invicta densovirus,set:KC991097,KC991097,,"Valles,S.M., Shoemaker,D., Wurm,Y., Strong,C.A., Varone,L., Becnel,J.J., Shirk,P.D., Shoemaker,D.D.",2013-11-04,SiDNV-Arg,Scindoambidensovirus hymenopteran1,Scindoambidensovirus,Parvoviridae,ssDNA(+/-),552,GenBank,,,,NS1,Argentina,Argentina,,Solenopsis invicta,,2008,,,NS1 [Solenopsis invicta densovirus]
AGW50716,Acheta domestica mini ambidensovirus,set:KF275669,KF275669,,"Pham,H.T., Yu,Q., Bergoin,M., Tijssen,P., Pham,H.",2013-09-30,Kalamazoo,Orthopteran miniambidensovirus 1,Miniambidensovirus,Parvoviridae,ssDNA(+/-),495,GenBank,,,1,nonstructural protein 1,USA,USA,,Gryllidae,,2012-01-20,,,nonstructural protein 1 [Acheta domestica mini ambidensovirus]
AFV48069,Wuharv parvovirus 1,set:JX627576,JX627576,,"Handley,S.A., Thackray,L.B., Zhao,G., Presti,R., Miller,A.D., Droit,L., Abbink,P., Maxfield,L.F., Kambal,A., Duan,E., Stanley,K., Kramer,J., Macri,S.C., Permar,S.R., Schmitz,J.E., Mansfield,K., Brenchley,J.M., Veazey,R.S., Stappenbeck,T.S., Wang,D., Barouch,D.H., Virgin,H.W., Handley,S., Miller,A., Brenchley,J.",2012-10-30,,Protoparvovirus primate2,Protoparvovirus,Parvoviridae,ssDNA(+/-),665,GenBank,,,1,nonstructural protein 1,USA,USA,,Macaca mulatta,,2010-01-10,,,nonstructural protein 1 [Wuharv parvovirus 1]
AFR53039,Bocaparvovirus primate1,set:JQ923422,JQ923422,,"Huang,Q., Deng,X., Yan,Z., Cheng,F., Luo,Y., Shen,W., Lei-Butters,D.C., Chen,A.Y., Li,Y., Tang,L., Soderlund-Venermo,M., Engelhardt,J.F., Qiu,J.",2012-09-11,Salvador1,Bocaparvovirus primate1,Bocaparvovirus,Parvoviridae,ssDNA(+/-),781,GenBank,,,1,NS1,Brazil,Brazil,,Homo sapiens,oronasopharynx,2005,,,NS1 [Bocaparvovirus primate1]
AFP74562,Papilio polyxenes densovirus,set:JX110122,JX110122,,"Yu,Q., Hajek,A.E., Bergoin,M., Tijssen,P.",2012-08-15,IAF,Iteradensovirus lepidopteran4,Iteradensovirus,Parvoviridae,ssDNA(+/-),760,GenBank,,,1,nonstructural protein 1,Canada,Canada,,,,2011,,,nonstructural protein 1 [Papilio polyxenes densovirus]
AFN44273,Protoparvovirus primate1,set:JX027296,JX027296,,"Phan,T.G., Vo,N.P., Bonkoungou,I.J., Kapoor,A., Barro,N., O'Ryan,M., Kapusinszky,B., Wang,C., Delwart,E., Phan,T.",2012-07-16,,Protoparvovirus primate1,Protoparvovirus,Parvoviridae,ssDNA(+/-),671,GenBank,,,1,NS1,Burkina Faso,Burkina Faso,,,feces,2009,,,NS1 [Protoparvovirus primate1]
AFK85003,Myotis myotis bocavirus 1,set:JQ814850,JQ814850,,"Wu,Z., Ren,X., Yang,L., Hu,Y., Yang,J., He,G., Zhang,J., Dong,J., Sun,L., Du,J., Liu,L., Xue,Y., Wang,J., Yang,F., Zhang,S., Jin,Q.",2012-06-06,,Bocaparvovirus chiropteran1,Bocaparvovirus,Parvoviridae,ssDNA(+/-),720,GenBank,,,1,NS1,China,China,,Myotis myotis,,2010-12,,,NS1 [Myotis myotis bocavirus 1]
AFH96872,Feline bocavirus,set:JQ692585,JQ692585,,"Lau,S.K., Woo,P.C., Yeung,H.C., Teng,J.L., Wu,Y., Bai,R., Fan,R.Y., Chan,K.H., Yuen,K.Y., Lau,S.K.P., Woo,P.C.Y., Teng,J.L.L., Fan,R.Y.Y.",2012-04-23,,Bocaparvovirus carnivoran3,Bocaparvovirus,Parvoviridae,ssDNA(+/-),804,GenBank,,,1,NS1,Hong Kong,Hong Kong,,Felis catus,,2009-12-22,,,NS1 [Feline bocavirus]
AES86015,Canine bocavirus 1,set:JN648103,JN648103,,"Kapoor,A., Mehta,N., Dubovi,E.J., Simmonds,P., Govindasamy,L., Medina,J.L., Street,C., Shields,S., Lipkin,W.I.",2011-11-22,Con-161,Bocaparvovirus carnivoran2,Bocaparvovirus,Parvoviridae,ssDNA(+/-),648,GenBank,,,1,NS1,USA,USA,,Canis lupus familiaris,oronasopharynx,2010,,,NS1 [Canine bocavirus 1]
AEP95278,Gray fox amdovirus,set:JN202450,JN202450,,"Li,L., Pesavento,P.A., Woods,L., Clifford,D.L., Luff,J., Wang,C., Delwart,E.",2011-10-10,,Amdoparvovirus carnivoran2,Amdoparvovirus,Parvoviridae,ssDNA(+/-),635,GenBank,,,1,NS1,USA,USA,,Urocyon cinereoargenteus,"spleen, abdominal cavity",2009,,,NS1 [Gray fox amdovirus]
AEO37417,Porcine bocavirus 3,set:JF429834,JF429834,,"Lau,S.K., Woo,P.C., Yip,C.C., Li,K.S., Fu,C.T., Huang,Y., Chan,K.H., Yuen,K.Y., Lau,S.K.P., Woo,P.C.Y., Yip,C.C.Y., Li,K.S.M., Au,W.K., Fu,C.T.Y., Tsang,T.H.F.",2011-09-18,,Bocaparvovirus ungulate5,Bocaparvovirus,Parvoviridae,ssDNA(+/-),667,GenBank,,,1,NS1,Hong Kong,Hong Kong,,Sus scrofa,,2007-03-27,,,NS1 [Porcine bocavirus 3]
AEM37593,California sea lion bocavirus 1,set:JN420361,JN420361,,"Li,L., Shan,T., Wang,C., Cote,C., Kolman,J., Onions,D., Gulland,F.M., Delwart,E.",2011-08-17,1153,Bocaparvovirus pinniped1,Bocaparvovirus,Parvoviridae,ssDNA(+/-),793,GenBank,,,1,NS1,USA: California,USA,CA,Zalophus californianus,feces,2010,,,NS1 [California sea lion bocavirus 1]
AEM37606,California sea lion bocavirus 3,set:JN420365,JN420365,,"Li,L., Shan,T., Wang,C., Cote,C., Kolman,J., Onions,D., Gulland,F.M., Delwart,E.",2011-08-17,9805,Bocaparvovirus pinniped2,Bocaparvovirus,Parvoviridae,ssDNA(+/-),802,GenBank,,,1,NS1,USA: California,USA,CA,Zalophus californianus,feces,2010,,,NS1 [California sea lion bocavirus 3]
AEI99166,Porcine bocavirus H18,set:HQ291308,HQ291308,,"Shan,T., Lan,D., Li,L., Wang,C., Cui,L., Zhang,W., Hua,X., Zhu,C., Zhao,W., Delwart,E., Shan,T.L., Hua,X.G.",2011-07-03,H18,Bocaparvovirus ungulate4,Bocaparvovirus,Parvoviridae,ssDNA(+/-),635,GenBank,,,1,NS1,China,China,,Sus scrofa,feces,2008,,,NS1 [Porcine bocavirus H18]
AEI26263,Helicoverpa armigera densovirus,set:HQ613271,HQ613271,,"Xu,P., Cheng,P., Liu,Z., Li,Y., Murphy,R.W., Wu,K., Xu,P.-J., Wu,K.-M.",2011-06-21,,Iteradensovirus lepidopteran5,Iteradensovirus,Parvoviridae,ssDNA(+/-),669,GenBank,,,1,NS1,"China: Beihuang Island, Bohai Gulf",China,,Helicoverpa armigera,,2010-02,,,NS1 [Helicoverpa armigera densovirus]
ADP36995,Bocavirus pig/SX/China/2010,set:HQ223038,HQ223038,,"Zeng,S., Wang,D., Fang,L., Ma,J., Song,T., Zhang,R., Chen,H., Xiao,S.",2010-11-07,,Bocaparvovirus ungulate3,Bocaparvovirus,Parvoviridae,ssDNA(+/-),636,GenBank,,,1,NS1,China,China,,Sus scrofa,,2010-07,,,NS1 [Bocavirus pig/SX/China/2010]
ADI60252,Porcine bocavirus 1 pig/ZJD/China/2006,set:HM053693,HM053693,,"Cheng,W.X., Li,J.S., Huang,C.P., Yao,D.P., Liu,N., Cui,S.X., Jin,Y., Duan,Z.J., Cheng,W.-X., Duan,Z.-J.",2010-06-16,PBoV1,Bocaparvovirus ungulate2,Bocaparvovirus,Parvoviridae,ssDNA(+/-),703,GenBank,,,1,NS1,China,China,,Sus scrofa,feces,2006,,,NS1 [Porcine bocavirus 1 pig/ZJD/China/2006]
ADD22713,Turkey parvovirus 260,set:GU214706,GU214706,,"Day,J.M., Zsak,L.",2010-03-07,,Aveparvovirus galliform1,Aveparvovirus,Parvoviridae,ssDNA(+/-),694,GenBank,,,1,NS1,USA,USA,,,,,,,NS1 [Turkey parvovirus 260]
ACT09660,Chipmunk parvovirus,set:GQ200736,GQ200736,,"Chen,Z., Chen,A.Y., Cheng,F., Qiu,J., Yoo,B.C.",2009-07-11,,Erythroparvovirus rodent1,Erythroparvovirus,Parvoviridae,ssDNA(+/-),711,GenBank,,,1,NS1,South Korea,South Korea,,Tamias sibiricus,,,,,NS1 [Chipmunk parvovirus]
ACJ38931,human bocavirus 2c,set:FJ170278,FJ170278,,"Kapoor,A., Slikas,E., Simmonds,P., Chieochansin,T., Naeem,A., Shaukat,S., Alam,M.M., Sharif,S., Angez,M., Zaidi,S., Delwart,E.",2009-02-04,PK-5510,Bocaparvovirus primate2,Bocaparvovirus,Parvoviridae,ssDNA(+/-),640,GenBank,,,1,NS1,Pakistan,Pakistan,,Homo sapiens,feces,,,,NS1 [human bocavirus 2c]
ACL31580,Canine minute virus,set:FJ214110,FJ214110,,"Sun,Y., Chen,A.Y., Cheng,F., Guan,W., Johnson,F.B., Qiu,J.",2009-01-11,GA 3,Bocaparvovirus carnivoran1,Bocaparvovirus,Parvoviridae,ssDNA(+/-),774,GenBank,,,1,NS1,USA,USA,,Canis lupus familiaris,,1991,,,NS1 [Canine minute virus]
AAU12253,Dendrolimus punctatus densovirus,set:AY665654,AY665654,,"Wang,J., Zhang,J., Jiang,H., Liu,C., Yi,F., Hu,Y.",2004-09-08,,Iteradensovirus lepidopteran3,Iteradensovirus,Parvoviridae,ssDNA(+/-),775,GenBank,,,1,nonstructural protein 1,China,China,,,,,,,nonstructural protein 1 [Dendrolimus punctatus densovirus]
AAL56544,Casphalia extranea densovirus,set:AF375296,AF375296,,"Fediere,G., Li,Y., Zadori,Z., Szelei,J., Tijssen,P.",2002-01-01,,Iteradensovirus lepidopteran2,Iteradensovirus,Parvoviridae,ssDNA(+/-),753,GenBank,,,1,nonstructural protein 1,,,,,,,,,nonstructural protein 1 [Casphalia extranea densovirus]
AAA74973,Simian parvovirus,set:U26342,U26342,,"Brown,K.E., Green,S.W., O'Sullivan,M.G., Young,N.S., Anderson,D.C., Fikes,J.D., Bain,F.T., Carlson,C.S.",1995-08-31,,Erythroparvovirus primate2,Erythroparvovirus,Parvoviridae,ssDNA(+/-),687,GenBank,,,2,NS1,,,,Macaca fascicularis,,,,,NS1 [Simian parvovirus]
CAA52899,Aedes albopictus densovirus 2,set:X74945,X74945,,"Boublik,Y., Jousset,F.X., Bergoin,M., Boublik,Y.G.",1994-07-07,,Brevihamaparvovirus dipteran2,Brevihamaparvovirus,Parvoviridae,ssDNA(+/-),805,GenBank,,,1,NS1,,,,,,,,,"NS1, partial [Aedes albopictus densovirus 2]"
