queryID	taxID	perc_identity
NODE_A17009_length_617_cov_2.600000_BlackFly3	1293412	61.4
NODE_A1703_length_1171_cov_6.183729_BlackFly23	573	98.8
NODE_A170_length_1379_cov_16.767281_BlackFly35	2806027	49.4
NODE_A170_length_1806_cov_7.057259_BlackFly59	3020468	76
NODE_A170_length_2725_cov_2.576284_BlackFly31	1955172	32
NODE_A170_length_2754_cov_23.560329_BlackFly16	549	97.75
NODE_A1713_length_509_cov_1.858796_BlackFly15	1	94.14
NODE_A17197_length_531_cov_1.914097_BlackFly36	231052	50.85
NODE_A17197_length_615_cov_0.583643_BlackFly3	5506	98.4285714285714
NODE_A171_length_1215_cov_2.329525_BlackFly4	382514	61.5
NODE_A171_length_1640_cov_90.994242_BlackFly21	2501035	75.9
NODE_A171_length_2331_cov_6.049689_BlackFly23	1236	47.2571428571429
NODE_A171_length_2746_cov_7.954665_BlackFly16	1500896	99.1
NODE_A171_length_3193_cov_7.663030_BlackFly57	86259	89.6
NODE_A1721_length_1170_cov_3.523330_BlackFly23	2053981	46.5
NODE_A1723_length_507_cov_2.009302_BlackFly15	53335	99.1
NODE_A1727_length_645_cov_0.929577_BlackFly28	2970918	55.3
NODE_A1728_length_644_cov_2.557319_BlackFly28	196816	73.7
NODE_A1728_length_726_cov_2.377504_BlackFly16	53335	97.4
NODE_A172_length_1148_cov_3.540616_BlackFly9	1529056	33.3
NODE_A172_length_1639_cov_12.437900_BlackFly21	2970295	94.2
NODE_A172_length_1707_cov_2.893865_BlackFly6	2742544	56
NODE_A172_length_2330_cov_2.850422_BlackFly23	2890317	61.85
NODE_A172_length_2625_cov_23.364207_BlackFly3	2908238	26.4
NODE_A172_length_2676_cov_40.566372_BlackFly31	2743185	84.9
NODE_A172_length_2720_cov_5.647370_BlackFly16	2726983	96.8
NODE_A173_length_1460_cov_14.028200_BlackFly53	2742540	52.3
NODE_A173_length_1485_cov_5.154830_BlackFly44	691698	96.4
NODE_A173_length_1706_cov_9.790669_BlackFly6	2838331	55.9
NODE_A173_length_1837_cov_3.143182_BlackFly52	10239	52.75
NODE_A173_length_1948_cov_196.558525_BlackFly32	2692022	36.2
NODE_A173_length_2010_cov_51.992240_BlackFly15	2315392	77.6
NODE_A173_length_2329_cov_5.519094_BlackFly23	133448	57.9
NODE_A173_length_2462_cov_4.205451_BlackFly43	2788787	46.6
NODE_A173_length_3157_cov_7.688961_BlackFly57	2763007	94.7
NODE_A1742_length_516_cov_1.990888_BlackFly6	2732688	87.975
NODE_A17446_length_677_cov_1.088333_BlackFly39	81583	43.3
NODE_A17453_length_593_cov_5.548450_BlackFly19	69222	76.6
NODE_A1747_length_1166_cov_2.148760_BlackFly23	1908224	67.8
NODE_A1747_length_502_cov_4.484706_BlackFly15	1859161	64.6
NODE_A174_length_1625_cov_1.654393_BlackFly21	1236	51.26
NODE_A174_length_1625_cov_5.277778_BlackFly42	2742553	57.3
NODE_A174_length_1829_cov_31.160959_BlackFly52	2737085	92.2
NODE_A174_length_2304_cov_15.471037_BlackFly23	939922	84.3666666666667
NODE_A174_length_2346_cov_3.475981_BlackFly12	91914	84.25
NODE_A17500_length_611_cov_1.928839_BlackFly3	1720247	38.3
NODE_A1751_length_746_cov_6.433483_BlackFly_NC_Ludovica_1	1661715	65.1
NODE_A1752_length_878_cov_2.046192_BlackFly29	1898104	67.9
NODE_A1755_length_1165_cov_2.885110_BlackFly23	2809552	91.5
NODE_A1758_length_607_cov_4.518868_BlackFly53	2742553	68.8
NODE_A1759_length_1174_cov_11.951686_BlackFly27	2692001	86.7
NODE_A175_length_1201_cov_2.617438_BlackFly4	2559917	92.7
NODE_A175_length_1434_cov_2.706706_BlackFly5	998086	44.3
NODE_A175_length_2062_cov_4.342569_BlackFly19	543	78.34
NODE_A175_length_2616_cov_9.695156_BlackFly3	2909207	52.7
NODE_A175_length_2659_cov_32850.558482_BlackFly31	2867550	82
NODE_A175_length_2705_cov_306.208524_BlackFly16	53335	95.1
NODE_A1763_length_608_cov_3.595104_BlackFly49	137722	47.1
NODE_A1768_length_607_cov_2.539623_BlackFly49	1955172	73.6
NODE_A176_length_1107_cov_3.162136_BlackFly10	2737097	62.7
NODE_A176_length_1785_cov_3.318501_BlackFly59	2815754	39.6
NODE_A176_length_2599_cov_3.701824_BlackFly3	53335	98.3
NODE_A176_length_3088_cov_9.253072_BlackFly57	1631	97.1
NODE_A1770_length_606_cov_3.096408_BlackFly53	441	91.3666666666667
NODE_A1771_length_668_cov_2.230118_BlackFly21	1406779	38.2
NODE_A17769_length_830_cov_3.355910_BlackFly34	2030927	44.2
NODE_A177_length_1429_cov_4.529586_BlackFly53	2202644	85.9
NODE_A177_length_1476_cov_3.883488_BlackFly44	86661	99.6833333333333
NODE_A177_length_2056_cov_2.434058_BlackFly19	1982576	76.2
NODE_A177_length_2159_cov_7.849183_BlackFly27	2925283	69.9
NODE_A177_length_2569_cov_5.008026_BlackFly3	2126321	83.5
NODE_A1782_length_689_cov_1.004902_BlackFly24	91347	96.8333333333333
NODE_A1784_length_719_cov_3.029595_BlackFly16	2605270	71.9
NODE_A17865_length_672_cov_1.495798_BlackFly39	451867	77.7333333333333
NODE_A1786_length_873_cov_4.144472_BlackFly29	610244	79.9
NODE_A1788_length_636_cov_1.808587_BlackFly28	468	74.92
NODE_A1788_length_718_cov_4.478939_BlackFly16	1236	73.975
NODE_A178_length_1105_cov_1.901751_BlackFly10	1903409	99.3
NODE_A178_length_1427_cov_3.773333_BlackFly5	998086	49.8
NODE_A178_length_2149_cov_5.628378_BlackFly27	559173	96.15
NODE_A178_length_2642_cov_5.253801_BlackFly31	220990	75.7
NODE_A179_length_1326_cov_5.646918_BlackFly35	566	78.8
NODE_A179_length_2144_cov_10.654088_BlackFly27	29385	98
NODE_A179_length_2220_cov_9.749417_BlackFly23	38018	51.3
NODE_A179_length_2553_cov_4.742730_BlackFly3	3003977	59.4
NODE_A179_length_2668_cov_7.984948_BlackFly16	312306	94.55
NODE_A17_length_10272_cov_15.957822_BlackFly15	354276	85.8
NODE_A17_length_11229_cov_14.795373_BlackFly27	2490851	81.7
NODE_A17_length_14159_cov_7.473654_BlackFly57	2767842	99.4
NODE_A17_length_15822_cov_38.257288_BlackFly16	33074	65.7
NODE_A17_length_17943_cov_28.067726_BlackFly3	2530183	81.7
NODE_A17_length_2400_cov_1.973741_BlackFly41	1	50.65
NODE_A17_length_3343_cov_13.539498_BlackFly18	3020468	65.2
NODE_A17_length_3449_cov_435.283511_BlackFly25	1923734	35
NODE_A17_length_3551_cov_5.425446_BlackFly58	988801	88.8
NODE_A17_length_3652_cov_4.469091_BlackFly24	65700	97.3
NODE_A17_length_3818_cov_4.774392_BlackFly7	2918207	91.9
NODE_A17_length_3900_cov_120.656552_BlackFly45	2559587	40.75
NODE_A17_length_44501_cov_534.169255_BlackFly19	881915	98.9
NODE_A17_length_4840_cov_6.832668_BlackFly34	2767842	96.7
NODE_A17_length_4856_cov_5.648253_BlackFly53	2905267	46
NODE_A17_length_5860_cov_8.203701_BlackFly44	53335	97.6
NODE_A17_length_6601_cov_465.593961_BlackFly42	2692018	89
NODE_A17_length_6656_cov_8.935401_BlackFly39	53335	99.72
NODE_A17_length_7360_cov_7.392146_BlackFly52	2648722	88.9
NODE_A17_length_9177_cov_9.274176_BlackFly12	574987	86.2
NODE_A17_length_9246_cov_14.004253_BlackFly48	91914	84.9
NODE_A1808_length_727_cov_6.613846_BlackFly31	2832643	43.9
NODE_A1809_length_785_cov_4.176554_BlackFly57	2575324	50.4
NODE_A180_length_1137_cov_3.203774_BlackFly20	2695350	81
NODE_A180_length_1505_cov_2.817927_BlackFly30	2788787	60.4333333333333
NODE_A180_length_1873_cov_31.849109_BlackFly29	2164101	48.6
NODE_A180_length_1890_cov_15.676779_BlackFly39	53335	99.35
NODE_A180_length_1975_cov_10.290306_BlackFly36	433	73.1
NODE_A180_length_2635_cov_51.354574_BlackFly31	2587541	37.4
NODE_A1813_length_518_cov_3.621315_BlackFly44	2742553	68.9
NODE_A18146_length_587_cov_2.001961_BlackFly19	1507870	45.35
NODE_A1814_length_1166_cov_6.225895_BlackFly3	573	61.05
NODE_A181_length_1223_cov_2.728621_BlackFly7	2832643	84.5
NODE_A181_length_1420_cov_4.099032_BlackFly53	2809420	81
NODE_A181_length_1590_cov_4.140119_BlackFly21	2731643	83.52
NODE_A181_length_1870_cov_5.872839_BlackFly29	38018	54.2
NODE_A181_length_1965_cov_13.879767_BlackFly15	1859161	67.1
NODE_A181_length_2214_cov_3.744502_BlackFly23	2815753	71.5
NODE_A181_length_2627_cov_3.569020_BlackFly16	33074	73.6
NODE_A18261_length_824_cov_3.878179_BlackFly34	2970246	75.2
NODE_A1826_length_1011_cov_3.963597_BlackFly19	38018	59.7
NODE_A1829_length_601_cov_1.645038_BlackFly53	2202644	63.7857142857143
NODE_A182_length_1222_cov_6.257642_BlackFly7	1923734	46.2
NODE_A182_length_1413_cov_3.574850_BlackFly5	2006684	31.4
NODE_A182_length_1591_cov_259.898283_BlackFly42	2737080	88.8
NODE_A182_length_1665_cov_5.847607_BlackFly6	2587541	45.5
NODE_A182_length_1970_cov_16.103011_BlackFly36	2838331	64.6
NODE_A182_length_2200_cov_5.427697_BlackFly23	2745	66.74
NODE_A182_length_2539_cov_9.251828_BlackFly3	354276	91.8
NODE_A182_length_2602_cov_7.531881_BlackFly16	312306	81
NODE_A182_length_3670_cov_12.043696_BlackFly49	2648722	72.8
NODE_A1830_length_690_cov_1.978793_BlackFly42	543	98.02
NODE_A18317_length_669_cov_2.582770_BlackFly27	196816	63.05
NODE_A1833_length_663_cov_3.300341_BlackFly21	2648722	86.1
NODE_A1834_length_516_cov_1.334852_BlackFly44	10239	49.6
NODE_A1836_length_650_cov_2.883072_BlackFly_NC_Ludovica_2	1236	57.4666666666667
NODE_A1837_length_1164_cov_2.873965_BlackFly3	549	83.5
NODE_A1838_length_628_cov_3.214156_BlackFly28	43767	75.0785714285714
NODE_A183_length_1312_cov_4.575709_BlackFly35	2788787	47.3
NODE_A183_length_1413_cov_7.122006_BlackFly44	553	93.3
NODE_A183_length_1477_cov_6.433571_BlackFly30	2742541	83.3
NODE_A183_length_1655_cov_4.646388_BlackFly6	1590	97.352
NODE_A183_length_2538_cov_7.768387_BlackFly3	2053981	40
NODE_A183_length_2601_cov_7.879556_BlackFly16	2832643	81.4
NODE_A183_length_2621_cov_12.738601_BlackFly31	2832643	66.8
NODE_A183_length_3651_cov_6.634024_BlackFly49	2731619	45.7285714285714
NODE_A1841_length_712_cov_13.022047_BlackFly16	2975239	78
NODE_A1846_length_719_cov_1.856698_BlackFly31	1590	97.7666666666667
NODE_A1849_length_1161_cov_3.285978_BlackFly3	2842528	77.3666666666667
NODE_A184_length_1123_cov_4.213193_BlackFly20	11006	45.75
NODE_A184_length_1175_cov_2.212204_BlackFly46	2855487	82.1
NODE_A184_length_1776_cov_9.324897_BlackFly52	2742540	74.8
NODE_A184_length_2596_cov_7.535133_BlackFly16	1940570	41.8
NODE_A184_length_3649_cov_6.992721_BlackFly49	231052	52.8857142857143
NODE_A1851_length_625_cov_4.034672_BlackFly28	1219383	70.9
NODE_A18529_length_598_cov_2.963532_BlackFly3	354276	59.15
NODE_A1858_length_1363_cov_3.765941_BlackFly34	472	63.2
NODE_A185_length_1166_cov_2.290174_BlackFly4	33964	99.7230769230769
NODE_A185_length_1399_cov_3.146747_BlackFly5	73147	40.5
NODE_A185_length_1413_cov_6.062126_BlackFly53	434	56.575
NODE_A185_length_1501_cov_5.797753_BlackFly45	2742558	76.3
NODE_A185_length_1545_cov_2.151907_BlackFly21	1	62.8666666666666
NODE_A185_length_2511_cov_4.719803_BlackFly3	83655	75.7
NODE_A185_length_2594_cov_8.431863_BlackFly16	2890311	82.3428571428571
NODE_A185_length_2903_cov_7.828025_BlackFly57	441	43.4
NODE_A185_length_3645_cov_106.336323_BlackFly49	2648722	60
NODE_A1862_length_1159_cov_5.535120_BlackFly3	434	52.6
NODE_A1862_length_598_cov_1.126679_BlackFly53	2972357	73.4
NODE_A1864_length_603_cov_1.587452_BlackFly52	91914	96.7
NODE_A18652_length_597_cov_2.028846_BlackFly3	1544694	96.7333333333333
NODE_A18674_length_597_cov_1.376923_BlackFly3	1873462	74.2
NODE_A1869_length_597_cov_2.188462_BlackFly53	441	90.5
NODE_A186_length_1298_cov_4.385749_BlackFly35	1859161	65.7
NODE_A186_length_1399_cov_1.971256_BlackFly5	2500766	40
NODE_A186_length_1413_cov_4.395210_BlackFly53	2869569	39.8
NODE_A186_length_2186_cov_22.609768_BlackFly23	2630326	99.2
NODE_A186_length_2585_cov_15.163477_BlackFly16	1590	100
NODE_A186_length_2610_cov_6.681011_BlackFly31	231053	57.75
NODE_A1870_length_602_cov_2.186667_BlackFly52	570	99.2666666666667
NODE_A1876_length_800_cov_2.470263_BlackFly7	91347	83.38
NODE_A1879_length_659_cov_2.498282_BlackFly21	2546034	76.7
NODE_A1879_length_712_cov_1.458268_BlackFly31	433	59.2666666666667
NODE_A187_length_1297_cov_7.795082_BlackFly35	2788787	37.725
NODE_A187_length_1394_cov_11.202733_BlackFly5	2904389	27
NODE_A187_length_1405_cov_4.161145_BlackFly53	881915	83.9
NODE_A187_length_1532_cov_3.476976_BlackFly21	2731649	49.5
NODE_A187_length_1577_cov_15.282000_BlackFly42	2692001	90.8
NODE_A187_length_2578_cov_23.628948_BlackFly16	2767842	99.6666666666667
NODE_A1881_length_779_cov_1.934473_BlackFly57	208223	48.9
NODE_A1884_length_808_cov_5.090287_BlackFly47	610245	69.5
NODE_A1887_length_685_cov_3.549342_BlackFly42	1017181	63.4
NODE_A188_length_1093_cov_2.865157_BlackFly24	543	99.55
NODE_A188_length_1169_cov_4.046703_BlackFly46	2972347	57.9
NODE_A188_length_1295_cov_8.063218_BlackFly35	2559587	37.4
NODE_A188_length_2175_cov_16.614395_BlackFly23	2560123	78
NODE_A188_length_2541_cov_5.651786_BlackFly16	2732396	55.95
NODE_A1892_length_1146_cov_5.320861_BlackFly23	562	52
NODE_A1894_length_603_cov_3.199620_BlackFly_NC_3_Jill	356	62.25
NODE_A18969_length_593_cov_4.160853_BlackFly3	91347	80.95
NODE_A189_length_1377_cov_2.961538_BlackFly5	469	82.2
NODE_A189_length_1403_cov_4.297134_BlackFly53	37960	68.5
NODE_A189_length_1916_cov_6.371397_BlackFly15	1590	98.7666666666667
NODE_A189_length_2521_cov_4.925532_BlackFly16	909768	96.8
NODE_A189_length_2762_cov_3.589944_BlackFly57	1590	96.8
NODE_A18_length_10006_cov_132.557659_BlackFly29	33958	91.7
NODE_A18_length_10458_cov_21.283499_BlackFly43	1620	98
NODE_A18_length_10824_cov_16.311064_BlackFly27	2490851	62
NODE_A18_length_10824_cov_26.920443_BlackFly6	108980	87.15
NODE_A18_length_11069_cov_29.309680_BlackFly30	553	92.8
NODE_A18_length_15742_cov_58.739036_BlackFly16	1307923	72.8
NODE_A18_length_15847_cov_29.006848_BlackFly3	2530183	80.9
NODE_A18_length_18447_cov_19.530376_BlackFly28	2575261	82.5
NODE_A18_length_3157_cov_48.466558_BlackFly11	2909207	24
NODE_A18_length_3809_cov_1661.444266_BlackFly7	908830	61.2
NODE_A18_length_4642_cov_95.454984_BlackFly35	2501057	56.8
NODE_A18_length_4841_cov_74.869018_BlackFly53	418781	48.1
NODE_A18_length_5685_cov_9.652996_BlackFly14	2692022	43.7
NODE_A18_length_5850_cov_7.015590_BlackFly44	553	96.9666666666667
NODE_A18_length_5952_cov_17.926638_BlackFly39	2794497	45.6
NODE_A18_length_5960_cov_2013.733469_BlackFly32	2689573	97.5
NODE_A18_length_6943_cov_6.382173_BlackFly52	38018	33.9
NODE_A18_length_7502_cov_25.136431_BlackFly23	53335	91.6666666666667
NODE_A18_length_8206_cov_8.774880_BlackFly31	91347	88.65
NODE_A18_length_8776_cov_31.624555_BlackFly12	1386	98.244
NODE_A18_length_9430_cov_7.929007_BlackFly15	1590	99.72
NODE_A1900_length_729_cov_7.414110_BlackFly_NC_1_Jill	1	97.075
NODE_A1902_length_1153_cov_2.874535_BlackFly3	2100421	67.5
NODE_A190_length_1373_cov_5.582562_BlackFly5	2006684	40.7
NODE_A190_length_1522_cov_2.305882_BlackFly21	358008	60.6
NODE_A190_length_1553_cov_5.879404_BlackFly42	91914	98.575
NODE_A190_length_2304_cov_6.419847_BlackFly43	2788787	37.95
NODE_A190_length_2517_cov_3.822951_BlackFly16	610244	94.9
NODE_A190_length_2584_cov_14.035501_BlackFly31	2516432	76.3
NODE_A1911_length_615_cov_3.014870_BlackFly28	2970918	90.5
NODE_A1911_length_784_cov_8.878359_BlackFly_NC_2_Jill	152268	32.9
NODE_A1913_length_1356_cov_8.848319_BlackFly34	2559587	69.15
NODE_A1915_length_705_cov_3.464968_BlackFly16	33074	68.4
NODE_A1916_length_1150_cov_4.765144_BlackFly3	2053981	29.8
NODE_A1917_length_1144_cov_3.244611_BlackFly23	2497569	79.3
NODE_A1917_length_598_cov_1.261036_BlackFly52	570	99.8333333333333
NODE_A19181_length_513_cov_2.520642_BlackFly36	1903409	96.8
NODE_A19191_length_659_cov_27.604811_BlackFly27	286	99.375
NODE_A191_length_1201_cov_3.032028_BlackFly22	2851965	90
NODE_A191_length_1763_cov_4.443060_BlackFly29	91347	85.9166666666667
NODE_A191_length_1982_cov_2.764829_BlackFly19	2824767	98.1
NODE_A191_length_2477_cov_18.597917_BlackFly3	1755792	67.6
NODE_A191_length_2568_cov_18037.541951_BlackFly31	2980204	79.1
NODE_A1926_length_597_cov_1.932692_BlackFly52	2737098	95.5
NODE_A19277_length_659_cov_1.769759_BlackFly27	470018	59.4
NODE_A192_length_1071_cov_1.924547_BlackFly20	1500896	96.9
NODE_A192_length_1094_cov_7.296952_BlackFly9	53335	98.2
NODE_A192_length_1291_cov_7.249588_BlackFly35	2788787	51.2
NODE_A192_length_1461_cov_4.468931_BlackFly30	553	96.7
NODE_A192_length_2070_cov_3.951330_BlackFly34	2742553	44.6
NODE_A192_length_2500_cov_16.574907_BlackFly16	2497684	96.9
NODE_A192_length_2545_cov_7.547002_BlackFly28	939922	76.35
NODE_A19348_length_658_cov_2.831325_BlackFly27	1580	90.3
NODE_A19355_length_616_cov_4.474954_BlackFly23	419257	43.3
NODE_A1939_length_700_cov_3.502408_BlackFly31	53335	97.6222222222222
NODE_A193_length_1154_cov_9.713092_BlackFly58	1859161	65.1
NODE_A193_length_1344_cov_2.538279_BlackFly5	2788787	42.65
NODE_A193_length_1512_cov_2.019512_BlackFly21	2971980	77.4
NODE_A193_length_2467_cov_38.723013_BlackFly3	2908238	25.5
NODE_A193_length_3555_cov_8.947096_BlackFly49	2268989	47.95
NODE_A19458_length_511_cov_1.407834_BlackFly36	470018	65.3
NODE_A19470_length_615_cov_2.643123_BlackFly23	53335	100
NODE_A1948_length_657_cov_4.012069_BlackFly_NC_Jara_1	183795	39.2
NODE_A194_length_1441_cov_5.017595_BlackFly30	92488	96.4
NODE_A194_length_2066_cov_10.168929_BlackFly34	1282	95.1
NODE_A1951_length_749_cov_2.691964_BlackFly58	3020468	75.7
NODE_A195_length_1056_cov_5.629213_BlackFly20	10239	85.7
NODE_A195_length_1382_cov_4.891188_BlackFly53	2743185	88.2
NODE_A195_length_1525_cov_7.807320_BlackFly42	220990	93
NODE_A195_length_1534_cov_4.676047_BlackFly48	570	98.208
NODE_A195_length_1708_cov_5.655426_BlackFly59	2039164	55.9
NODE_A195_length_1728_cov_58.766202_BlackFly52	286	98.85
NODE_A195_length_2478_cov_13.037484_BlackFly16	2747490	64.9
NODE_A195_length_2654_cov_3.487000_BlackFly57	523909	62.9
NODE_A1962_length_726_cov_2.123267_BlackFly_NC_Ludovica_1	2024833	39.8
NODE_A19637_length_586_cov_1.833006_BlackFly3	1575	81
NODE_A1964_length_696_cov_3.738288_BlackFly31	433	60.82
NODE_A1966_length_969_cov_3.519058_BlackFly43	2877865	76.3
NODE_A196_length_1116_cov_2.216554_BlackFly4	2742553	52.8
NODE_A196_length_1379_cov_17.768049_BlackFly53	2485923	71
NODE_A196_length_2556_cov_5.382816_BlackFly31	53335	99.2388888888889
NODE_A196_length_775_cov_2.481375_BlackFly13	28882	78.3
NODE_A1974_length_503_cov_1.802817_BlackFly48	91347	52.872
NODE_A1974_length_695_cov_1.949838_BlackFly31	2	82.8333333333333
NODE_A1976_length_694_cov_5.311183_BlackFly31	257438	98.3
NODE_A197_length_1324_cov_3.309543_BlackFly5	10988	40.5
NODE_A197_length_1367_cov_57.739535_BlackFly53	2603562	63.6
NODE_A197_length_2140_cov_13.999515_BlackFly23	2695350	79.5
NODE_A197_length_2428_cov_4.314760_BlackFly3	2894356	92.7
NODE_A197_length_2470_cov_3.984538_BlackFly16	469	98.52
NODE_A197_length_2556_cov_4.566761_BlackFly31	433	76.3666666666667
NODE_A19807_length_806_cov_5.481481_BlackFly34	10239	68.1
NODE_A1981_length_915_cov_1.618138_BlackFly36	2622719	94.9
NODE_A1983_length_967_cov_4.339326_BlackFly43	561879	99.7
NODE_A1984_length_914_cov_5.796894_BlackFly36	1	46.92
NODE_A1987_length_1140_cov_8.256820_BlackFly3	687329	91.6
NODE_A198_length_1048_cov_7.106076_BlackFly20	2689124	46.8
NODE_A198_length_1263_cov_6.150084_BlackFly18	3020468	40.3
NODE_A198_length_1431_cov_2.407681_BlackFly30	2731619	32.34
NODE_A198_length_1879_cov_765.825194_BlackFly36	2501035	79.4
NODE_A198_length_2194_cov_3.973547_BlackFly43	2661687	69.8
NODE_A198_length_2423_cov_3.499147_BlackFly3	2806549	90.1
NODE_A198_length_2555_cov_4.126715_BlackFly31	1	63.6304347826087
NODE_A1991_length_697_cov_4.372581_BlackFly16	2950858	88.1
NODE_A1993_length_604_cov_1.504744_BlackFly28	615	98.7333333333333
NODE_A1993_length_654_cov_3.339688_BlackFly_NC_Jara_1	28453	56.8
NODE_A1997_length_501_cov_1.516509_BlackFly48	543	97.776
NODE_A199_length_1045_cov_6.971074_BlackFly20	2838331	55.4
NODE_A199_length_1250_cov_3.724638_BlackFly35	122277	91.6
NODE_A199_length_1709_cov_4.348652_BlackFly52	38018	58.65
NODE_A199_length_1784_cov_25.721148_BlackFly32	2732396	61.3
NODE_A199_length_2551_cov_22099.823363_BlackFly31	2973079	72.8
NODE_A19_length_10165_cov_703.602795_BlackFly30	2219225	97
NODE_A19_length_12397_cov_54.561607_BlackFly16	1903409	96
NODE_A19_length_2455_cov_43.672414_BlackFly_NC_2_Jill	50717	31.9
NODE_A19_length_2902_cov_6.881416_BlackFly11	92521	30.7
NODE_A19_length_3113_cov_22.116601_BlackFly18	523909	50
NODE_A19_length_3430_cov_85.805846_BlackFly58	2485919	88.7
NODE_A19_length_3435_cov_52.119714_BlackFly25	1923734	35.3
NODE_A19_length_3865_cov_1441.467001_BlackFly45	2972877	26
NODE_A19_length_3908_cov_19.558862_BlackFly38	82803	37
NODE_A19_length_4510_cov_24.888789_BlackFly34	1035309	36.2
NODE_A19_length_4612_cov_1567.792062_BlackFly53	2737097	55.5
NODE_A19_length_5169_cov_708.666929_BlackFly21	2814398	55.2
NODE_A19_length_5608_cov_7.268306_BlackFly14	2067395	93.1
NODE_A19_length_5625_cov_12.130137_BlackFly5	469	79.025
NODE_A19_length_5662_cov_20.278782_BlackFly59	2648722	73.7
NODE_A19_length_6633_cov_12.289353_BlackFly9	2933664	96.2
NODE_A19_length_7533_cov_8.530714_BlackFly4	255519	97.3
NODE_A19_length_8130_cov_16.692537_BlackFly6	433	58.116
NODE_A19_length_9031_cov_9.132678_BlackFly15	570	69.0875
NODE_A19_length_9644_cov_11.532455_BlackFly29	430457	51.7
NODE_A1_length_10941_cov_33.802467_BlackFly17	2585031	29.2
NODE_A1_length_112056_cov_196.930424_BlackFly29	1469647	60
NODE_A1_length_145739_cov_4378.993224_BlackFly20	2842727	76.3
NODE_A1_length_14612_cov_10.249604_BlackFly35	91347	94.4666666666667
NODE_A1_length_147944_cov_50.530186_BlackFly28	2731619	74.075
NODE_A1_length_178860_cov_752.098662_BlackFly44	2163633	98.7
NODE_A1_length_18441_cov_19.368112_BlackFly13	37734	86.7
NODE_A1_length_2108_cov_10.651403_BlackFly_NC_Ludovica_2	2219224	84.3
NODE_A1_length_219545_cov_63.599691_BlackFly23	2006684	36.1
NODE_A1_length_222647_cov_103.919212_BlackFly5	1	36.27
NODE_A1_length_224481_cov_213.585814_BlackFly6	1	39.2
NODE_A1_length_26678_cov_24.740498_BlackFly33	1175662	76.9
NODE_A1_length_27304_cov_161.454255_BlackFly_NC_Jara_1	470	83.7
NODE_A1_length_282905_cov_503.825449_BlackFly3	2869570	71.4
NODE_A1_length_29594_cov_21.259613_BlackFly7	53335	93.8
NODE_A1_length_2980_cov_37.704788_BlackFly_NC_Jara_2	1922907	30.6
NODE_A1_length_3249_cov_6.722573_BlackFly_NC_Ludovica_1	196798	67.1
NODE_A1_length_39723_cov_66.817056_BlackFly34	1590	73.9
NODE_A1_length_40427_cov_73.817323_BlackFly11	2731648	52.4666666666667
NODE_A1_length_41066_cov_42.948132_BlackFly59	553	97.7
NODE_A1_length_43127_cov_149.744692_BlackFly52	2494702	99.6
NODE_A1_length_44824_cov_79.651530_BlackFly24	91347	98.5333333333333
NODE_A1_length_44850_cov_140.644540_BlackFly45	2067395	78.8
NODE_A1_length_45106_cov_132.311088_BlackFly46	69393	96
NODE_A1_length_45264_cov_100.506296_BlackFly58	549	98.2
NODE_A1_length_47617_cov_278.480059_BlackFly21	2605270	69.5
NODE_A1_length_48162_cov_113.376313_BlackFly38	33074	77.8
NODE_A1_length_48882_cov_60.588218_BlackFly53	231053	55.8
NODE_A1_length_49125_cov_2951.479122_BlackFly42	562	70.9
NODE_A1_length_49347_cov_9361.809316_BlackFly50	2851070	48.9
NODE_A1_length_50053_cov_162.623599_BlackFly14	2769258	97.2
NODE_A1_length_50135_cov_460.227376_BlackFly31	549	96.3
NODE_A1_length_51364_cov_115.426697_BlackFly39	470934	96.1
NODE_A1_length_53381_cov_13.647212_BlackFly48	2163633	96.5
NODE_A1_length_60093_cov_10932.194731_BlackFly30	2026102	76.6
NODE_A1_length_62752_cov_2246.284308_BlackFly43	2315217	48.7
NODE_A1_length_65944_cov_39.130976_BlackFly36	59823	78.9
NODE_A1_length_70234_cov_38.959747_BlackFly57	2591644	49.7
NODE_A1_length_74294_cov_202.265074_BlackFly12	38018	99.4
NODE_A1_length_74832_cov_2340.112916_BlackFly32	1236	45.6
NODE_A1_length_9828_cov_156.569377_BlackFly18	2881177	47.2
NODE_A2001_length_769_cov_8.442197_BlackFly38	571	92.4
NODE_A20022_length_804_cov_3.716644_BlackFly34	1913988	39.3
NODE_A2003_length_590_cov_1.955166_BlackFly52	593105	99.5
NODE_A2003_length_696_cov_3.281099_BlackFly16	2606937	66.7
NODE_A20044_length_570_cov_1.993915_BlackFly19	2630922	44.6333333333333
NODE_A20044_length_581_cov_2.509921_BlackFly3	53335	100
NODE_A2006_length_504_cov_1.491803_BlackFly44	53335	89.4666666666667
NODE_A200_length_1495_cov_2.636812_BlackFly21	1386	98.3
NODE_A200_length_1840_cov_6.819058_BlackFly15	939922	83.9
NODE_A200_length_2446_cov_14.165471_BlackFly16	1590	99.3
NODE_A20101_length_608_cov_3.096045_BlackFly23	559173	97.5
NODE_A2010_length_850_cov_1.538163_BlackFly29	1236	49.7
NODE_A2013_length_585_cov_3.399606_BlackFly53	2975239	75.1
NODE_A20177_length_660_cov_1.996569_BlackFly14	2067395	82.5
NODE_A2018_length_774_cov_6.275466_BlackFly_NC_2_Jill	2788787	54.0666666666667
NODE_A201_length_1305_cov_7.102606_BlackFly5	2006668	25.3
