	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A17850_length_606_cov_6.480151_BlackFly3	Viruses	Kitrinoviricota	Alsuviricetes	Hepelivirales	Hepeviridae	unclassified	Hepeviridae sp.
NODE_A17875_length_674_cov_2.247906_BlackFly27	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A178_length_1427_cov_3.773333_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage PhiPA3
NODE_A1798_length_635_cov_2.016129_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A179_length_2220_cov_9.749417_BlackFly23	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A179_length_2553_cov_4.742730_BlackFly3	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified	Army ant associated chapparvovirus 14
NODE_A17_length_17943_cov_28.067726_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Bucovirus	Bucovirus buco
NODE_A17_length_3343_cov_13.539498_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A17_length_3449_cov_435.283511_BlackFly25	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A17_length_3900_cov_120.656552_BlackFly45	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A17_length_44501_cov_534.169255_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Limelightvirus	Limelightvirus limelight
NODE_A17_length_4856_cov_5.648253_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 8
NODE_A17_length_6601_cov_465.593961_BlackFly42	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Penicillimonavirus	Penicillimonavirus epsilonplasmoparae
NODE_A1800_length_509_cov_2.009259_BlackFly6	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Diabrotica virgifera virgifera virus 2
NODE_A18010_length_605_cov_1.225379_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Enterobacter phage EC151
NODE_A18013_length_604_cov_6.772296_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A18049_length_588_cov_1.724070_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	Erwinia phage AH04
NODE_A1804_length_634_cov_2.511670_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A1804_length_687_cov_3.554098_BlackFly24	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Zeugodacus cucurbitae negev-like virus
NODE_A1807_length_741_cov_3.040663_BlackFly_NC_Ludovica_1	Viruses	Uroviricota	Caudoviricetes	unclassified	Casjensviridae	Newforgelanevirus	Pectobacterium phage MA11
NODE_A1808_length_727_cov_6.613846_BlackFly31	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1809_length_692_cov_2.130081_BlackFly42	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A1809_length_785_cov_4.176554_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Aeromonas phage CF8
NODE_A180_length_1137_cov_3.203774_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
NODE_A180_length_1505_cov_2.817927_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A180_length_1873_cov_31.849109_BlackFly29	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Penicillium digitatum polymycovirus 1
NODE_A180_length_2635_cov_51.354574_BlackFly31	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus neofusicocci
NODE_A1813_length_518_cov_3.621315_BlackFly44	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A18144_length_603_cov_2.300380_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A1815_length_508_cov_1.348028_BlackFly6	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Hortaea werneckii totivirus 1
NODE_A18176_length_670_cov_4.817875_BlackFly27	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A181_length_1223_cov_2.728621_BlackFly7	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A181_length_1420_cov_4.099032_BlackFly53	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Gammapartitivirus sp.
NODE_A181_length_1590_cov_4.140119_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	unclassified
NODE_A181_length_1870_cov_5.872839_BlackFly29	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A181_length_1965_cov_13.879767_BlackFly15	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A181_length_2214_cov_3.744502_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Rosemountvirus	Escherichia phage vB_EcoM_fHy-Eco03
NODE_A1821_length_608_cov_2.529190_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
NODE_A1823_length_566_cov_1.742331_BlackFly5	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Fijivirus	Fijivirus sp.
NODE_A18261_length_824_cov_3.878179_BlackFly34	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Xiaogan partiti-like virus 1
NODE_A1826_length_1011_cov_3.963597_BlackFly19	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A1826_length_722_cov_2.727132_BlackFly31	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1828_length_630_cov_1.462929_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	Erwinia phage AH04
NODE_A1829_length_601_cov_1.645038_BlackFly53	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified	Microviridae sp.
NODE_A182_length_1222_cov_6.257642_BlackFly7	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A182_length_1413_cov_3.574850_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Noxifervirus	Noxifervirus noxifer
NODE_A182_length_1591_cov_259.898283_BlackFly42	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Erysiphe necator associated partitivirus 10
NODE_A182_length_1665_cov_5.847607_BlackFly6	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus neofusicocci
NODE_A182_length_1970_cov_16.103011_BlackFly36	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A1830_length_646_cov_2.393673_BlackFly9	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Leptosphaeria biglobosa negative single-stranded RNA virus 4
NODE_A18320_length_585_cov_3.011811_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A1832_length_663_cov_5.435154_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1834_length_516_cov_1.334852_BlackFly44	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A183_length_1312_cov_4.575709_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A183_length_1477_cov_6.433571_BlackFly30	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A183_length_2538_cov_7.768387_BlackFly3	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Drosophila melanogaster nudivirus B
NODE_A183_length_2601_cov_7.879556_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A183_length_2621_cov_12.738601_BlackFly31	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A183_length_3651_cov_6.634024_BlackFly49	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A18409_length_822_cov_7.096644_BlackFly34	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Xiaogan partiti-like virus 1
NODE_A18411_length_520_cov_1.397291_BlackFly36	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A1841_length_712_cov_13.022047_BlackFly16	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Botryosphaeria dothidea partitivirus 3
NODE_A1842_length_506_cov_0.722611_BlackFly6	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A1849_length_1161_cov_3.285978_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A184_length_1123_cov_4.213193_BlackFly20	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A184_length_1175_cov_2.212204_BlackFly46	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Pestalotiopsis theae chrysovirus 1
NODE_A184_length_1776_cov_9.324897_BlackFly52	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 1
NODE_A184_length_2596_cov_7.535133_BlackFly16	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified	Parvoviridae sp.
NODE_A1850_length_781_cov_2.295455_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	Pseudomonas phage OBP
NODE_A1856_length_662_cov_1.261538_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A185_length_1399_cov_3.146747_BlackFly5	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Fijivirus	Oat sterile dwarf virus
NODE_A185_length_1501_cov_5.797753_BlackFly45	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Erysiphe necator associated polymycovirus 4
NODE_A18600_length_625_cov_1.498175_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1860_length_605_cov_7.221591_BlackFly_NC_3_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	Zobellviridae	unclassified	Podoviridae sp. ctbj_2
NODE_A18620_length_597_cov_3.169231_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A1862_length_598_cov_1.126679_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Xian Totiv tick virus 1
NODE_A1863_length_715_cov_2.755486_BlackFly31	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Jamesmcgillvirus	Pseudomonas phage vB_PaeP_TF17
NODE_A1864_length_503_cov_3.873239_BlackFly6	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1865_length_597_cov_2.513462_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 6
NODE_A1865_length_659_cov_3.276632_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Fipvunavirus	Fipvunavirus Fpv4
NODE_A186_length_1298_cov_4.385749_BlackFly35	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A186_length_1399_cov_1.971256_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Vibrio phage vB_VmeM-Yong XC31
NODE_A186_length_1413_cov_4.395210_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	Erwinia phage AH04
NODE_A1872_length_502_cov_1.948235_BlackFly6	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1876_length_686_cov_2.174056_BlackFly42	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus hispaniae
NODE_A1879_length_659_cov_2.498282_BlackFly21	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Fusarium redolens polymycovirus 1
NODE_A187_length_1297_cov_7.795082_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A187_length_1394_cov_11.202733_BlackFly5	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Cryspovirus	Saccharomyces cerevisiae cryspovirus 1
NODE_A187_length_1405_cov_4.161145_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Limelightvirus	Limelightvirus limelight
NODE_A187_length_1532_cov_3.476976_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	unclassified
NODE_A187_length_1577_cov_15.282000_BlackFly42	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 3
NODE_A1880_length_727_cov_5.784615_BlackFly41	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	unclassified
NODE_A1882_length_686_cov_0.981938_BlackFly42	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A1886_length_534_cov_2.564551_BlackFly35	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Setosphaeria turcica polymycovirus 1
NODE_A188_length_1169_cov_4.046703_BlackFly46	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Tonghua Totiv tick virus 1
NODE_A188_length_1295_cov_8.063218_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A188_length_2175_cov_16.614395_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	Drexlerviridae	Eclunavirus	unclassified
NODE_A188_length_2541_cov_5.651786_BlackFly16	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A18919_length_662_cov_3.964103_BlackFly27	Viruses	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	unclassified	Brassica caulorapa tombusvirus
NODE_A18960_length_674_cov_2.551089_BlackFly14	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Stenotrophomonas phage vB_SM_ytsc_ply2008005c
NODE_A189_length_1403_cov_4.297134_BlackFly53	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A18_length_15847_cov_29.006848_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Bucovirus	Bucovirus buco
NODE_A18_length_18447_cov_19.530376_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Demerecviridae	unclassified	Pantoea phage vB_PagS_AAS21
NODE_A18_length_3157_cov_48.466558_BlackFly11	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	unclassified	unclassified	Bercke-Baary Melophagus reo-like virus
NODE_A18_length_3809_cov_1661.444266_BlackFly7	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-3
NODE_A18_length_4642_cov_95.454984_BlackFly35	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Hortaea werneckii totivirus 1
NODE_A18_length_5685_cov_9.652996_BlackFly14	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Sclerotimonavirus	Sclerotimonavirus alphaplasmoparae
NODE_A18_length_5952_cov_17.926638_BlackFly39	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified	Ficedula parva densovirus
NODE_A18_length_5960_cov_2013.733469_BlackFly32	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A18_length_6943_cov_6.382173_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A1902_length_1153_cov_2.874535_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A1903_length_617_cov_1.253704_BlackFly28	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A19066_length_514_cov_2.473684_BlackFly36	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Tonghua Totiv tick virus 1
NODE_A1907_length_644_cov_19.084656_BlackFly_NC_Ludovica_2	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A190_length_1373_cov_5.582562_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Noxifervirus	Noxifervirus noxifer
NODE_A190_length_1522_cov_2.305882_BlackFly21	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Aspergillus ochraceous virus
NODE_A190_length_2304_cov_6.419847_BlackFly43	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A190_length_2584_cov_14.035501_BlackFly31	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Botrytis cinerea victorivirus 1
NODE_A1913_length_1356_cov_8.848319_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A1914_length_593_cov_3.032946_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	unclassified
NODE_A19160_length_591_cov_2.924125_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A1916_length_1150_cov_4.765144_BlackFly3	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Drosophila melanogaster nudivirus B
NODE_A1916_length_510_cov_4.697460_BlackFly44	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Lichen partiti-like RNA virus sp.
NODE_A1916_length_654_cov_4.863085_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Yersinia phage YerA41
NODE_A1917_length_1144_cov_3.244611_BlackFly23	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A1919_length_644_cov_3.319224_BlackFly_NC_Ludovica_2	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A191_length_1201_cov_3.032028_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Nigrospora sphaerica victorivirus 1
NODE_A191_length_2477_cov_18.597917_BlackFly3	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus pripenicillii
NODE_A191_length_2568_cov_18037.541951_BlackFly31	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Alternaviridae	Alternavirus	Fusarium avenaceum alternavirus 1
NODE_A1925_length_640_cov_1.976909_BlackFly9	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	unclassified	Phenacoccus solenopsis nudivirus
NODE_A1926_length_597_cov_1.932692_BlackFly52	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 8
NODE_A19276_length_590_cov_1.984405_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A19289_length_658_cov_8.843373_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A192_length_1291_cov_7.249588_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A192_length_2070_cov_3.951330_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A192_length_2545_cov_7.547002_BlackFly28	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A1931_length_509_cov_2.250000_BlackFly44	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Sanya Iflavirus 6
NODE_A19356_length_811_cov_4.006812_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	Zobellviridae	unclassified	Podoviridae sp. ctbj_2
NODE_A1935_length_583_cov_3.460474_BlackFly49	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Totiviridae sp.
NODE_A193_length_1154_cov_9.713092_BlackFly58	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	Sclerotinia nivalis victorivirus 1
NODE_A193_length_1344_cov_2.538279_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A193_length_1512_cov_2.019512_BlackFly21	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Ustilaginoidea virens partitivirus 5
NODE_A193_length_2467_cov_38.723013_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wheat associated vipovirus
NODE_A193_length_3555_cov_8.947096_BlackFly49	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Nipunavirus	unclassified
NODE_A19406_length_657_cov_4.324138_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1940_length_652_cov_2.485217_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A1942_length_595_cov_1.594595_BlackFly52	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	unclassified
NODE_A1951_length_749_cov_2.691964_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A1952_length_641_cov_12.797872_BlackFly_NC_Ludovica_2	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Polybotosvirus	Polybotosvirus Atuph07
NODE_A1952_length_707_cov_2.279365_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	unclassified
NODE_A1955_length_803_cov_2.707989_BlackFly47	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-3
NODE_A19563_length_587_cov_1.231373_BlackFly3	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Chrysovirus sp.
NODE_A1958_length_529_cov_4.836283_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A1958_length_656_cov_9.084629_BlackFly_NC_Jara_1	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Noxifervirus	Noxifervirus noxifer
NODE_A195_length_1056_cov_5.629213_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A195_length_1382_cov_4.891188_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated ssRNA virus 9
NODE_A195_length_2478_cov_13.037484_BlackFly16	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aspergillus lentulus non-segmented dsRNA virus 1
NODE_A195_length_2654_cov_3.487000_BlackFly57	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A1963_length_650_cov_6.605585_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1963_length_679_cov_3.607973_BlackFly42	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A1963_length_771_cov_2.804035_BlackFly57	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A19657_length_573_cov_2.254032_BlackFly19	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Mute swan feces associated gemycircularvirus 1
NODE_A1965_length_507_cov_0.890698_BlackFly44	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1966_length_969_cov_3.519058_BlackFly43	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Nigrospora sphaerica partitivirus 1
NODE_A1968_length_589_cov_2.111328_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Beauveria bassiana chrysovirus 2
NODE_A1969_length_695_cov_21.419094_BlackFly31	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	unclassified
NODE_A196_length_1116_cov_2.216554_BlackFly4	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A196_length_1379_cov_17.768049_BlackFly53	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Penicillum brevicompactum polymycovirus 1
NODE_A196_length_775_cov_2.481375_BlackFly13	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A19700_length_650_cov_3.933682_BlackFly39	Viruses	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	unclassified	Alternaria dianthicola umbra-like virus 2
NODE_A19724_length_612_cov_3.278505_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Lietduovirus	Lietduovirus LIET2
NODE_A1972_length_649_cov_2.508741_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A1973_length_607_cov_1.049057_BlackFly28	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A19746_length_585_cov_1.334646_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
