seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NODE_A12645_length_742_cov_5.854135_BlackFly27	742	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
NODE_A544_length_887_cov_4.270370_BlackFly6	887	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
NODE_A46_length_2543_cov_28.626521_BlackFly22	2543	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_B2_length_42934_cov_282.662669_BlackFly27	42934	No terminal repeats	NA	67	11	0.9996	0.0004	19	64.1573	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A35_length_5984_cov_696.748773_BlackFly29	5984	No terminal repeats	NA	10	11	0.9996	0.0004	2	11.4256	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A30_length_4483_cov_9.009759_BlackFly32	4483	No terminal repeats	NA	9	11	0.9996	0.0004	0	3.9624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A156_length_2774_cov_5.181683_BlackFly3	2774	No terminal repeats	NA	5	11	0.9996	0.0004	2	7.2732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A83_length_3264_cov_59.004079_BlackFly36	3264	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A56_length_2877_cov_9.107500_BlackFly21	2877	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_B33_length_3080_cov_20.261072_BlackFly31	3080	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A3061_length_1019_cov_2.516985_BlackFly23	1019	No terminal repeats	NA	3	11	0.9996	0.0004	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A435_length_935_cov_11.208625_BlackFly53	935	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A42_length_5285_cov_5.798579_BlackFly15	5285	No terminal repeats	NA	6	11	0.9996	0.0004	4	8.3311	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A420_length_718_cov_2.497660_BlackFly4	718	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A2336_length_924_cov_2.504132_BlackFly43	924	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales
NODE_A2174_length_663_cov_2.952218_BlackFly46	663	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A96_length_2335_cov_3.550930_BlackFly42	2335	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A126_length_1918_cov_9.357958_BlackFly48	1918	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota
NODE_A126_length_3112_cov_384.993740_BlackFly3	3112	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A25_length_2815_cov_6.733382_BlackFly18	2815	No terminal repeats	NA	4	11	0.9996	0.0004	2	4.8872	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A125_length_3466_cov_5.845087_BlackFly16	3466	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales
NODE_A673_length_1471_cov_3.645624_BlackFly23	1471	No terminal repeats	NA	2	11	0.9996	0.0004	2	2.7892	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A50_length_2436_cov_4.694786_BlackFly9	2436	No terminal repeats	NA	3	11	0.9996	0.0004	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A181_length_1965_cov_13.879767_BlackFly15	1965	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A595_length_876_cov_1.479349_BlackFly21	876	No terminal repeats	NA	3	11	0.9996	0.0004	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A275_length_1104_cov_2.467381_BlackFly22	1104	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A521_length_933_cov_1.328271_BlackFly42	933	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria
NODE_A122_length_1432_cov_3.388930_BlackFly22	1432	No terminal repeats	NA	2	11	0.9996	0.0004	2	3.4366	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae
NODE_A43_length_2402_cov_21.489462_BlackFly46	2402	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria
NODE_A67_length_3118_cov_3.385400_BlackFly42	3118	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A154_length_1764_cov_2.612330_BlackFly21	1764	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A1_length_65944_cov_39.130976_BlackFly36	65944	No terminal repeats	NA	88	11	0.9996	0.0004	6	71.1055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A513_length_770_cov_2.497835_BlackFly44	770	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
NODE_A4081_length_659_cov_1.764605_BlackFly57	659	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales
NODE_A115_length_1356_cov_5.275215_BlackFly58	1356	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
NODE_A5055_length_529_cov_2.185841_BlackFly_NC_Jara_1	529	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.5118	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A11_length_25860_cov_57.800489_BlackFly16	25860	No terminal repeats	NA	37	11	0.9996	0.0004	22	46.4131	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A34_length_6165_cov_30.489488_BlackFly15	6165	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales
NODE_A4_length_45591_cov_409.493518_BlackFly6	45591	DTR	NA	69	11	0.9996	0.0004	10	70.0171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A4_length_40213_cov_313.906692_BlackFly32	40213	DTR	NA	55	11	0.9996	0.0004	8	56.7270	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A69_length_3288_cov_21.030209_BlackFly29	3288	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A1598_length_625_cov_8.863139_BlackFly_NC_3_Jill	625	No terminal repeats	NA	2	11	0.9996	0.0004	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A655_length_563_cov_1.773663_BlackFly20	563	No terminal repeats	NA	2	11	0.9996	0.0004	1	3.0345	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A294_length_2563_cov_3.939662_BlackFly49	2563	No terminal repeats	NA	5	11	0.9996	0.0004	1	5.4799	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A60_length_3425_cov_43.181302_BlackFly32	3425	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A27_length_5028_cov_440.835791_BlackFly42	5028	No terminal repeats	NA	2	11	0.9996	0.0004	2	3.4366	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae
NODE_A251_length_1964_cov_10.579756_BlackFly23	1964	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria
NODE_A161_length_2786_cov_5.789959_BlackFly31	2786	No terminal repeats	NA	2	11	0.9996	0.0004	1	3.4366	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae
NODE_A6868_length_1044_cov_4.401241_BlackFly34	1044	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A6_length_6835_cov_17.503255_BlackFly24	6835	No terminal repeats	NA	8	11	0.9996	0.0004	6	8.9800	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A5671_length_873_cov_7.407035_BlackFly3	873	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A310_length_1751_cov_2.432497_BlackFly16	1751	No terminal repeats	NA	2	11	0.9996	0.0004	2	2.9394	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Drexlerviridae
NODE_A23377_length_546_cov_1.466951_BlackFly3	546	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales
NODE_A284_length_1195_cov_13.027728_BlackFly38	1195	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota
NODE_A136_length_2443_cov_53.423077_BlackFly15	2443	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A551_length_1128_cov_1.686965_BlackFly16	1128	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A189_length_2762_cov_3.589944_BlackFly57	2762	No terminal repeats	NA	5	4	0.9996	0.0004	3	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A2276_length_549_cov_15.199153_BlackFly49	549	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
NODE_A891_length_1106_cov_6.399417_BlackFly31	1106	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A2_length_74175_cov_91.163513_BlackFly12	74175	No terminal repeats	NA	108	11	0.9996	0.0004	13	60.9748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A50_length_3522_cov_10.012772_BlackFly6	3522	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A702_length_1103_cov_3.643275_BlackFly28	1103	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria
NODE_A29_length_9410_cov_24.058181_BlackFly16	9410	No terminal repeats	NA	14	11	0.9996	0.0004	1	9.2230	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A14_length_9781_cov_9.188376_BlackFly52	9781	No terminal repeats	NA	7	11	0.9996	0.0004	5	7.2597	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A174_length_2304_cov_15.471037_BlackFly23	2304	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A51_length_3364_cov_8.721631_BlackFly6	3364	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A157_length_2047_cov_22.635025_BlackFly32	2047	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A1_length_62752_cov_2246.284308_BlackFly43	62752	No terminal repeats	NA	82	11	0.9996	0.0004	12	48.8981	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A126_length_3625_cov_12.420519_BlackFly28	3625	No terminal repeats	NA	8	11	0.9996	0.0004	2	7.3207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Straboviridae
NODE_A13006_length_516_cov_1.100228_BlackFly38	516	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales
NODE_A13_length_5271_cov_17.848672_BlackFly34	5271	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A278_length_1914_cov_3.685901_BlackFly16	1914	No terminal repeats	NA	4	11	0.9996	0.0004	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A230_length_1280_cov_3.500416_BlackFly53	1280	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A374_length_1101_cov_4.079102_BlackFly6	1101	No terminal repeats	NA	1	4	0.9996	0.0004	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A68_length_2037_cov_8.489796_BlackFly46	2037	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Ellioviricetes;Bunyavirales
NODE_A136_length_3020_cov_133.409446_BlackFly3	3020	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A1_length_29594_cov_21.259613_BlackFly7	29594	No terminal repeats	NA	40	11	0.9996	0.0004	8	37.5931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A3_length_14006_cov_17.173666_BlackFly14	14006	No terminal repeats	NA	16	11	0.9996	0.0004	11	18.6115	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A301_length_1109_cov_4.142442_BlackFly53	1109	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A294_length_1691_cov_5.843866_BlackFly57	1691	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria
NODE_A134_length_3329_cov_36.353936_BlackFly16	3329	No terminal repeats	NA	4	11	0.9996	0.0004	0	4.0909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A205_length_1692_cov_27.300929_BlackFly52	1692	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota
NODE_A121_length_3130_cov_5.069440_BlackFly31	3130	No terminal repeats	NA	5	11	0.9996	0.0004	3	8.0673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1278_length_660_cov_4.656947_BlackFly53	660	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
NODE_A1019_length_733_cov_3.684451_BlackFly52	733	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A23_length_14998_cov_26.705449_BlackFly28	14998	No terminal repeats	NA	13	11	0.9996	0.0004	2	16.0677	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1_length_74832_cov_2340.112916_BlackFly32	74832	DTR	NA	90	11	0.9996	0.0004	8	35.8743	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A44_length_2103_cov_9.482231_BlackFly25	2103	No terminal repeats	NA	4	11	0.9996	0.0004	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A16_length_9048_cov_8.987850_BlackFly31	9048	No terminal repeats	NA	13	11	0.9996	0.0004	3	15.1072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1329_length_654_cov_2.745234_BlackFly53	654	No terminal repeats	NA	3	11	0.9996	0.0004	1	3.4366	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
NODE_A2169_length_582_cov_1.463366_BlackFly28	582	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A2_length_40812_cov_563.332932_BlackFly53	40812	No terminal repeats	NA	65	11	0.9996	0.0004	19	74.4675	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A8_length_33584_cov_56.615453_BlackFly28	33584	No terminal repeats	NA	43	11	0.9996	0.0004	18	50.0757	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A462_length_1142_cov_2.045070_BlackFly59	1142	No terminal repeats	NA	3	11	0.9996	0.0004	2	4.8620	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A58_length_4426_cov_2.314785_BlackFly15	4426	No terminal repeats	NA	5	11	0.9996	0.0004	1	4.2326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae
NODE_A4945_length_904_cov_3.929867_BlackFly3	904	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Magsaviricetes;Nodamuvirales
NODE_A35_length_4165_cov_12.240949_BlackFly20	4165	No terminal repeats	NA	4	11	0.9996	0.0004	2	2.7696	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A117_length_2416_cov_6.511757_BlackFly52	2416	No terminal repeats	NA	3	11	0.9996	0.0004	1	5.0209	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A162_length_2180_cov_5.914883_BlackFly19	2180	No terminal repeats	NA	3	11	0.9996	0.0004	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A2260_length_1105_cov_3.868677_BlackFly3	1105	No terminal repeats	NA	4	11	0.9996	0.0004	1	4.8804	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A4_length_22144_cov_150.482077_BlackFly53	22144	No terminal repeats	NA	32	11	0.9996	0.0004	3	12.6576	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A21_length_3554_cov_110.759563_BlackFly22	3554	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A104_length_2751_cov_10.632386_BlackFly52	2751	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A38_length_3992_cov_14.223244_BlackFly32	3992	No terminal repeats	NA	10	11	0.9996	0.0004	1	10.9964	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A1145_length_955_cov_4.018223_BlackFly31	955	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
NODE_A1862_length_598_cov_1.126679_BlackFly53	598	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A5732_length_533_cov_1.447368_BlackFly16	533	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Unclassified
NODE_A318_length_1166_cov_3.053260_BlackFly48	1166	No terminal repeats	NA	3	11	0.9996	0.0004	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A147_length_3172_cov_34.091115_BlackFly28	3172	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A571_length_908_cov_2.367028_BlackFly42	908	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A12414_length_909_cov_3.770433_BlackFly34	909	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
NODE_A76_length_2576_cov_2.741897_BlackFly5	2576	No terminal repeats	NA	3	11	0.9996	0.0004	0	3.4366	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae
NODE_A368_length_1538_cov_4.238193_BlackFly12	1538	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A54_length_3459_cov_40.194559_BlackFly30	3459	No terminal repeats	NA	5	11	0.9996	0.0004	2	4.9547	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_B159_length_651_cov_1.381533_BlackFly53	651	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales
NODE_A2687_length_514_cov_1.384439_BlackFly5	514	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A945_length_1087_cov_2.289109_BlackFly36	1087	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria
NODE_A34_length_3892_cov_6.349672_BlackFly9	3892	No terminal repeats	NA	8	11	0.9996	0.0004	4	9.2339	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A14_length_7764_cov_21.338624_BlackFly39	7764	No terminal repeats	NA	9	11	0.9996	0.0004	3	10.8491	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A13023_length_736_cov_5.402124_BlackFly27	736	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria
NODE_A371_length_1789_cov_8.683411_BlackFly14	1789	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales
NODE_A8_length_37552_cov_111.767178_BlackFly30	37552	DTR	NA	53	11	0.9996	0.0004	7	42.9382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A595_length_1246_cov_6.939264_BlackFly28	1246	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A65_length_2603_cov_17.936659_BlackFly21	2603	No terminal repeats	NA	1	11	0.9996	0.0004	0	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
NODE_A1294_length_679_cov_1.593023_BlackFly52	679	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A240_length_1250_cov_3.129582_BlackFly53	1250	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A142_length_1783_cov_8.525205_BlackFly48	1783	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A4_length_12404_cov_730.807901_BlackFly44	12404	No terminal repeats	NA	6	11	0.9996	0.0004	2	3.4366	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae
NODE_A113_length_2870_cov_5.901182_BlackFly15	2870	No terminal repeats	NA	4	11	0.9996	0.0004	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A310_length_1963_cov_3.546129_BlackFly31	1963	No terminal repeats	NA	2	11	0.9996	0.0004	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A78_length_2751_cov_3.887435_BlackFly42	2751	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A842_length_500_cov_1.139480_BlackFly4	500	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A2_length_54256_cov_79.607911_BlackFly3	54256	No terminal repeats	NA	62	11	0.9996	0.0004	16	56.3330	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NODE_A502_length_930_cov_1.621336_BlackFly6	930	No terminal repeats	NA	1	11	0.9996	0.0004	1	1.7183	Viruses;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales
NODE_A3_length_14605_cov_15.717924_BlackFly20	14605	No terminal repeats	NA	27	11	0.9996	0.0004	4	21.0358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
