Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
QDW80893,Aphis citricidus bunyavirus,set:8ae7e451c2a76508aa0fc7226f61e9546eeb1309,MN163034,,"Zhang,W., Wu,T., Guo,M., Chang,T., Yang,L., Tan,Y., Ye,C., Niu,J., Wang,J.J., Wang,J.-j.",2019-08-06,,Aphis citricidus bunyavirus,,Phenuiviridae,RNA,2180,GenBank,,L,1,RNA-dependent RNA polymerase,China,China,,Aphis citricidus,,2018-05,,,RNA-dependent RNA polymerase [Aphis citricidus bunyavirus]
QDW80894,Aphis citricidus bunyavirus,set:8ae7e451c2a76508aa0fc7226f61e9546eeb1309,MN163035,,"Zhang,W., Wu,T., Guo,M., Chang,T., Yang,L., Tan,Y., Ye,C., Niu,J., Wang,J.J., Wang,J.-j.",2019-08-06,,Aphis citricidus bunyavirus,,Phenuiviridae,RNA,1003,GenBank,,M,1,hypothetical protein,China,China,,Aphis citricidus,,2018-05,,,hypothetical protein [Aphis citricidus bunyavirus]
QDW80895,Aphis citricidus bunyavirus,set:8ae7e451c2a76508aa0fc7226f61e9546eeb1309,MN163036,,"Zhang,W., Wu,T., Guo,M., Chang,T., Yang,L., Tan,Y., Ye,C., Niu,J., Wang,J.J., Wang,J.-j.",2019-08-06,,Aphis citricidus bunyavirus,,Phenuiviridae,RNA,279,GenBank,,S,1,hypothetical protein,China,China,,Aphis citricidus,,2018-05,,,hypothetical protein [Aphis citricidus bunyavirus]
QDF82060,Dar es Salaam virus TZ-189,set:81982db8d88cb68fb2c10ab148b99ad54c66e092,MN062090,,"Laubscher,F., Cordey,S., Hartley,M.-A., Vieille,G., Boillat-Blanco,N., Samaka,J., Mlaganile,T., d'Acremont,V., Kaiser,L.",2019-07-02,TZ-189,Tanzavirus daressalaamense,Tanzavirus,Phenuiviridae,RNA,2144,GenBank,,L,,RNA-dependent RNA polymerase,Tanzania,Tanzania,,Homo sapiens,blood,2014,,,RNA-dependent RNA polymerase [Dar es Salaam virus TZ-189]
QDF82061,Dar es Salaam virus TZ-189,set:81982db8d88cb68fb2c10ab148b99ad54c66e092,MN062091,,"Laubscher,F., Cordey,S., Hartley,M.-A., Vieille,G., Boillat-Blanco,N., Samaka,J., Mlaganile,T., d'Acremont,V., Kaiser,L.",2019-07-02,TZ-189,Tanzavirus daressalaamense,Tanzavirus,Phenuiviridae,RNA,1179,GenBank,,M,,glycoprotein,Tanzania,Tanzania,,Homo sapiens,blood,2014,,,glycoprotein [Dar es Salaam virus TZ-189]
QDF82062,Dar es Salaam virus TZ-189,set:81982db8d88cb68fb2c10ab148b99ad54c66e092,MN062092,,"Laubscher,F., Cordey,S., Hartley,M.-A., Vieille,G., Boillat-Blanco,N., Samaka,J., Mlaganile,T., d'Acremont,V., Kaiser,L.",2019-07-02,TZ-189,Tanzavirus daressalaamense,Tanzavirus,Phenuiviridae,RNA,255,GenBank,,S,,nucleocapsid,Tanzania,Tanzania,,Homo sapiens,blood,2014,,,nucleocapsid [Dar es Salaam virus TZ-189]
BBI93118,Lentinula edodes negative-strand RNA virus 2,set:e3659d864b3a89d81a655db933cfe1eee69829f8,LC466008,,"Lin,Y.H., Fujita,M., Chiba,S., Hyodo,K., Andika,I.B., Suzuki,N., Kondo,H.",2019-05-25,,Lentinuvirus lentinulae,Lentinuvirus,Phenuiviridae,RNA,2309,GenBank,,RNA1,1,large protein,Japan:Hyogo,Japan,,Lentinula edodes,,2013,,,large protein [Lentinula edodes negative-strand RNA virus 2]
BBI93119,Lentinula edodes negative-strand RNA virus 2,set:e3659d864b3a89d81a655db933cfe1eee69829f8,LC466009,,"Lin,Y.H., Fujita,M., Chiba,S., Hyodo,K., Andika,I.B., Suzuki,N., Kondo,H.",2019-05-25,,Lentinuvirus lentinulae,Lentinuvirus,Phenuiviridae,RNA,423,GenBank,,RNA2,1,ORF2a protein,Japan:Hyogo,Japan,,Lentinula edodes,,2013,,,ORF2a protein [Lentinula edodes negative-strand RNA virus 2]
BBI93120,Lentinula edodes negative-strand RNA virus 2,set:e3659d864b3a89d81a655db933cfe1eee69829f8,LC466009,,"Lin,Y.H., Fujita,M., Chiba,S., Hyodo,K., Andika,I.B., Suzuki,N., Kondo,H.",2019-05-25,,Lentinuvirus lentinulae,Lentinuvirus,Phenuiviridae,RNA,318,GenBank,,RNA2,1,ORF2b protein,Japan:Hyogo,Japan,,Lentinula edodes,,2013,,,ORF2b protein [Lentinula edodes negative-strand RNA virus 2]
QCI62731,Cacao virus,set:58a22bfc79b1c4bbe85900da95f9e06d987cc615,MK330756,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,VP-437R,Phlebovirus cacaoense,Phlebovirus,Phenuiviridae,ssRNA(+/-),2090,GenBank,,L,,RNA-dependent RNA polymerase,Panama: El Aguacate,Panama,,Nyssomyia trapidoi,,1970-12-04,,,RNA-dependent RNA polymerase [Cacao virus]
QCI62732,Cacao virus,set:58a22bfc79b1c4bbe85900da95f9e06d987cc615,MK330757,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,VP-437R,Phlebovirus cacaoense,Phlebovirus,Phenuiviridae,ssRNA(+/-),1309,GenBank,,M,,Glycoprotein precursor,Panama: El Aguacate,Panama,,Nyssomyia trapidoi,,1970-12-04,,,Glycoprotein precursor [Cacao virus]
QCI62733,Cacao virus,set:58a22bfc79b1c4bbe85900da95f9e06d987cc615,MK330758,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,VP-437R,Phlebovirus cacaoense,Phlebovirus,Phenuiviridae,ssRNA(+/-),246,GenBank,,S,,nucleoprotein,Panama: El Aguacate,Panama,,Nyssomyia trapidoi,,1970-12-04,,,nucleoprotein [Cacao virus]
QCI62734,Cacao virus,set:58a22bfc79b1c4bbe85900da95f9e06d987cc615,MK330758,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,VP-437R,Phlebovirus cacaoense,Phlebovirus,Phenuiviridae,ssRNA(+/-),266,GenBank,,S,,NSs,Panama: El Aguacate,Panama,,Nyssomyia trapidoi,,1970-12-04,,,NSs [Cacao virus]
QCI62741,Frijoles virus,set:b4bbdaee0fc30b30d43a4258f3fe5ff6f6359045,MK330765,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,VP-161A,Frijoles phlebovirus,Phlebovirus,Phenuiviridae,ssRNA(+/-),2083,GenBank,,L,,RNA-dependent RNA polymerase,Panama: Canal Zone,Panama,,Lutzomyia,,1969-11-24,,,RNA-dependent RNA polymerase [Frijoles virus]
QCI62742,Frijoles virus,set:b4bbdaee0fc30b30d43a4258f3fe5ff6f6359045,MK330766,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,VP-161A,Frijoles phlebovirus,Phlebovirus,Phenuiviridae,ssRNA(+/-),1366,GenBank,,M,,Glycoprotein precursor,Panama: Canal Zone,Panama,,Lutzomyia,,1969-11-24,,,Glycoprotein precursor [Frijoles virus]
QCI62743,Frijoles virus,set:b4bbdaee0fc30b30d43a4258f3fe5ff6f6359045,MK330767,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,VP-161A,Frijoles phlebovirus,Phlebovirus,Phenuiviridae,ssRNA(+/-),245,GenBank,,S,,nucleoprotein,Panama: Canal Zone,Panama,,Lutzomyia,,1969-11-24,,,nucleoprotein [Frijoles virus]
QCI62744,Frijoles virus,set:b4bbdaee0fc30b30d43a4258f3fe5ff6f6359045,MK330767,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,VP-161A,Frijoles phlebovirus,Phlebovirus,Phenuiviridae,ssRNA(+/-),267,GenBank,,S,,NSs,Panama: Canal Zone,Panama,,Lutzomyia,,1969-11-24,,,NSs [Frijoles virus]
QCI62745,Icoaraci virus,set:19acd4db268858b73ab4b3c9fa4254917e981a29,MK330768,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,BeAn24262,Phlebovirus icoaraciense,Phlebovirus,Phenuiviridae,ssRNA(+/-),2084,GenBank,,L,,RNA-dependent RNA polymerase,Brazil,Brazil,,Rodentia,,1960-10,,,RNA-dependent RNA polymerase [Icoaraci virus]
QCI62746,Icoaraci virus,set:19acd4db268858b73ab4b3c9fa4254917e981a29,MK330769,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,BeAn24262,Phlebovirus icoaraciense,Phlebovirus,Phenuiviridae,ssRNA(+/-),1354,GenBank,,M,,Glycoprotein precursor,Brazil,Brazil,,Rodentia,,1960-10,,,Glycoprotein precursor [Icoaraci virus]
QCI62747,Icoaraci virus,set:19acd4db268858b73ab4b3c9fa4254917e981a29,MK330770,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,BeAn24262,Phlebovirus icoaraciense,Phlebovirus,Phenuiviridae,ssRNA(+/-),245,GenBank,,S,,nucleoprotein,Brazil,Brazil,,Rodentia,,1960-10,,,nucleoprotein [Icoaraci virus]
QCI62748,Icoaraci virus,set:19acd4db268858b73ab4b3c9fa4254917e981a29,MK330770,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,BeAn24262,Phlebovirus icoaraciense,Phlebovirus,Phenuiviridae,ssRNA(+/-),275,GenBank,,S,,NSs,Brazil,Brazil,,Rodentia,,1960-10,,,NSs [Icoaraci virus]
QCI62749,Itaporanga virus,set:524702138897ca8749f191a2df6fd5700436b5ec,MK330771,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,original,Phlebovirus itaporangaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),2094,GenBank,,L,,RNA-dependent RNA polymerase,Brazil: Itaporanga,Brazil,,Mus,,1962-04-03,,,RNA-dependent RNA polymerase [Itaporanga virus]
QCI62750,Itaporanga virus,set:524702138897ca8749f191a2df6fd5700436b5ec,MK330772,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,original,Phlebovirus itaporangaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),1266,GenBank,,M,,Glycoprotein precursor,Brazil: Itaporanga,Brazil,,Mus,,1962-04-03,,,Glycoprotein precursor [Itaporanga virus]
QCI62751,Itaporanga virus,set:524702138897ca8749f191a2df6fd5700436b5ec,MK330773,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,original,Phlebovirus itaporangaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),244,GenBank,,S,,nucleoprotein,Brazil: Itaporanga,Brazil,,Mus,,1962-04-03,,,nucleoprotein [Itaporanga virus]
QCI62752,Itaporanga virus,set:524702138897ca8749f191a2df6fd5700436b5ec,MK330773,,"Hughes,H.R., Russell,B.J., Lambert,A.J.",2019-05-08,original,Phlebovirus itaporangaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),286,GenBank,,S,,NSs,Brazil: Itaporanga,Brazil,,Mus,,1962-04-03,,,NSs [Itaporanga virus]
QCF40768,Entoleuca phenui-like virus 1,set:dc33062fc59ef4b42fa8efdfe922510afdd1e7e4,MK140653,,"Velasco,L., Arjona-Girona,I., Cretazzo,E., Lopez-Herrera,C.",2019-04-30,EnPV1-115-5,Entovirus entoleucae,Entovirus,Phenuiviridae,RNA,352,GenBank,,RNA2,1,coat protein,Spain,Spain,,Entoleuca sp.,,2010-03-11,,,coat protein [Entoleuca phenui-like virus 1]
QCF40769,Entoleuca phenui-like virus 1,set:dc33062fc59ef4b42fa8efdfe922510afdd1e7e4,MK140653,,"Velasco,L., Arjona-Girona,I., Cretazzo,E., Lopez-Herrera,C.",2019-04-30,EnPV1-115-5,Entovirus entoleucae,Entovirus,Phenuiviridae,RNA,406,GenBank,,RNA2,1,movement protein,Spain,Spain,,Entoleuca sp.,,2010-03-11,,,movement protein [Entoleuca phenui-like virus 1]
AYC35223,Ntepes virus,set:103ec4ab36198ad53ad98fb759b2636895c4f29a,MF695810,,"Tchouassi,D.P., Marklewitz,M., Chepkorir,E., Zirkel,F., Agha,S.B., Tigoi,C.C., Koskei,E., Drosten,C., Borgemeister,C., Torto,B., Junglen,S., Sang,R.",2019-04-15,,Phlebovirus ntepesense,Phlebovirus,Phenuiviridae,ssRNA(+/-),1429,GenBank,,M,1,glycoprotein precursor,Kenya,Kenya,,Sergentomyia,,2014,,,glycoprotein precursor [Ntepes virus]
AYC35224,Ntepes virus,set:103ec4ab36198ad53ad98fb759b2636895c4f29a,MF695811,,"Tchouassi,D.P., Marklewitz,M., Chepkorir,E., Zirkel,F., Agha,S.B., Tigoi,C.C., Koskei,E., Drosten,C., Borgemeister,C., Torto,B., Junglen,S., Sang,R.",2019-04-15,,Phlebovirus ntepesense,Phlebovirus,Phenuiviridae,ssRNA(+/-),266,GenBank,,S,1,nucleocapsid,Kenya,Kenya,,Sergentomyia,,2014,,,nucleocapsid [Ntepes virus]
AYC35225,Ntepes virus,set:103ec4ab36198ad53ad98fb759b2636895c4f29a,MF695811,,"Tchouassi,D.P., Marklewitz,M., Chepkorir,E., Zirkel,F., Agha,S.B., Tigoi,C.C., Koskei,E., Drosten,C., Borgemeister,C., Torto,B., Junglen,S., Sang,R.",2019-04-15,,Phlebovirus ntepesense,Phlebovirus,Phenuiviridae,ssRNA(+/-),241,GenBank,,S,1,nonstructural protein S,Kenya,Kenya,,Sergentomyia,,2014,,,nonstructural protein S [Ntepes virus]
AYC35226,Ntepes virus,set:103ec4ab36198ad53ad98fb759b2636895c4f29a,MF695812,,"Tchouassi,D.P., Marklewitz,M., Chepkorir,E., Zirkel,F., Agha,S.B., Tigoi,C.C., Koskei,E., Drosten,C., Borgemeister,C., Torto,B., Junglen,S., Sang,R.",2019-04-15,,Phlebovirus ntepesense,Phlebovirus,Phenuiviridae,ssRNA(+/-),2102,GenBank,,L,1,RNA-dependent RNA polymerase,Kenya,Kenya,,Sergentomyia,,2014,,,RNA-dependent RNA polymerase [Ntepes virus]
QBQ01748,La Gloria virus,set:4af9571635b927385b688501f4fd1f964ed1abd0,MK524332,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus gloriaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),2096,GenBank,,L,,RNA-dependent RNA polymerase,Panama,Panama,,Psychodopygus panamensis,,2014,,,RNA-dependent RNA polymerase [La Gloria virus]
QBQ01749,La Gloria virus,set:4af9571635b927385b688501f4fd1f964ed1abd0,MK524333,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus gloriaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),1372,GenBank,,M,,glycoprotein precursor,Panama,Panama,,Psychodopygus panamensis,,2014,,,glycoprotein precursor [La Gloria virus]
QBQ01750,La Gloria virus,set:4af9571635b927385b688501f4fd1f964ed1abd0,MK524334,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus gloriaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),257,GenBank,,S,,nonstructural protein,Panama,Panama,,Psychodopygus panamensis,,2014,,,nonstructural protein [La Gloria virus]
QBQ01751,La Gloria virus,set:4af9571635b927385b688501f4fd1f964ed1abd0,MK524334,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus gloriaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),245,GenBank,,S,,nucleocapsid,Panama,Panama,,Psychodopygus panamensis,,2014,,,nucleocapsid [La Gloria virus]
QBQ01754,Mona Grita virus,set:71e7a1aa536debd93a4e820ede2d4d954e208265,MK524337,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus monagritaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),2083,GenBank,,L,,RNA-dependent RNA polymerase,Panama,Panama,,Nyssomyia trapidoi,,2014,,,RNA-dependent RNA polymerase [Mona Grita virus]
QBQ01755,Mona Grita virus,set:71e7a1aa536debd93a4e820ede2d4d954e208265,MK524338,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus monagritaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),1352,GenBank,,M,,glycoprotein precursor,Panama,Panama,,Nyssomyia trapidoi,,2014,,,glycoprotein precursor [Mona Grita virus]
QBQ01756,Mona Grita virus,set:71e7a1aa536debd93a4e820ede2d4d954e208265,MK524339,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus monagritaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),267,GenBank,,S,,nonstructural protein,Panama,Panama,,Nyssomyia trapidoi,,2014,,,nonstructural protein [Mona Grita virus]
QBQ01757,Mona Grita virus,set:71e7a1aa536debd93a4e820ede2d4d954e208265,MK524339,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus monagritaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),245,GenBank,,S,,nucleocapsid,Panama,Panama,,Nyssomyia trapidoi,,2014,,,nucleocapsid [Mona Grita virus]
QBQ01759,Pena Blanca virus,set:cc118054c91bfd7ab2cddf67cfda54dcb63d6297,MK524341,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus penablancaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),2091,GenBank,,L,,RNA-dependent RNA polymerase,Panama,Panama,,Psychodopygus panamensis,,2014,,,RNA-dependent RNA polymerase [Pena Blanca virus]
QBQ01760,Pena Blanca virus,set:cc118054c91bfd7ab2cddf67cfda54dcb63d6297,MK524342,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus penablancaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),1425,GenBank,,M,,glycoprotein precursor,Panama,Panama,,Psychodopygus panamensis,,2014,,,glycoprotein precursor [Pena Blanca virus]
QBQ01761,Pena Blanca virus,set:cc118054c91bfd7ab2cddf67cfda54dcb63d6297,MK524343,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus penablancaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),262,GenBank,,S,,nonstructural protein,Panama,Panama,,Psychodopygus panamensis,,2014,,,nonstructural protein [Pena Blanca virus]
QBQ01762,Pena Blanca virus,set:cc118054c91bfd7ab2cddf67cfda54dcb63d6297,MK524343,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus penablancaense,Phlebovirus,Phenuiviridae,ssRNA(+/-),246,GenBank,,S,,nucleocapsid,Panama,Panama,,Psychodopygus panamensis,,2014,,,nucleocapsid [Pena Blanca virus]
QBQ01764,Tico phlebovirus,set:fe80939868f0f847c9e8644089bd77c026416d84,MK524345,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus ticoense,Phlebovirus,Phenuiviridae,ssRNA(+/-),2101,GenBank,,L,,RNA-dependent RNA polymerase,Panama,Panama,,Lutzomyia,,2013,,,RNA-dependent RNA polymerase [Tico phlebovirus]
QBQ01765,Tico phlebovirus,set:fe80939868f0f847c9e8644089bd77c026416d84,MK524346,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus ticoense,Phlebovirus,Phenuiviridae,ssRNA(+/-),1381,GenBank,,M,,glycoprotein precursor,Panama,Panama,,Lutzomyia,,2013,,,glycoprotein precursor [Tico phlebovirus]
QBQ01766,Tico phlebovirus,set:fe80939868f0f847c9e8644089bd77c026416d84,MK524347,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus ticoense,Phlebovirus,Phenuiviridae,ssRNA(+/-),273,GenBank,,S,,nonstructural protein,Panama,Panama,,Lutzomyia,,2013,,,nonstructural protein [Tico phlebovirus]
QBQ01767,Tico phlebovirus,set:fe80939868f0f847c9e8644089bd77c026416d84,MK524347,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus ticoense,Phlebovirus,Phenuiviridae,ssRNA(+/-),245,GenBank,,S,,nucleocapsid,Panama,Panama,,Lutzomyia,,2013,,,nucleocapsid [Tico phlebovirus]
QBQ01768,Tres Almendras virus,set:7c1d8b143c7048e67d28836c9b2851d47ed70643,MK524348,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus almendrasense,Phlebovirus,Phenuiviridae,ssRNA(+/-),2088,GenBank,,L,,RNA-dependent RNA polymerase,Panama,Panama,,Psychodopygus panamensis,,2013,,,RNA-dependent RNA polymerase [Tres Almendras virus]
QBQ01769,Tres Almendras virus,set:7c1d8b143c7048e67d28836c9b2851d47ed70643,MK524349,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus almendrasense,Phlebovirus,Phenuiviridae,ssRNA(+/-),1330,GenBank,,M,,glycoprotein precursor,Panama,Panama,,Psychodopygus panamensis,,2013,,,glycoprotein precursor [Tres Almendras virus]
QBQ01770,Tres Almendras virus,set:7c1d8b143c7048e67d28836c9b2851d47ed70643,MK524350,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus almendrasense,Phlebovirus,Phenuiviridae,ssRNA(+/-),269,GenBank,,S,,nonstructural protein,Panama,Panama,,Psychodopygus panamensis,,2013,,,nonstructural protein [Tres Almendras virus]
QBQ01771,Tres Almendras virus,set:7c1d8b143c7048e67d28836c9b2851d47ed70643,MK524350,,"Marklewitz,M., Dutari,L.C., Paraskevopoulou,S., Page,R.A., Loaiza,J.R., Junglen,S.",2019-03-30,,Phlebovirus almendrasense,Phlebovirus,Phenuiviridae,ssRNA(+/-),244,GenBank,,S,,nucleocapsid,Panama,Panama,,Psychodopygus panamensis,,2013,,,nucleocapsid [Tres Almendras virus]
AYN78568,Citrus virus A,set:082331975acaab1cf1d729b024802f891d2228ea,MG764565,,"Navarro,B., Zicca,S., Minutolo,M., Saponari,M., Alioto,D., Di Serio,F.",2018-10-30,W4,Coguvirus eburi,Coguvirus,Phenuiviridae,ssRNA(+/-),2184,GenBank,,RNA1,1,RNA-dependent RNA polymerase,Italy,Italy,,Citrus sinensis,,,,,RNA-dependent RNA polymerase [Citrus virus A]
AYN78569,Citrus virus A,set:082331975acaab1cf1d729b024802f891d2228ea,MG764566,,"Navarro,B., Zicca,S., Minutolo,M., Saponari,M., Alioto,D., Di Serio,F.",2018-10-30,W4,Coguvirus eburi,Coguvirus,Phenuiviridae,ssRNA(+/-),395,GenBank,,RNA2,1,movement protein,Italy,Italy,,Citrus sinensis,,,,,movement protein [Citrus virus A]
AYN78570,Citrus virus A,set:082331975acaab1cf1d729b024802f891d2228ea,MG764566,,"Navarro,B., Zicca,S., Minutolo,M., Saponari,M., Alioto,D., Di Serio,F.",2018-10-30,W4,Coguvirus eburi,Coguvirus,Phenuiviridae,ssRNA(+/-),370,GenBank,,RNA2,1,nucleocapsid,Italy,Italy,,Citrus sinensis,,,,,nucleocapsid [Citrus virus A]
AYL40766,Melon chlorotic spot virus,set:abd207441f3ba6aa72f82dd2d06815c9dccece90,MH817469,,"Lecoq,H., Wipf-Scheibel,C., Verdin,E., Desbiez,C.",2018-10-22,E11-018,Mechlorovirus cucumeris,Mechlorovirus,Phenuiviridae,RNA,2943,GenBank,,RNA1,1,RdRp,France,France,,Cucurbitaceae,,2011,,,RdRp [Melon chlorotic spot virus]
AYL40767,Melon chlorotic spot virus,set:abd207441f3ba6aa72f82dd2d06815c9dccece90,MH817470,,"Lecoq,H., Wipf-Scheibel,C., Verdin,E., Desbiez,C.",2018-10-22,E11-018,Mechlorovirus cucumeris,Mechlorovirus,Phenuiviridae,RNA,373,GenBank,,RNA2,1,hypothetical protein,France,France,,Cucurbitaceae,,2011,,,hypothetical protein [Melon chlorotic spot virus]
AYL40768,Melon chlorotic spot virus,set:abd207441f3ba6aa72f82dd2d06815c9dccece90,MH817470,,"Lecoq,H., Wipf-Scheibel,C., Verdin,E., Desbiez,C.",2018-10-22,E11-018,Mechlorovirus cucumeris,Mechlorovirus,Phenuiviridae,RNA,196,GenBank,,RNA2,1,hypothetical protein,France,France,,Cucurbitaceae,,2011,,,hypothetical protein [Melon chlorotic spot virus]
AYL40769,Melon chlorotic spot virus,set:abd207441f3ba6aa72f82dd2d06815c9dccece90,MH817471,,"Lecoq,H., Wipf-Scheibel,C., Verdin,E., Desbiez,C.",2018-10-22,E11-018,Mechlorovirus cucumeris,Mechlorovirus,Phenuiviridae,RNA,195,GenBank,,RNA3,1,hypothetical protein,France,France,,Cucurbitaceae,,2011,,,hypothetical protein [Melon chlorotic spot virus]
AYL40770,Melon chlorotic spot virus,set:abd207441f3ba6aa72f82dd2d06815c9dccece90,MH817471,,"Lecoq,H., Wipf-Scheibel,C., Verdin,E., Desbiez,C.",2018-10-22,E11-018,Mechlorovirus cucumeris,Mechlorovirus,Phenuiviridae,RNA,235,GenBank,,RNA3,1,hypothetical protein,France,France,,Cucurbitaceae,,2011,,,hypothetical protein [Melon chlorotic spot virus]
AYL40771,Melon chlorotic spot virus,set:abd207441f3ba6aa72f82dd2d06815c9dccece90,MH817472,,"Lecoq,H., Wipf-Scheibel,C., Verdin,E., Desbiez,C.",2018-10-22,E11-018,Mechlorovirus cucumeris,Mechlorovirus,Phenuiviridae,RNA,305,GenBank,,RNA4,1,nucleocapsid,France,France,,Cucurbitaceae,,2011,,,nucleocapsid [Melon chlorotic spot virus]
AYL40772,Melon chlorotic spot virus,set:abd207441f3ba6aa72f82dd2d06815c9dccece90,MH817473,,"Lecoq,H., Wipf-Scheibel,C., Verdin,E., Desbiez,C.",2018-10-22,E11-018,Mechlorovirus cucumeris,Mechlorovirus,Phenuiviridae,RNA,210,GenBank,,RNA5,1,hypothetical protein,France,France,,Cucurbitaceae,,2011,,,hypothetical protein [Melon chlorotic spot virus]
AYL40773,Melon chlorotic spot virus,set:abd207441f3ba6aa72f82dd2d06815c9dccece90,MH817473,,"Lecoq,H., Wipf-Scheibel,C., Verdin,E., Desbiez,C.",2018-10-22,E11-018,Mechlorovirus cucumeris,Mechlorovirus,Phenuiviridae,RNA,114,GenBank,,RNA5,1,hypothetical protein,France,France,,Cucurbitaceae,,2011,,,hypothetical protein [Melon chlorotic spot virus]
