Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
QPL15369,Hymenopteran orthomyxo-related virus OKIAV171,,MW288220,SRR1503006,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-12-09,OKIAV171,Hymenopteran orthomyxo-related virus OKIAV171,,Orthomyxoviridae,ssRNA(-),778,GenBank,,2,1,polymerase PB1,Honduras: Department Olancho Municipio Orica Batideros,Honduras,,Pelecinus polyturator,,2012-08-10,SAMN02870370,PRJNA252202,"polymerase PB1, partial [Hymenopteran orthomyxo-related virus OKIAV171]"
QPL15381,Hymenopteran orthomyxo-related virus OKIAV174,,MW288228,SRR1502921,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-12-09,OKIAV174,Hymenopteran orthomyxo-related virus OKIAV174,,Orthomyxoviridae,ssRNA(-),799,GenBank,,2,1,polymerase PB1,"Germany: Hessen, Darmstadt",Germany,,Tremex magus,,2013-06-07,SAMN02870431,PRJNA252117,polymerase PB1 [Hymenopteran orthomyxo-related virus OKIAV174]
QOQ34668,Thogotovirus dhoriense,,MT628417,,"Fuchs,J., Lamkiewicz,K., Hoelzer,M., Marz,M., Kochs,G.",2020-10-28,,Thogotovirus dhoriense,Thogotovirus,Orthomyxoviridae,ssRNA(-),716,GenBank,,2,,PB1 protein,,,,,,,,,PB1 protein [Thogotovirus dhoriense]
QOE76794,Ornate chorus frog influenza-like virus,,MT926372,,"Parry,R., Wille,M., Turnbull,O.M.H., Geoghegan,J.L., Holmes,E.C., Parry,R.H.",2020-10-06,,Ornate chorus frog influenza-like virus,,Orthomyxoviridae,ssRNA(-),766,GenBank,,,1,polymerase basic 1,China,China,,Microhyla fissipes,lung,2016,,,polymerase basic 1 [Ornate chorus frog influenza-like virus]
QOE76801,Siamese algae-eater influenza-like virus,,MT926379,,"Parry,R., Wille,M., Turnbull,O.M.H., Geoghegan,J.L., Holmes,E.C., Parry,R.H.",2020-10-06,,Siamese algae-eater influenza-like virus,,Orthomyxoviridae,ssRNA(-),757,GenBank,,,1,polymerase basic 1,China,China,,,,2017,,,polymerase basic 1 [Siamese algae-eater influenza-like virus]
QOE76809,Salamander influenza-like virus,,MT926387,,"Parry,R., Wille,M., Turnbull,O.M.H., Geoghegan,J.L., Holmes,E.C., Parry,R.H.",2020-10-06,,Salamander influenza-like virus,,Orthomyxoviridae,ssRNA(-),749,GenBank,,,1,polymerase basic 1,USA,USA,,,spinal cord,2017,,,polymerase basic 1 [Salamander influenza-like virus]
QOE76818,Cane toad influenza-like virus,,MT926395,,"Parry,R., Wille,M., Turnbull,O.M.H., Geoghegan,J.L., Holmes,E.C., Parry,R.H.",2020-10-06,,Cane toad influenza-like virus,,Orthomyxoviridae,ssRNA(-),754,GenBank,,,1,polymerase basic 1,Australia,Australia,,,,2015-03,,,polymerase basic 1 [Cane toad influenza-like virus]
QOE76825,Chum salmon influenza-like virus,,MT926402,,"Parry,R., Wille,M., Turnbull,O.M.H., Geoghegan,J.L., Holmes,E.C., Parry,R.H.",2020-10-06,,Chum salmon influenza-like virus,,Orthomyxoviridae,ssRNA(-),750,GenBank,,,1,polymerase basic 1,South Korea,South Korea,,,gill,2018,,,polymerase basic 1 [Chum salmon influenza-like virus]
QMP82112,Hymenopteran orthomyxo-related virus OKIAV173,,MT153296,SRR1503048,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV173,Hymenopteran orthomyxo-related virus OKIAV173,,Orthomyxoviridae,ssRNA(-),807,GenBank,,2,1,polymerase PB1,"Germany: North Rhine-Westphalia, Bonn Kottenforst",Germany,,Cephus spinipes,,2012-05-31,SAMN02870232,PRJNA252244,"polymerase PB1, partial [Hymenopteran orthomyxo-related virus OKIAV173]"
QMP82147,Hemipteran orthomyxo-related virus OKIAV183,,MT153375,SRR921658,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV183,Hemipteran orthomyxo-related virus OKIAV183,,Orthomyxoviridae,ssRNA(-),799,GenBank,,2,1,polymerase PB1,"New Zealand: South Island Westland District, Lake Matheson",New Zealand,,Xenophysella greensladeae,,2011-09-20,SAMN02047181,PRJNA219618,"polymerase PB1, partial [Hemipteran orthomyxo-related virus OKIAV183]"
QMP82168,Coleopteran orthomyxo-related virus OKIAV200,,MT153392,SRR2083679,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV200,Coleopteran orthomyxo-related virus OKIAV200,,Orthomyxoviridae,ssRNA(-),807,GenBank,,2,1,polymerase PB1,"Germany: Rhineland-Palatinate, Cochem-Cell - Brohl",Germany,,Ips typographus,,2012-05-13,SAMN03799583,PRJNA286539,"polymerase PB1, partial [Coleopteran orthomyxo-related virus OKIAV200]"
QMP82195,Coleopteran orthomyxo-related virus OKIAV158,,MT153412,SRR2083728,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV158,Coleopteran orthomyxo-related virus OKIAV158,,Orthomyxoviridae,ssRNA(-),815,GenBank,,2,1,polymerase PB1,"USA: Tennessee, Tipton County",USA,TN,Sitophilus zeamais,,2013-06-01,SAMN03799632,PRJNA286588,"polymerase PB1, partial [Coleopteran orthomyxo-related virus OKIAV158]"
QMP82202,Hemipteran orthomyxo-related virus OKIAV191,,MT153419,SRR921561,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV191,Hemipteran orthomyxo-related virus OKIAV191,,Orthomyxoviridae,ssRNA(-),730,GenBank,,2,1,polymerase PB1,"Germany: North Rhine-Westphalia, Rhein-Sieg-Kreis Donrath Agger",Germany,,Acanthosoma haemorrhoidale,,2011-05-17,SAMN02047154,PRJNA219520,"polymerase PB1, partial [Hemipteran orthomyxo-related virus OKIAV191]"
QMP82204,Phasmatodean orthomyxo-related virus OKIAV167,,MT153421,SRR921632,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV167,Phasmatodean orthomyxo-related virus OKIAV167,,Orthomyxoviridae,ssRNA(-),796,GenBank,,2,1,polymerase PB1,"Germany: North Rhine-Westphalia, Duesseldorf Aquazoo Duesseldorf",Germany,,Peruphasma schultei,,2011-09-15,SAMN02047114,PRJNA219592,"polymerase PB1, partial [Phasmatodean orthomyxo-related virus OKIAV167]"
QMP82206,Coleopteran orthomyxo-related virus OKIAV185,,MT153425,SRR2083664,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV185,Coleopteran orthomyxo-related virus OKIAV185,,Orthomyxoviridae,ssRNA(-),413,GenBank,,2,1,polymerase PB1,"South Africa: Western Cape, Vrolijkheid Nature Reserve",South Africa,,Glaresis,,2013-12-09,SAMN03799568,PRJNA286524,polymerase PB1 [Coleopteran orthomyxo-related virus OKIAV185]
QMP82229,Dipteran orthomyxo-related virus OKIAV195,,MT153448,SRR1695306,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV195,Dipteran orthomyxo-related virus OKIAV195,,Orthomyxoviridae,ssRNA(-),789,GenBank,,2,1,polymerase PB1,"USA: New Mexico Grant County, Silver City Gomez Park",USA,,Cuterebra austeni,,2013-05-27,SAMN03223095,PRJNA267933,polymerase PB1 [Dipteran orthomyxo-related virus OKIAV195]
QMP82233,Coleopteran orthomyxo-related virus OKIAV186,,MT153452,SRR2083656,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV186,Coleopteran orthomyxo-related virus OKIAV186,,Orthomyxoviridae,ssRNA(-),724,GenBank,,2,1,polymerase PB1,"USA: New Jersey, Sussex County - Stokes State Forest",USA,NJ,Dineutus,,2011-05-05,SAMN03799560,PRJNA286516,"polymerase PB1, partial [Coleopteran orthomyxo-related virus OKIAV186]"
QMP82248,Phasmatodean orthomyxo-related virus OKIAV172,,MT153463,SRR2230626,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV172,Phasmatodean orthomyxo-related virus OKIAV172,,Orthomyxoviridae,ssRNA(-),797,GenBank,,2,1,polymerase PB1,Madagascar,Madagascar,,Spathomorpha lancettifer,,2013-04-24,SAMN04005241,PRJNA286455,polymerase PB1 [Phasmatodean orthomyxo-related virus OKIAV172]
QMP82268,Coleopteran orthomyxo-related virus OKIAV196,,MT153475,SRR2083679,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV196,Coleopteran orthomyxo-related virus OKIAV196,,Orthomyxoviridae,ssRNA(-),543,GenBank,,2,1,polymerase PB1,"Germany: Rhineland-Palatinate, Cochem-Cell - Brohl",Germany,,Ips typographus,,2012-05-13,SAMN03799583,PRJNA286539,"polymerase PB1, partial [Coleopteran orthomyxo-related virus OKIAV196]"
QMP82272,Dipteran orthomyxo-related virus OKIAV193,,MT153481,SRR921653,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV193,Dipteran orthomyxo-related virus OKIAV193,,Orthomyxoviridae,ssRNA(-),792,GenBank,,2,1,polymerase PB1,"Germany: Thuringia, Jena",Germany,,Trichocera saltator,,2011-11-14,SAMN02047162,PRJNA219613,"polymerase PB1, partial [Dipteran orthomyxo-related virus OKIAV193]"
QMP82285,Siphonapteran orthomyxo-related virus OKIAV157,,MT153496,SRR921577,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV157,Siphonapteran orthomyxo-related virus OKIAV157,,Orthomyxoviridae,ssRNA(-),813,GenBank,,2,1,polymerase PB1,"Germany: Hamburg, Altona Sternschanzenpark",Germany,,Ceratophyllus gallinae,,2011-08-09,SAMN02047116,PRJNA219536,"polymerase PB1, partial [Siphonapteran orthomyxo-related virus OKIAV157]"
QMP82331,Coleopteran orthomyxo-related virus OKIAV184,,MT153531,SRR2083624,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV184,Coleopteran orthomyxo-related virus OKIAV184,,Orthomyxoviridae,ssRNA(-),722,GenBank,,2,1,polymerase PB1,"Germany: North Rhine-Westphalia, Bonn Kottenforst",Germany,,Anoplotrupes stercorosus,,2014-03-28,SAMN03799528,PRJNA286483,"polymerase PB1, partial [Coleopteran orthomyxo-related virus OKIAV184]"
QMP82338,Coleopteran orthomyxo-related virus OKIAV179,,MT153534,SRR2083652,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV179,Coleopteran orthomyxo-related virus OKIAV179,,Orthomyxoviridae,ssRNA(-),805,GenBank,,2,1,polymerase PB1,"Germany: Lower Saxony, Luechow-Dannenberg - Hoehbeck - Pevestorf",Germany,,Cybister lateralimarginalis,,2011-08-27,SAMN03799556,PRJNA286512,polymerase PB1 [Coleopteran orthomyxo-related virus OKIAV179]
QMP82339,Coleopteran orthomyxo-related virus OKIAV168,,MT153535,SRR2083692,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV168,Coleopteran orthomyxo-related virus OKIAV168,,Orthomyxoviridae,ssRNA(-),185,GenBank,,2,1,polymerase PB1,"Australia: Queensland, Cape Tribulation",Australia,,Melittomma,,2012-12-08,SAMN03799596,PRJNA286552,"polymerase PB1, partial [Coleopteran orthomyxo-related virus OKIAV168]"
QMP82344,Blattodean orthomyxo-related virus OKIAV181,,MT153541,SRR921587,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV181,Blattodean orthomyxo-related virus OKIAV181,,Orthomyxoviridae,ssRNA(-),807,GenBank,,2,1,polymerase PB1,USA: Oregon,USA,OR,Cryptocercus wrighti,,2012-02-01,SAMN02047199,PRJNA219546,"polymerase PB1, partial [Blattodean orthomyxo-related virus OKIAV181]"
QMP82355,Dermapteran orthomyxo-related virus OKIAV170,,MT153548,SRR921598,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV170,Dermapteran orthomyxo-related virus OKIAV170,,Orthomyxoviridae,ssRNA(-),802,GenBank,,2,1,polymerase PB1,"Germany: North Rhine-Westphalia, Bonn Poppelsdorf Kreuzbergallee",Germany,,Forficula auricularia,,2011-06-07,SAMN02047143,PRJNA219558,polymerase PB1 [Dermapteran orthomyxo-related virus OKIAV170]
QMP82362,Hemipteran orthomyxo-related virus OKIAV182,,MT153551,SRR921622,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV182,Hemipteran orthomyxo-related virus OKIAV182,,Orthomyxoviridae,ssRNA(-),807,GenBank,,2,1,polymerase PB1,Germany,Germany,,Nilaparvata lugens,,2011-10-01,SAMN02047185,PRJNA219582,"polymerase PB1, partial [Hemipteran orthomyxo-related virus OKIAV182]"
QMP82367,Zygentoman orthomyxo-related virus OKIAV204,,MT153558,SRR921568,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV204,Zygentoman orthomyxo-related virus OKIAV204,,Orthomyxoviridae,ssRNA(-),819,GenBank,,2,1,polymerase PB1,Austria: Vienna,Austria,,Atelura formicaria,,2011,SAMN02047107,PRJNA219527,polymerase PB1 [Zygentoman orthomyxo-related virus OKIAV204]
QMP82388,Lepidopteran orthomyxo-related virus OKIAV1731,,MT153423,SRR1695411,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV1731,Lepidopteran orthomyxo-related virus OKIAV1731,,Orthomyxoviridae,ssRNA(-),811,GenBank,,2,1,polymerase PB1,"Austria: Lower Austria, Moedling Guntramsdorf Eichkogel",Austria,,Amata phegea,,2011-06-02,SAMN03247514,PRJNA267859,"polymerase PB1, partial [Lepidopteran orthomyxo-related virus OKIAV1731]"
QMP82402,Lepidopteran orthomyxo-related virus OKIAV178,,MT153484,SRR1695423,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV178,Lepidopteran orthomyxo-related virus OKIAV178,,Orthomyxoviridae,ssRNA(-),811,GenBank,,2,1,polymerase PB1,"Germany: Lower Saxony, Luechow-Dannenberg - Hoehbeck - Pevestorf - Elbauenstation",Germany,,Crambus,,2012-08-11,SAMN03247527,PRJNA267872,"polymerase PB1, partial [Lepidopteran orthomyxo-related virus OKIAV178]"
QMP82403,Hemipteran orthomyxo-related virus OKIAV188,,MT153485,SRR921560,"Kafer,S., Paraskevopoulou,S., Zirkel,F., Wieseke,N., Donath,A., Petersen,M., Jones,T.C., Liu,S., Zhou,X., Middendorf,M., Junglen,S., Misof,B., Drosten,C.",2020-08-03,OKIAV188,Hemipteran orthomyxo-related virus OKIAV188,,Orthomyxoviridae,ssRNA(-),811,GenBank,,2,1,polymerase PB1,"Australia: South Australia, Kangaroo Island Sedden Conservation Park",Australia,,Acanthocasuarina muellerianae,,2012-02-09,SAMN02047100,PRJNA219519,"polymerase PB1, partial [Hemipteran orthomyxo-related virus OKIAV188]"
QKK82920,Uumaja virus,,MN830237,,"Pettersson,J.H., Ellstrom,P., Ling,J., Nilsson,I., Bergstrom,S., Gonzalez-Acuna,D., Olsen,B., Holmes,E.C., Pettersson,J.H.O.",2020-06-14,OTU7.IU19,Uumaja virus,,Orthomyxoviridae,ssRNA(-),778,GenBank,,,1,PB1,Sweden,Sweden,,Ixodes uriae,,2017,,,PB1 [Uumaja virus]
QKK82921,Neke harbour virus,,MN830238,,"Pettersson,J.H., Ellstrom,P., Ling,J., Nilsson,I., Bergstrom,S., Gonzalez-Acuna,D., Olsen,B., Holmes,E.C., Pettersson,J.H.O.",2020-06-14,OTU27.IU10,Neke harbour virus,,Orthomyxoviridae,ssRNA(-),717,GenBank,,,1,PB1,Antarctica,Antarctica,,Ixodes uriae,,2018,,,PB1 [Neke harbour virus]
QJQ28660,Pilchard orthomyxovirus,set:432d9dcdd10dfb94ebb5af033b41de42dca4df5c,MN241384,,"Mohr,P.G., Crane,M.S.J., Hoad,J., Williams,L.M., Cummins,D., Neave,M.J., Shiell,B., Beddome,G., Michalski,W.P., Peck,G.R., Samsing,F., Wynne,J.W., Crameri,S.G., Hyatt,A.D., Moody,N.J.G.",2020-05-11,POMV13-03672,Sardinovirus pilchardi,Sardinovirus,Orthomyxoviridae,ssRNA(-),706,GenBank,,2,1,putative basic polymerase 1,"Australia: Nubeena, Southern Tasmania",Australia,,,,2013,,,putative basic polymerase 1 [Pilchard orthomyxovirus]
QIJ70033,Splett orthomyxo-like virus,set:1709a6ca3281a5d70eb1e77a9a63cffa6e9487c7,MT129719,,"Mahar,J.E., Shi,M., Hall,R.N., Strive,T., Holmes,E.C.",2020-03-12,,Splett orthomyxo-like virus,,Orthomyxoviridae,ssRNA(-),789,GenBank,,,,PB1,Australia,Australia,,Calliphora augur,,2016-12-21,,,PB1 [Splett orthomyxo-like virus]
QFQ60710,Mason Creek virus,set:dc02c05d852fc4867ce9f2421561bf196b42f8bd,MK037473,,"Tesh,R.B., Guzman,H., Nunes,M.R.T., Contreras-Gutierrez,M.A., Renya,M., Popov,V.L., Travassos,A.P.A., Souza,W.Marciel., da Silva,S.Patroca., Widen,S., Wood,T., Vela,J., Salvato,V., Bueno,R., Vasilakis,N.",2019-10-31,mcrv-1,Mason Creek virus,,Peribunyaviridae,ssRNA(-),782,GenBank,,2,,PB1,USA,USA,,Cyanocitta cristata,,2011-07-27,,,PB1 [Mason Creek virus]
QFR36189,Thailand tick thogotovirus,set:0a64d9907d941c37ea232f406f269f6167069c60,MN095540,,"Temmam,S., Chretien,D., Bigot,T., Dufour,E., Petres,S., Desquesnes,M., Devillers,E., Dumarest,M., Yousfi,L., Jittapalapong,S., Karnchanabanthoeng,A., Chaisiri,K., Gagnieur,L., Cosson,J.-F., Vayssier-Taussat,M., Morand,S., Moutailler,S., Eloit,M.",2019-10-27,THOV/Boophilus sp./Thailand,Thogotovirus thailandense,Thogotovirus,Orthomyxoviridae,ssRNA(-),559,GenBank,,PB1,,polymerase sub-unit PB1,Thailand,Thailand,,Boophilus,,2012-11,,,polymerase sub-unit PB1 [Thailand tick thogotovirus]
QEM39320,Guadeloupe mosquito quaranja-like virus 3,set:9c792e509804e66112e240f82c4dc482d6624f97,MN053836,,"Shi,C., Beller,L., Deboutte,W., Yinda,K.C., Delang,L., Vega-Rua,A., Failloux,A.B., Matthijnssens,J.",2019-09-10,,Guadeloupe mosquito quaranja-like virus 3,Quaranjavirus,Orthomyxoviridae,ssRNA(-),783,GenBank,,,1,PB1,Guadeloupe,Guadeloupe,,Aedes sp.,,2017,,,PB1 [Guadeloupe mosquito quaranja-like virus 3]
QEM39321,Guadeloupe mosquito quaranja-like virus 2,set:ae49c42a0b761cdcf0b2aaf9fc6d9c238fb1fe34,MN053837,,"Shi,C., Beller,L., Deboutte,W., Yinda,K.C., Delang,L., Vega-Rua,A., Failloux,A.B., Matthijnssens,J.",2019-09-10,,Guadeloupe mosquito quaranja-like virus 2,Quaranjavirus,Orthomyxoviridae,ssRNA(-),409,GenBank,,,1,PB1,Guadeloupe,Guadeloupe,,Aedes sp.,,2017,,,"PB1, partial [Guadeloupe mosquito quaranja-like virus 2]"
QEM39322,Guadeloupe mosquito quaranja-like virus 1,set:a7b07ecf884bed94bd6aeba3b38e71684790105d,MN053838,,"Shi,C., Beller,L., Deboutte,W., Yinda,K.C., Delang,L., Vega-Rua,A., Failloux,A.B., Matthijnssens,J.",2019-09-10,,Guadeloupe mosquito quaranja-like virus 1,Quaranjavirus,Orthomyxoviridae,ssRNA(-),671,GenBank,,,1,PB1,Guadeloupe,Guadeloupe,,Aedes aegypti,,2016,,,PB1 [Guadeloupe mosquito quaranja-like virus 1]
QED21504,Lestrade virus,set:e86e07505963cc8eb38d181e2464b3d2a89b7dba,MN167480,,"Harvey,E., Rose,K., Eden,J.S., Lawrence,A., Doggett,S.L., Holmes,E.C., Eden,J.-S., Doggett,S.",2019-08-17,,Lestrade virus,,Orthomyxoviridae,ssRNA(-),803,GenBank,,2,1,PB1,Australia,Australia,,Pygiopsylla,,2017,,,PB1 [Lestrade virus]
QDK54862,Longchuan virus,set:070df195eacf0042ee80b3e8c556abf8b8ba9ebd,MK227173,,"Wu,D., Tan,Q., Li,B., Liu,Z., Zhang,X., Zhang,H.",2019-07-16,GD13036,Longchuan virus,,Orthomyxoviridae,ssRNA(-),783,GenBank,,,,PB1,China,China,,Culex quinquefasciatus,pooled insects,2013-06-28,,,PB1 [Longchuan virus]
QAY29268,Bombus-associated virus Orth1,set:MH614314,MH614314,,"Pascall,D.J., Tinsley,M.C., Obbard,D.J., Wilfert,L.",2019-02-06,,Bombus-associated virus Orth1,,Orthomyxoviridae,ssRNA(-),477,GenBank,,,,putative PB1,United Kingdom: Scotland,United Kingdom,,Bombus sp.,,2011,,,"putative PB1, partial [Bombus-associated virus Orth1]"
AYP67573,Old quarry swamp virus,set:MK026596,MK026596,,"Harvey,E., Rose,K., Eden,J.-S., Lo,N., Abeyasuriya,T., Shi,M., Doggett,S.L., Holmes,E.C.",2018-11-06,,Old quarry swamp virus,,,RNA,802,GenBank,,2,,PB1,Australia,Australia,,Ixodes holocyclus,,2017,,,PB1 [Old quarry swamp virus]
ASR92124,Araguari virus,set:dcd7f922b1cc7a95142e1b92c805808d3739626a,KX670390,,"Silva,E.V.P., Silva,S.P., Travassos da Rosa,A.P.A., Tesh,R.B., Cruz,A.C.R., Vasconcelos,P.F.C., Nunes,M.R.T.",2018-08-08,SAARB-24-Jan-1995,Quaranjavirus araguariense,Quaranjavirus,Orthomyxoviridae,ssRNA(-),774,GenBank,,,,polymerase PB1,Brazil,Brazil,,Philander opossum,,1969-09,,,polymerase PB1 [Araguari virus]
AWU49720,Zambezi tick virus 1,set:dce8d62842e4b3ed93465996ddaeade51e4b0bd8,MH267793,,"Cholleti,H., Hayer,J., Mulandane,F.C., Falk,K., Fafetine,J., Berg,M., Blomstrom,A.L., Blomstrom,A.-L.",2018-06-19,MZ2014-Zv,Zambezi tick virus 1,Quaranjavirus,Orthomyxoviridae,ssRNA(-),748,GenBank,,,1,polymerase basic protein 1,Mozambique,Mozambique,,Rhipicephalus,,2014-10,,,"polymerase basic protein 1, partial [Zambezi tick virus 1]"
AVR52567,Photinus pyralis orthomyxo-like virus 1,set:5dc5600dde201112d6817f498ae5a83a269766ef,MG972988,,"Fallon,T.R., Lower,S.E., Chang,C.H., Bessho-Uehara,M., Martin,G.J., Bewick,A.J., Behringer,M., Debat,H.J., Wong,I., Day,J.C., Suvorov,A., Silva,C.J., Stanger-Hall,K.F., Hall,D.W., Schmitz,R.J., Nelson,D.R., Lewis,S.M., Shigenobu,S., Bybee,S.M., Larracuente,A.M., Oba,Y., Weng,J.K., Sander Lower,S.E., Weng,J.-K.",2018-04-03,NJ1,Photinus pyralis orthomyxo-like virus 1,,Orthomyxoviridae,ssRNA(-),801,GenBank,,,1,PB1,USA,USA,,Photinus pyralis,,2016,,,PB1 [Photinus pyralis orthomyxo-like virus 1]
AVR52572,Photinus pyralis orthomyxo-like virus 2,set:956501ec90dd262048a315afaa9e4c9a6bf086c0,MG972993,,"Fallon,T.R., Lower,S.E., Chang,C.H., Bessho-Uehara,M., Martin,G.J., Bewick,A.J., Behringer,M., Debat,H.J., Wong,I., Day,J.C., Suvorov,A., Silva,C.J., Stanger-Hall,K.F., Hall,D.W., Schmitz,R.J., Nelson,D.R., Lewis,S.M., Shigenobu,S., Bybee,S.M., Larracuente,A.M., Oba,Y., Weng,J.K., Sander Lower,S.E., Weng,J.-K.",2018-04-03,NJ2,Photinus pyralis orthomyxo-like virus 2,,Orthomyxoviridae,ssRNA(-),802,GenBank,,,1,PB1,USA,USA,,Photinus pyralis,,2016,,,PB1 [Photinus pyralis orthomyxo-like virus 2]
AVM87616,Wenling orthomyxo-like virus 1,set:c837a97b3232768fbe82d405fab0ff22b5331afc,MG600033,,"Shi,M., Lin,X.D., Chen,X., Tian,J.H., Chen,L.J., Li,K., Wang,W., Eden,J.S., Shen,J.J., Liu,L., Holmes,E.C., Zhang,Y.Z., Lin,X.-D., Tian,J.-H., Chen,L.-J., Eden,J.-S., Shen,J.-J., Zhuang,Y.-Z.",2018-03-19,,Wenling orthomyxo-like virus 1,,Orthomyxoviridae,ssRNA(-),752,GenBank,,,1,PB1,China,China,,Synodus macrops,,,,,PB1 [Wenling orthomyxo-like virus 1]
