Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
APR73490,sicinivirus A5,set:KY069112,KY069112,,"Lima,D.A., Cibulski,S.P., Finkler,F., Varela,A.P.M., Teixeira,T.F., Cerva,C., Domingues,G., Loiko,M.R., Scheffer,C.M., Santos,H.F., Mayer,F.Q., R,P.M.",2017-01-08,,Sicinivirus A,Sicinivirus,Picornaviridae,ssRNA(+),2861,GenBank,,,,polyprotein,Brazil,Brazil,,Gallus gallus,feces,2015-07-31,,,polyprotein [sicinivirus A5]
APR73491,sicinivirus A3,set:KY069113,KY069113,,"Lima,D.A., Cibulski,S.P., Finkler,F., Varela,A.P.M., Teixeira,T.F., Cerva,C., Domingues,G., Loiko,M.R., Scheffer,C.M., Santos,H.F., Mayer,F.Q., R,P.M.",2017-01-08,,Sicinivirus A,Sicinivirus,Picornaviridae,ssRNA(+),2868,GenBank,,,,polyprotein,Brazil,Brazil,,Gallus gallus,feces,2015-07-31,,,polyprotein [sicinivirus A3]
APO15117,Soybean latent spherical virus,set:7f45edb72843c5864b001caae3b7aef07aa4427f,KX424571,,"Yasmin,T., Nelson,B.D., Hobbs,H.A., McCoppin,N.K., Lambert,K.N., Domier,L.L.",2016-12-20,ND1,Nepovirus glycinis,Nepovirus,Secoviridae,ssRNA(+),2195,GenBank,,RNA1,1,polyprotein,USA,USA,,Glycine max,,2010,,,polyprotein [Soybean latent spherical virus]
APO15118,Soybean latent spherical virus,set:7f45edb72843c5864b001caae3b7aef07aa4427f,KX424572,,"Yasmin,T., Nelson,B.D., Hobbs,H.A., McCoppin,N.K., Lambert,K.N., Domier,L.L.",2016-12-20,ND1,Nepovirus glycinis,Nepovirus,Secoviridae,ssRNA(+),1398,GenBank,,RNA2,1,polyprotein,USA,USA,,Glycine max,,2010,,,polyprotein [Soybean latent spherical virus]
APM87483,livupivirus A1,set:KX463670,KX463670,,"Pankovics,P., Boros,A., Toth,Z., Phan,T.G., Delwart,E., Reuter,G.",2016-12-19,,Livupivirus A,Livupivirus,Picornaviridae,ssRNA(+),2354,GenBank,,,1,polyprotein,Hungary,Hungary,,Lissotriton vulgaris,feces,2014-04-01,,,polyprotein [livupivirus A1]
APG77435,Hubei picorna-like virus 82,set:KX883688,KX883688,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2016-12-10,,Hubei chipolycivirus,Chipolycivirus,Polycipiviridae,ssRNA(+),813,GenBank,,,1,hypothetical protein 1,China,China,,Araneae,,2013,,,hypothetical protein 1 [Hubei picorna-like virus 82]
APG77436,Hubei picorna-like virus 82,set:KX883688,KX883688,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2016-12-10,,Hubei chipolycivirus,Chipolycivirus,Polycipiviridae,ssRNA(+),356,GenBank,,,1,hypothetical protein 2,China,China,,Araneae,,2013,,,hypothetical protein 2 [Hubei picorna-like virus 82]
APG77437,Hubei picorna-like virus 82,set:KX883688,KX883688,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2016-12-10,,Hubei chipolycivirus,Chipolycivirus,Polycipiviridae,ssRNA(+),2257,GenBank,,,1,hypothetical protein 3,China,China,,Araneae,,2013,,,hypothetical protein 3 [Hubei picorna-like virus 82]
APG77942,Shuangao insect virus 8,set:KX883910,KX883910,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2016-12-10,,Shuangao insect virus 8,Sopolycivirus,Polycipiviridae,ssRNA(+),273,GenBank,,,1,hypothetical protein 1,China,China,,Hexapoda,,2013,,,hypothetical protein 1 [Shuangao insect virus 8]
APG77943,Shuangao insect virus 8,set:KX883910,KX883910,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2016-12-10,,Shuangao insect virus 8,Sopolycivirus,Polycipiviridae,ssRNA(+),278,GenBank,,,1,hypothetical protein 2,China,China,,Hexapoda,,2013,,,hypothetical protein 2 [Shuangao insect virus 8]
APG77944,Shuangao insect virus 8,set:KX883910,KX883910,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2016-12-10,,Shuangao insect virus 8,Sopolycivirus,Polycipiviridae,ssRNA(+),447,GenBank,,,1,hypothetical protein 3,China,China,,Hexapoda,,2013,,,hypothetical protein 3 [Shuangao insect virus 8]
APG77945,Shuangao insect virus 8,set:KX883910,KX883910,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2016-12-10,,Shuangao insect virus 8,Sopolycivirus,Polycipiviridae,ssRNA(+),2317,GenBank,,,1,hypothetical protein 4,China,China,,Hexapoda,,2013,,,hypothetical protein 4 [Shuangao insect virus 8]
APG77982,Hubei picorna-like virus 81,set:KX883940,KX883940,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2016-12-10,,Hubei hupolycivirus,Hupolycivirus,Polycipiviridae,ssRNA(+),225,GenBank,,,1,hypothetical protein 1,China,China,,Odonata,,2013,,,hypothetical protein 1 [Hubei picorna-like virus 81]
APG77983,Hubei picorna-like virus 81,set:KX883940,KX883940,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2016-12-10,,Hubei hupolycivirus,Hupolycivirus,Polycipiviridae,ssRNA(+),753,GenBank,,,1,hypothetical protein 2,China,China,,Odonata,,2013,,,hypothetical protein 2 [Hubei picorna-like virus 81]
APG77984,Hubei picorna-like virus 81,set:KX883940,KX883940,,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Buchmann,J.P., Xu,J.G.",2016-12-10,,Hubei hupolycivirus,Hupolycivirus,Polycipiviridae,ssRNA(+),2208,GenBank,,,1,hypothetical protein 3,China,China,,Odonata,,2013,,,hypothetical protein 3 [Hubei picorna-like virus 81]
ANH71247,Prunus virus F,set:e36cfa323317b6a90f75d63be9d256b69a135b29,KX269865,,"Villamor,D.E., Pillai,S.S., Eastwell,K.C., Villamor,D.E.V.",2016-11-14,8816-v1,Fabavirus pruni,Fabavirus,Secoviridae,ssRNA(+),1906,GenBank,,RNA1,1,polyprotein 1,USA,USA,,Prunus avium,,,,,polyprotein 1 [Prunus virus F]
ANH71253,Prunus virus F,set:a554d1d4f7486af2dc0db0493c5c8454537fdcd9,KX269871,,"Villamor,D.E., Pillai,S.S., Eastwell,K.C., Villamor,D.E.V.",2016-11-14,8816-s1,Fabavirus pruni,Fabavirus,Secoviridae,ssRNA(+),1006,GenBank,,RNA2,1,polyprotein 2,USA,USA,,Prunus avium,,,,,polyprotein 2 [Prunus virus F]
APB88805,Varroa destructor virus 2,set:KX578271,KX578271,,"Levin,S., Sela,N., Chejanovsky,N.",2016-11-09,VDV-2,Iflavirus vadestruente,Iflavirus,Iflaviridae,ssRNA(+),2569,GenBank,,,1,polyprotein,Israel,Israel,,Varroa destructor,,2014,,,polyprotein [Varroa destructor virus 2]
APA29017,rohelivirus A1,set:KX156153,KX156153,,"Du,J., Lu,L., Liu,F., Su,H., Dong,J., Sun,L., Zhu,Y., Ren,X., Yang,F., Guo,F., Liu,Q., Wu,Z., Jin,Q., Yang,L., Liu,B., Jiang,J., Yang,J., Li,Y., Zheng,D., Zhang,C., Zheng,Y., Zhou,H., Zhu,G., Li,H., Chmura,A., Daszak,P., Wang,J., Liu,J.",2016-11-07,rodent/Ds/PicoV/IM2014,Rohelivirus A,Rohelivirus,Picornaviridae,ssRNA(+),2163,GenBank,,,2,polyprotein,China,China,,Rodentia,,,,,polyprotein [rohelivirus A1]
APA29019,rohelivirus A2,set:KX156155,KX156155,,"Du,J., Lu,L., Liu,F., Su,H., Dong,J., Sun,L., Zhu,Y., Ren,X., Yang,F., Guo,F., Liu,Q., Wu,Z., Jin,Q., Yang,L., Liu,B., Jiang,J., Yang,J., Li,Y., Zheng,D., Zhang,C., Zheng,Y., Zhou,H., Zhu,G., Li,H., Chmura,A., Daszak,P., Wang,J., Liu,J.",2016-11-07,rodent/CK/PicoV/Tibet2014,Rohelivirus A,Rohelivirus,Picornaviridae,ssRNA(+),2170,GenBank,,,2,polyprotein,China,China,,Rodentia,,,,,polyprotein [rohelivirus A2]
APA29020,rosavirus C4,set:KX156156,KX156156,,"Du,J., Lu,L., Liu,F., Su,H., Dong,J., Sun,L., Zhu,Y., Ren,X., Yang,F., Guo,F., Liu,Q., Wu,Z., Jin,Q., Yang,L., Liu,B., Jiang,J., Yang,J., Li,Y., Zheng,D., Zhang,C., Zheng,Y., Zhou,H., Zhu,G., Li,H., Chmura,A., Daszak,P., Wang,J., Liu,J.",2016-11-07,rodent/RL/PicoV/FJ2015,Rosavirus C,Rosavirus,Picornaviridae,ssRNA(+),2475,GenBank,,,2,polyprotein,China,China,,Rodentia,,,,,polyprotein [rosavirus C4]
APA29021,hunnivirus A6,set:KX156157,KX156157,,"Du,J., Lu,L., Liu,F., Su,H., Dong,J., Sun,L., Zhu,Y., Ren,X., Yang,F., Guo,F., Liu,Q., Wu,Z., Jin,Q., Yang,L., Liu,B., Jiang,J., Yang,J., Li,Y., Zheng,D., Zhang,C., Zheng,Y., Zhou,H., Zhu,G., Li,H., Chmura,A., Daszak,P., Wang,J., Liu,J.",2016-11-07,rodent/Rn/PicoV/SX2015_2,Hunnivirus A,Hunnivirus,Picornaviridae,ssRNA(+),2259,GenBank,,,2,polyprotein,China,China,,Rodentia,,,,,polyprotein [hunnivirus A6]
APA29022,Picornaviridae sp. rodent/Ee/PicoV/NX2015,set:KX156158,KX156158,,"Du,J., Lu,L., Liu,F., Su,H., Dong,J., Sun,L., Zhu,Y., Ren,X., Yang,F., Guo,F., Liu,Q., Wu,Z., Jin,Q., Yang,L., Liu,B., Jiang,J., Yang,J., Li,Y., Zheng,D., Zhang,C., Zheng,Y., Zhou,H., Zhu,G., Li,H., Chmura,A., Daszak,P., Wang,J., Liu,J.",2016-11-07,rodent/Ee/PicoV/NX2015,Enterovirus K,Enterovirus,Picornaviridae,ssRNA(+),2282,GenBank,,,2,polyprotein,China,China,,Rodentia,,,,,polyprotein [Picornaviridae sp. rodent/Ee/PicoV/NX2015]
APA29023,enterovirus K2,set:KX156159,KX156159,,"Du,J., Lu,L., Liu,F., Su,H., Dong,J., Sun,L., Zhu,Y., Ren,X., Yang,F., Guo,F., Liu,Q., Wu,Z., Jin,Q., Yang,L., Liu,B., Jiang,J., Yang,J., Li,Y., Zheng,D., Zhang,C., Zheng,Y., Zhou,H., Zhu,G., Li,H., Chmura,A., Daszak,P., Wang,J., Liu,J.",2016-11-07,rodent/Mc/PicoV/Tibet2015,Enterovirus K,Enterovirus,Picornaviridae,ssRNA(+),2335,GenBank,,,2,polyprotein,China,China,,Rodentia,,,,,polyprotein [enterovirus K2]
ANV28173,Dioscorea mosaic associated virus,set:KU215538,KU215538,,"Hayashi,E.A., Blawid,R., de Melo,F.L., Andrade,M.S., Pio-Ribeiro,G., de Andrade,G.P., Nagata,T., Hayashi,E.A.I., Andrade,G.P.",2016-10-19,goiana,Sadwavirus dioscoreae,Sadwavirus,Secoviridae,ssRNA(+),1887,GenBank,,RNA1,1,polyprotein,Brazil,Brazil,,Dioscorea cayenensis subsp. rotundata,,2015-01,,,polyprotein [Dioscorea mosaic associated virus]
ANV28174,Dioscorea mosaic associated virus,set:KU215539,KU215539,,"Hayashi,E.A., Blawid,R., de Melo,F.L., Andrade,M.S., Pio-Ribeiro,G., de Andrade,G.P., Nagata,T., Hayashi,E.A.I., Andrade,G.P.",2016-10-19,goiana,Sadwavirus dioscoreae,Sadwavirus,Secoviridae,ssRNA(+),1196,GenBank,,RNA2,1,polyprotein,Brazil,Brazil,,Dioscorea cayenensis subsp. rotundata,,2015-01,,,polyprotein [Dioscorea mosaic associated virus]
AOQ26202,rosavirus B1,set:KX783423,KX783423,,"Lau,S.K.P., Woo,P.C.Y., Li,K.S.M., Zhang,H.-J., Fan,R.Y.Y., Zhang,A.J.X., Chan,B.C.C., Lam,C.S.F., Yip,C.C.Y., Yuen,M.-C., Chan,K.-H., Chen,Z.-W., Yuen,K.-Y.",2016-09-21,,Rosavirus B,Rosavirus,Picornaviridae,ssRNA(+),2491,GenBank,,,,polyprotein,Hong Kong,Hong Kong,,Rattus norvegicus,,2009-02-06,,,polyprotein [rosavirus B1]
AOQ26203,Rosavirus C,set:KX783424,KX783424,,"Lau,S.K.P., Woo,P.C.Y., Li,K.S.M., Zhang,H.-J., Fan,R.Y.Y., Zhang,A.J.X., Chan,B.C.C., Lam,C.S.F., Yip,C.C.Y., Yuen,M.-C., Chan,K.-H., Chen,Z.-W., Yuen,K.-Y.",2016-09-21,,Rosavirus C,Rosavirus,Picornaviridae,ssRNA(+),2483,GenBank,,,,polyprotein,Hong Kong,Hong Kong,,Rattus andamanensis,,2008-11-13,,,polyprotein [Rosavirus C]
AOQ26204,Rosavirus C,set:KX783425,KX783425,,"Lau,S.K.P., Woo,P.C.Y., Li,K.S.M., Zhang,H.-J., Fan,R.Y.Y., Zhang,A.J.X., Chan,B.C.C., Lam,C.S.F., Yip,C.C.Y., Yuen,M.-C., Chan,K.-H., Chen,Z.-W., Yuen,K.-Y.",2016-09-21,,Rosavirus C,Rosavirus,Picornaviridae,ssRNA(+),2486,GenBank,,,,polyprotein,Hong Kong,Hong Kong,,Rattus andamanensis,,2009-03-24,,,polyprotein [Rosavirus C]
AOQ26211,Rosavirus C,set:KX783432,KX783432,,"Lau,S.K.P., Woo,P.C.Y., Li,K.S.M., Zhang,H.-J., Fan,R.Y.Y., Zhang,A.J.X., Chan,B.C.C., Lam,C.S.F., Yip,C.C.Y., Yuen,M.-C., Chan,K.-H., Chen,Z.-W., Yuen,K.-Y.",2016-09-21,,Rosavirus C,Rosavirus,Picornaviridae,ssRNA(+),2482,GenBank,,,,polyprotein,China,China,,Niviventer coninga,,2010-01,,,polyprotein [Rosavirus C]
BAV53294,Ljunganvirus 5,set:LC133331,LC133331,,"Mitake,H., Fujii,Y., Nagai,M., Ito,N., Okadera,K., Okada,K., Nakagawa,K., Kishimoto,M., Mizutani,T., Okazaki,K., Sakoda,Y., Takada,A., Sugiyama,M.",2016-08-11,,Parechovirus B,Parechovirus,Picornaviridae,ssRNA(+),2256,GenBank,,,1,polyprotein,Japan,Japan,,Larus,,2014,,,polyprotein [Ljunganvirus 5]
ANQ80547,poecivirus A1,set:KU977108,KU977108,,"Zylberberg,M., Van Hemert,C., Dumbacher,J.P., Handel,C.M., Tihan,T., DeRisi,J.L.",2016-07-13,,Poecivirus A,Poecivirus,Picornaviridae,ssRNA(+),2260,GenBank,,,1,polyprotein,USA: Alaska,USA,AK,Poecile atricapillus,,2002-12-02,,,polyprotein [poecivirus A1]
ANQ44728,Nylanderia fulva virus 1,set:KX024775,KX024775,,"Valles,S.M., Oi,D.H., Becnel,J.J., Wetterer,J.K., LaPolla,J.S., Firth,A.E.",2016-07-12,Florida initial,Nylanderia fulva virus 1,Nyfulvavirus,Solinviviridae,ssRNA(+),3614,GenBank,,,1,polyprotein,USA,USA,,Nylanderia fulva,,2011-04-01,,,polyprotein [Nylanderia fulva virus 1]
ANN47501,enterovirus A114,set:KU355876,KU355876,,"Deshpande,J.M., Sharma,D.K., Saxena,V.K., Shetty,S.A., Qureshi,T.H., Nalavade,U.P.",2016-07-02,,Enterovirus A,Enterovirus,Picornaviridae,ssRNA(+),2187,GenBank,EV-A114,,1,polyprotein,India,India,,Homo sapiens,feces,2013-09-09,,,polyprotein [enterovirus A114]
ANN47502,Enterovirus A121,set:KU355877,KU355877,,"Deshpande,J.M., Sharma,D.K., Saxena,V.K., Shetty,S.A., Qureshi,T.H., Nalavade,U.P.",2016-07-02,,Enterovirus A,Enterovirus,Picornaviridae,ssRNA(+),2193,GenBank,EV-A121,,1,polyprotein,India,India,,Homo sapiens,feces,2013-10-08,,,polyprotein [Enterovirus A121]
ANN02882,bovine rhinitis B virus 5,set:KU159360,KU159360,,"Mitra,N., Cernicchiaro,N., Torres,S., Li,F., Hause,B.M., Palinski,R., Hause,B.",2016-06-25,,Bovine rhinitis B virus,Aphthovirus,Picornaviridae,ssRNA(+),2283,GenBank,,,1,polyprotein,Mexico,Mexico,,Bos taurus,,2015,,,polyprotein [bovine rhinitis B virus 5]
ANN02908,enterovirus E4,set:KU172420,KU172420,,"Mitra,N., Cernicchiaro,N., Torres,S., Li,F., Hause,B.M., Hause,B.",2016-06-25,,Enterovirus E,Enterovirus,Picornaviridae,ssRNA(+),2182,GenBank,EV-E5,,1,polyprotein,Mexico,Mexico,,Bos taurus,,2015,,,polyprotein [enterovirus E4]
ANG55944,Grapevine fabavirus,set:adb612f22836551d01f320bfb1304550fed88879,KX241482,,"Al Rwahnih,M.M., Alabi,O., Westrick,N., Rowhani,A., Golino,D., Al Rwahnih,M.",2016-05-28,NP,Fabavirus vitis,Fabavirus,Secoviridae,ssRNA(+),1849,GenBank,,RNA1,,polyprotein,USA,USA,,Vitis vinifera,,2015-03-01,,,polyprotein [Grapevine fabavirus]
ANG55947,Grapevine fabavirus,set:cba0b36328d067fa700fcbe2c814e2d695b8688f,KX241485,,"Al Rwahnih,M.M., Alabi,O., Westrick,N., Rowhani,A., Golino,D., Al Rwahnih,M.",2016-05-28,BB,Fabavirus vitis,Fabavirus,Secoviridae,ssRNA(+),960,GenBank,,RNA2,,polyprotein,USA,USA,,Vitis vinifera,,2015-03-01,,,polyprotein [Grapevine fabavirus]
AMB19798,Rhinovirus C,set:KP890662,KP890662,,"Khaw,Y.S., Chan,Y.F., Jafar,F.L., Othman,N., Chee,H.Y., Sam,I.-C.",2016-05-24,7383-MY-10,Rhinovirus C,Enterovirus,Picornaviridae,ssRNA(+),2139,GenBank,C1,,1,polyprotein,Malaysia,Malaysia,,Homo sapiens,lung,2010-10-23,,,polyprotein [Rhinovirus C]
ANB50093,bovine rhinitis B virus 4,set:KU168861,KU168861,,"Tokarz,R., Lipkin,W.I.",2016-05-04,TCH5,Bovine rhinitis B virus,Aphthovirus,Picornaviridae,ssRNA(+),2274,GenBank,,,,polyprotein,USA,USA,,Bos taurus,,2013,,,polyprotein [bovine rhinitis B virus 4]
AMW87255,Enterovirus SEV-gx,set:KU587555,KU587555,,"Ao,Y.",2016-04-12,SEV-gx,Enterovirus L,Enterovirus,Picornaviridae,ssRNA(+),2209,GenBank,,,,polyprotein,China,China,,Macaca mulatta,,2014-05-17,,,polyprotein [Enterovirus SEV-gx]
AMT85186,hunnivirus A8,set:KT944212,KT944212,,"Nguyen,D.V., Lu,L., Cuong,N.V., Tue,N.T., Hoa,N.T., Campbell,J., Hien,V.B., Bryant,J.E., Carrique-Mas,J., Baker,S., Woolhouse,M.E., Simmonds,P.",2016-04-09,83GR-70-RAT106,Hunnivirus A,Hunnivirus,Picornaviridae,ssRNA(+),2259,GenBank,,,,polyprotein,Viet Nam,Viet Nam,,Rattus argentiventer,,2012-10,,,polyprotein [hunnivirus A8]
AMT85188,hunnivirus A7,set:KT944214,KT944214,,"Nguyen,D.V., Lu,L., Cuong,N.V., Tue,N.T., Hoa,N.T., Campbell,J., Hien,V.B., Bryant,J.E., Carrique-Mas,J., Baker,S., Woolhouse,M.E., Simmonds,P.",2016-04-09,05VZ-75-RAT099,Hunnivirus A,Hunnivirus,Picornaviridae,ssRNA(+),2258,GenBank,,,,polyprotein,Viet Nam,Viet Nam,,Rattus tanezumi,,2013-03,,,polyprotein [hunnivirus A7]
BAU71153,tottorivirus A1,set:LC113907,LC113907,,"Naoi,Y., Kishimoto,M., Masuda,T., Ito,M., Tsuchiaka,S., Sano,K., Yamasato,H., Omatsu,T., Aoki,H., Furuya,T., Katayama,Y., Oba,M., Okada,T., Shirai,J., Mizutani,T., Nagai,M.",2016-04-01,,Tottorivirus A,Tottorivirus,Picornaviridae,ssRNA(+),2091,GenBank,,,1,polyprotein,Japan: Tottori,Japan,,Sus scrofa domesticus,,2015,,,polyprotein [tottorivirus A1]
AMD82094,Enterovirus G,set:KP982873,KP982873,,"Theuns,S., Conceicao-Neto,N., Heylen,E., Zeller,M., Roukaerts,I.D.M., Desmarets,L.M.B., Van Ranst,M., Nauwynck,H.J., Matthijnssens,J.",2016-03-31,PoEnV-BEL-12R021,Enterovirus G,Enterovirus,Picornaviridae,ssRNA(+),2169,GenBank,,,,ORF1,Belgium,Belgium,,Sus scrofa,,,,,ORF1 [Enterovirus G]
AMQ25905,Hepatovirus A,set:KT229611,KT229611,,"Yu,J.M., Li,L.L., Zhang,C.Y., Lu,S., Ao,Y.Y., Gao,H.C., Xie,Z.P., Xie,G.C., Sun,X.M., Pang,L.L., Xu,J.G., Lipkin,W.I., Duan,Z.J., Yu,J.-M., Duan,Z.-J.",2016-03-20,2ID,Hepatovirus A,Hepatovirus,Picornaviridae,ssRNA(+),2251,GenBank,,,1,polyprotein,China,China,,Marmota monax,,2013,,,polyprotein [Hepatovirus A]
AMN91910,Squash chlorotic leaf spot virus,set:bc3882191846837f89a4bc896a014181815b8ecc,KU052530,,"Lecoq,H., Verdin,E., Tepfer,M., Wipf-Scheibel,C., Millot,P., Dafalla,G., Desbiez,C.",2016-03-09,Su12-10,Torradovirus cucurbitae,Torradovirus,Secoviridae,ssRNA(+),2207,GenBank,,RNA1,1,polyprotein,Sudan,Sudan,,Cucurbita moschata,,2012,,,polyprotein [Squash chlorotic leaf spot virus]
AMN91911,Squash chlorotic leaf spot virus,set:bc3882191846837f89a4bc896a014181815b8ecc,KU052531,,"Lecoq,H., Verdin,E., Tepfer,M., Wipf-Scheibel,C., Millot,P., Dafalla,G., Desbiez,C.",2016-03-09,Su12-10,Torradovirus cucurbitae,Torradovirus,Secoviridae,ssRNA(+),233,GenBank,,RNA2,1,ORF1-RNA2,Sudan,Sudan,,Cucurbita moschata,,2012,,,ORF1-RNA2 [Squash chlorotic leaf spot virus]
AMN91912,Squash chlorotic leaf spot virus,set:bc3882191846837f89a4bc896a014181815b8ecc,KU052531,,"Lecoq,H., Verdin,E., Tepfer,M., Wipf-Scheibel,C., Millot,P., Dafalla,G., Desbiez,C.",2016-03-09,Su12-10,Torradovirus cucurbitae,Torradovirus,Secoviridae,ssRNA(+),1054,GenBank,,RNA2,1,polyprotein,Sudan,Sudan,,Cucurbita moschata,,2012,,,polyprotein [Squash chlorotic leaf spot virus]
AMK49153,Marine RNA virus PAL128,set:KT727023,KT727023,,"Miranda,J.A., Culley,A.I., Schvarcz,C.R., Steward,G.F.",2016-02-24,,Palmarnavirus 128,Salisharnavirus,Marnaviridae,ssRNA(+),1857,GenBank,,,,polyprotein,,,,,,,,,polyprotein [Marine RNA virus PAL128]
AMK49154,Marine RNA virus PAL128,set:KT727023,KT727023,,"Miranda,J.A., Culley,A.I., Schvarcz,C.R., Steward,G.F.",2016-02-24,,Palmarnavirus 128,Salisharnavirus,Marnaviridae,ssRNA(+),798,GenBank,,,,polyprotein,,,,,,,,,polyprotein [Marine RNA virus PAL128]
AMK49155,Marine RNA virus PAL156,set:KT727024,KT727024,,"Miranda,J.A., Culley,A.I., Schvarcz,C.R., Steward,G.F.",2016-02-24,,Palmarnavirus 156,Sogarnavirus,Marnaviridae,ssRNA(+),1587,GenBank,,,,polyprotein,,,,,,,,,polyprotein [Marine RNA virus PAL156]
AMK49156,Marine RNA virus PAL156,set:KT727024,KT727024,,"Miranda,J.A., Culley,A.I., Schvarcz,C.R., Steward,G.F.",2016-02-24,,Palmarnavirus 156,Sogarnavirus,Marnaviridae,ssRNA(+),879,GenBank,,,,polyprotein,,,,,,,,,polyprotein [Marine RNA virus PAL156]
AMK49159,Marine RNA virus PAL473,set:KT727026,KT727026,,"Miranda,J.A., Culley,A.I., Schvarcz,C.R.",2016-02-24,,Palmarnavirus 473,Salisharnavirus,Marnaviridae,ssRNA(+),1050,GenBank,,,,polyprotein,,,,,,,,,polyprotein [Marine RNA virus PAL473]
AMK49160,Marine RNA virus PAL473,set:KT727026,KT727026,,"Miranda,J.A., Culley,A.I., Schvarcz,C.R.",2016-02-24,,Palmarnavirus 473,Salisharnavirus,Marnaviridae,ssRNA(+),899,GenBank,,,,polyprotein,,,,,,,,,polyprotein [Marine RNA virus PAL473]
AJO61169,enterovirus B113,set:KJ701249,KJ701249,,"Mombo,I.M., Rougeron,V., Bleicker,T., Bruennink,S., Berthet,N., Boue,V., Maganga,G.D., Durand,P., Arnathau,C., Renaud,F., Prugnolle,F., Ollomo,B., Liegeois,F., Drexler,J.F., Drosten,C., Leroy,E.M.",2016-02-19,GAB_653,Enterovirus B,Enterovirus,Picornaviridae,ssRNA(+),2036,GenBank,,,,polyprotein,Gabon,Gabon,,Mandrillus sphinx,feces,2010,,,"polyprotein, partial [enterovirus B113]"
AMB21237,Human parechovirus 17,set:KT319121,KT319121,,"Veronica,D.C., Sindy,B., Sabine,D., Monika,T.W., Elena,K., Nadine,L., Rolf,K., Herbert,P., Yolande,K., Rossella,D., Di Cristanziano,V., Bottcher,S., Diedrich,S., Timmen-Wego,M., Knops,E., Lubke,N., Kaiser,R., Pfister,H., Kabore,Y., D'Alfonso,R., Di Cristianzano,V., Boettcher,S., Luebke,N.",2016-02-01,,Parechovirus A,Parechovirus,Picornaviridae,ssRNA(+),2179,GenBank,HPeV-17,,2,polyprotein,Cote d'Ivoire,Cote d'Ivoire,,Homo sapiens,feces,2014-01,,,polyprotein [Human parechovirus 17]
