Accession,Organism_Name,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
AXY55033,Rehmannia virus 1,set:MH033657,MH033657,,"Kwon,S.J., Jin,M., Cho,I.S., Yoon,J.Y., Choi,G.S., Kwon,S.-J.K., Cho,I.-S., Yoon,J.-Y., Choi,G.-S.",2018-09-17,Rg,Rehmannia virus 1,Closterovirus,Closteroviridae,ssRNA(+),2466,GenBank,,,1,278 kDa protein,South Korea,South Korea,,Rehmannia glutinosa,,2017-07-05,,,278 kDa protein [Rehmannia virus 1]
AXY55034,Rehmannia virus 1,set:MH033657,MH033657,,"Kwon,S.J., Jin,M., Cho,I.S., Yoon,J.Y., Choi,G.S., Kwon,S.-J.K., Cho,I.-S., Yoon,J.-Y., Choi,G.-S.",2018-09-17,Rg,Rehmannia virus 1,Closterovirus,Closteroviridae,ssRNA(+),2925,GenBank,,,1,330 kDa protein,South Korea,South Korea,,Rehmannia glutinosa,,2017-07-05,,,330 kDa protein [Rehmannia virus 1]
AXY55035,Rehmannia virus 1,set:MH033657,MH033657,,"Kwon,S.J., Jin,M., Cho,I.S., Yoon,J.Y., Choi,G.S., Kwon,S.-J.K., Cho,I.-S., Yoon,J.-Y., Choi,G.-S.",2018-09-17,Rg,Rehmannia virus 1,Closterovirus,Closteroviridae,ssRNA(+),605,GenBank,,,1,67 kDa protein,South Korea,South Korea,,Rehmannia glutinosa,,2017-07-05,,,67 kDa protein [Rehmannia virus 1]
AXY55036,Rehmannia virus 1,set:MH033657,MH033657,,"Kwon,S.J., Jin,M., Cho,I.S., Yoon,J.Y., Choi,G.S., Kwon,S.-J.K., Cho,I.-S., Yoon,J.-Y., Choi,G.-S.",2018-09-17,Rg,Rehmannia virus 1,Closterovirus,Closteroviridae,ssRNA(+),526,GenBank,,,1,60 kDa protein,South Korea,South Korea,,Rehmannia glutinosa,,2017-07-05,,,60 kDa protein [Rehmannia virus 1]
AXY55037,Rehmannia virus 1,set:MH033657,MH033657,,"Kwon,S.J., Jin,M., Cho,I.S., Yoon,J.Y., Choi,G.S., Kwon,S.-J.K., Cho,I.-S., Yoon,J.-Y., Choi,G.-S.",2018-09-17,Rg,Rehmannia virus 1,Closterovirus,Closteroviridae,ssRNA(+),216,GenBank,,,1,24 kDa protein,South Korea,South Korea,,Rehmannia glutinosa,,2017-07-05,,,24 kDa protein [Rehmannia virus 1]
AXY55038,Rehmannia virus 1,set:MH033657,MH033657,,"Kwon,S.J., Jin,M., Cho,I.S., Yoon,J.Y., Choi,G.S., Kwon,S.-J.K., Cho,I.-S., Yoon,J.-Y., Choi,G.-S.",2018-09-17,Rg,Rehmannia virus 1,Closterovirus,Closteroviridae,ssRNA(+),205,GenBank,,,1,22 kDa protein,South Korea,South Korea,,Rehmannia glutinosa,,2017-07-05,,,22 kDa protein [Rehmannia virus 1]
AXY55039,Rehmannia virus 1,set:MH033657,MH033657,,"Kwon,S.J., Jin,M., Cho,I.S., Yoon,J.Y., Choi,G.S., Kwon,S.-J.K., Cho,I.-S., Yoon,J.-Y., Choi,G.-S.",2018-09-17,Rg,Rehmannia virus 1,Closterovirus,Closteroviridae,ssRNA(+),176,GenBank,,,1,20 kDa protein,South Korea,South Korea,,Rehmannia glutinosa,,2017-07-05,,,20 kDa protein [Rehmannia virus 1]
AXX39023,Sclerotinia minor endornavirus 1,set:MG255170,MG255170,,"Dan,Y., Guoqing,L., Long,Y.",2018-09-15,,Sclerotinia minor betaendornavirus 1,Betaendornavirus,Endornaviridae,dsRNA,4020,GenBank,,,,polyprotein,China,China,,Sclerotinia minor,,2012-05,,,polyprotein [Sclerotinia minor endornavirus 1]
AXB99512,Phaseolus vulgaris endornavirus 3,set:MG242064,MG242064,,"Okada,R., Alcala-Briseno,R.I., Escalante,C., Sabanadzovic,S., Valverde,R.A.",2018-07-13,LA,Phaseolus vulgaris alphaendornavirus 3,Alphaendornavirus,Endornaviridae,dsRNA,4932,GenBank,,,,polyprotein,USA,USA,,Phaseolus vulgaris,,2014-10,,,polyprotein [Phaseolus vulgaris endornavirus 3]
AWK67841,Helianthus annuus alphaendornavirus,set:MF362666,MF362666,,"Liu,W., Wang,X.",2018-05-22,BJ,Helianthus annuus alphaendornavirus,Alphaendornavirus,Endornaviridae,dsRNA,4867,GenBank,,,,polyprotein,China,China,,Helianthus annuus,,2016-07-05,,,polyprotein [Helianthus annuus alphaendornavirus]
AWK68092,Arracacha virus 1,set:MG919988,MG919988,,"Orilio,A.F., Blawid,R., Costa,G.A., Gomes,S.S., Nagata,T., Madeira,N.R., Inoue-Nagata,A.K., Resende,R.O., Gomes,S.S.V.S.F.",2018-05-22,MS#6,Arracacha virus 1,Closterovirus,Closteroviridae,ssRNA(+),2595,GenBank,,,1,polyprotein 1a,Brazil,Brazil,,Arracacia xanthorrhiza,,2016,,,polyprotein 1a [Arracacha virus 1]
AWK68093,Arracacha virus 1,set:MG919988,MG919988,,"Orilio,A.F., Blawid,R., Costa,G.A., Gomes,S.S., Nagata,T., Madeira,N.R., Inoue-Nagata,A.K., Resende,R.O., Gomes,S.S.V.S.F.",2018-05-22,MS#6,Arracacha virus 1,Closterovirus,Closteroviridae,ssRNA(+),491,GenBank,,,1,RNA-dependent RNA polymerase,Brazil,Brazil,,Arracacia xanthorrhiza,,2016,,,RNA-dependent RNA polymerase [Arracacha virus 1]
AWK68094,Arracacha virus 1,set:MG919988,MG919988,,"Orilio,A.F., Blawid,R., Costa,G.A., Gomes,S.S., Nagata,T., Madeira,N.R., Inoue-Nagata,A.K., Resende,R.O., Gomes,S.S.V.S.F.",2018-05-22,MS#6,Arracacha virus 1,Closterovirus,Closteroviridae,ssRNA(+),67,GenBank,,,1,P7,Brazil,Brazil,,Arracacia xanthorrhiza,,2016,,,P7 [Arracacha virus 1]
AWK68095,Arracacha virus 1,set:MG919988,MG919988,,"Orilio,A.F., Blawid,R., Costa,G.A., Gomes,S.S., Nagata,T., Madeira,N.R., Inoue-Nagata,A.K., Resende,R.O., Gomes,S.S.V.S.F.",2018-05-22,MS#6,Arracacha virus 1,Closterovirus,Closteroviridae,ssRNA(+),599,GenBank,,,1,heat shock 70-like protein,Brazil,Brazil,,Arracacia xanthorrhiza,,2016,,,heat shock 70-like protein [Arracacha virus 1]
AWK68096,Arracacha virus 1,set:MG919988,MG919988,,"Orilio,A.F., Blawid,R., Costa,G.A., Gomes,S.S., Nagata,T., Madeira,N.R., Inoue-Nagata,A.K., Resende,R.O., Gomes,S.S.V.S.F.",2018-05-22,MS#6,Arracacha virus 1,Closterovirus,Closteroviridae,ssRNA(+),554,GenBank,,,1,heat shock 90-like protein,Brazil,Brazil,,Arracacia xanthorrhiza,,2016,,,heat shock 90-like protein [Arracacha virus 1]
AWK68097,Arracacha virus 1,set:MG919988,MG919988,,"Orilio,A.F., Blawid,R., Costa,G.A., Gomes,S.S., Nagata,T., Madeira,N.R., Inoue-Nagata,A.K., Resende,R.O., Gomes,S.S.V.S.F.",2018-05-22,MS#6,Arracacha virus 1,Closterovirus,Closteroviridae,ssRNA(+),228,GenBank,,,1,coat-like protein,Brazil,Brazil,,Arracacia xanthorrhiza,,2016,,,coat-like protein [Arracacha virus 1]
AWK68098,Arracacha virus 1,set:MG919988,MG919988,,"Orilio,A.F., Blawid,R., Costa,G.A., Gomes,S.S., Nagata,T., Madeira,N.R., Inoue-Nagata,A.K., Resende,R.O., Gomes,S.S.V.S.F.",2018-05-22,MS#6,Arracacha virus 1,Closterovirus,Closteroviridae,ssRNA(+),218,GenBank,,,1,coat protein,Brazil,Brazil,,Arracacia xanthorrhiza,,2016,,,coat protein [Arracacha virus 1]
AWK68099,Arracacha virus 1,set:MG919988,MG919988,,"Orilio,A.F., Blawid,R., Costa,G.A., Gomes,S.S., Nagata,T., Madeira,N.R., Inoue-Nagata,A.K., Resende,R.O., Gomes,S.S.V.S.F.",2018-05-22,MS#6,Arracacha virus 1,Closterovirus,Closteroviridae,ssRNA(+),181,GenBank,,,1,P21 protein,Brazil,Brazil,,Arracacia xanthorrhiza,,2016,,,P21 protein [Arracacha virus 1]
AWK68100,Arracacha virus 1,set:MG919988,MG919988,,"Orilio,A.F., Blawid,R., Costa,G.A., Gomes,S.S., Nagata,T., Madeira,N.R., Inoue-Nagata,A.K., Resende,R.O., Gomes,S.S.V.S.F.",2018-05-22,MS#6,Arracacha virus 1,Closterovirus,Closteroviridae,ssRNA(+),178,GenBank,,,1,P20 protein,Brazil,Brazil,,Arracacia xanthorrhiza,,2016,,,P20 protein [Arracacha virus 1]
ATU46942,Sambucus virus S,set:34f5f4570b28efd8fb72e490ff5c3348a164c9ba,MF688613,,"Safarova,D., Candresse,T., Navratil,M.",2017-11-13,B15,Bromovirus SVS,Bromovirus,Bromoviridae,ssRNA(+),965,GenBank,,RNA1,1,1a protein,Czech Republic,Czech Republic,,Sambucus nigra,,2015-09-13,,,1a protein [Sambucus virus S]
ATU46943,Sambucus virus S,set:34f5f4570b28efd8fb72e490ff5c3348a164c9ba,MF688614,,"Safarova,D., Candresse,T., Navratil,M.",2017-11-13,B15,Bromovirus SVS,Bromovirus,Bromoviridae,ssRNA(+),814,GenBank,,RNA2,1,2a protein,Czech Republic,Czech Republic,,Sambucus nigra,,2015-09-13,,,2a protein [Sambucus virus S]
ATU46944,Sambucus virus S,set:34f5f4570b28efd8fb72e490ff5c3348a164c9ba,MF688615,,"Safarova,D., Candresse,T., Navratil,M.",2017-11-13,B15,Bromovirus SVS,Bromovirus,Bromoviridae,ssRNA(+),301,GenBank,,RNA3,1,3a protein,Czech Republic,Czech Republic,,Sambucus nigra,,2015-09-13,,,3a protein [Sambucus virus S]
ATU46945,Sambucus virus S,set:34f5f4570b28efd8fb72e490ff5c3348a164c9ba,MF688615,,"Safarova,D., Candresse,T., Navratil,M.",2017-11-13,B15,Bromovirus SVS,Bromovirus,Bromoviridae,ssRNA(+),191,GenBank,,RNA3,1,3b protein,Czech Republic,Czech Republic,,Sambucus nigra,,2015-09-13,,,3b protein [Sambucus virus S]
ASR91587,Actinidia virus 1,set:KX857665,KX857665,,"Biccheri,R., Blouin,A.G., Khalifa,M.E., Pearson,M.N., Poggi Pollini,C., Cohen,D., Ratti,C.",2017-08-12,K75,Actinidia virus 1,Olivavirus,Closteroviridae,ssRNA(+),3185,GenBank,,,,polyprotein,Italy,Italy,,Actinidia chinensis,,2011-05,,,polyprotein [Actinidia virus 1]
ASR91588,Actinidia virus 1,set:KX857665,KX857665,,"Biccheri,R., Blouin,A.G., Khalifa,M.E., Pearson,M.N., Poggi Pollini,C., Cohen,D., Ratti,C.",2017-08-12,K75,Actinidia virus 1,Olivavirus,Closteroviridae,ssRNA(+),510,GenBank,,,,putative 58 kDa protein,Italy,Italy,,Actinidia chinensis,,2011-05,,,"putative 58 kDa protein, partial [Actinidia virus 1]"
ASR91589,Actinidia virus 1,set:KX857665,KX857665,,"Biccheri,R., Blouin,A.G., Khalifa,M.E., Pearson,M.N., Poggi Pollini,C., Cohen,D., Ratti,C.",2017-08-12,K75,Actinidia virus 1,Olivavirus,Closteroviridae,ssRNA(+),112,GenBank,,,,hypothetical protein,Italy,Italy,,Actinidia chinensis,,2011-05,,,hypothetical protein [Actinidia virus 1]
ASR91590,Actinidia virus 1,set:KX857665,KX857665,,"Biccheri,R., Blouin,A.G., Khalifa,M.E., Pearson,M.N., Poggi Pollini,C., Cohen,D., Ratti,C.",2017-08-12,K75,Actinidia virus 1,Olivavirus,Closteroviridae,ssRNA(+),224,GenBank,,,,hypothetical protein,Italy,Italy,,Actinidia chinensis,,2011-05,,,hypothetical protein [Actinidia virus 1]
ASR91591,Actinidia virus 1,set:KX857665,KX857665,,"Biccheri,R., Blouin,A.G., Khalifa,M.E., Pearson,M.N., Poggi Pollini,C., Cohen,D., Ratti,C.",2017-08-12,K75,Actinidia virus 1,Olivavirus,Closteroviridae,ssRNA(+),51,GenBank,,,,putative transmembrane protein,Italy,Italy,,Actinidia chinensis,,2011-05,,,putative transmembrane protein [Actinidia virus 1]
ASR91592,Actinidia virus 1,set:KX857665,KX857665,,"Biccheri,R., Blouin,A.G., Khalifa,M.E., Pearson,M.N., Poggi Pollini,C., Cohen,D., Ratti,C.",2017-08-12,K75,Actinidia virus 1,Olivavirus,Closteroviridae,ssRNA(+),584,GenBank,,,,heat shock protein 70-like protein,Italy,Italy,,Actinidia chinensis,,2011-05,,,heat shock protein 70-like protein [Actinidia virus 1]
ASR91593,Actinidia virus 1,set:KX857665,KX857665,,"Biccheri,R., Blouin,A.G., Khalifa,M.E., Pearson,M.N., Poggi Pollini,C., Cohen,D., Ratti,C.",2017-08-12,K75,Actinidia virus 1,Olivavirus,Closteroviridae,ssRNA(+),507,GenBank,,,,putative heat shock protein 90,Italy,Italy,,Actinidia chinensis,,2011-05,,,putative heat shock protein 90 [Actinidia virus 1]
ASR91594,Actinidia virus 1,set:KX857665,KX857665,,"Biccheri,R., Blouin,A.G., Khalifa,M.E., Pearson,M.N., Poggi Pollini,C., Cohen,D., Ratti,C.",2017-08-12,K75,Actinidia virus 1,Olivavirus,Closteroviridae,ssRNA(+),265,GenBank,,,,putative thaumatin-like protein,Italy,Italy,,Actinidia chinensis,,2011-05,,,putative thaumatin-like protein [Actinidia virus 1]
ASR91595,Actinidia virus 1,set:KX857665,KX857665,,"Biccheri,R., Blouin,A.G., Khalifa,M.E., Pearson,M.N., Poggi Pollini,C., Cohen,D., Ratti,C.",2017-08-12,K75,Actinidia virus 1,Olivavirus,Closteroviridae,ssRNA(+),243,GenBank,,,,putative coat protein,Italy,Italy,,Actinidia chinensis,,2011-05,,,putative coat protein [Actinidia virus 1]
ASR91596,Actinidia virus 1,set:KX857665,KX857665,,"Biccheri,R., Blouin,A.G., Khalifa,M.E., Pearson,M.N., Poggi Pollini,C., Cohen,D., Ratti,C.",2017-08-12,K75,Actinidia virus 1,Olivavirus,Closteroviridae,ssRNA(+),157,GenBank,,,,hypothetical protein,Italy,Italy,,Actinidia chinensis,,2011-05,,,hypothetical protein [Actinidia virus 1]
ASR91597,Actinidia virus 1,set:KX857665,KX857665,,"Biccheri,R., Blouin,A.G., Khalifa,M.E., Pearson,M.N., Poggi Pollini,C., Cohen,D., Ratti,C.",2017-08-12,K75,Actinidia virus 1,Olivavirus,Closteroviridae,ssRNA(+),70,GenBank,,,,hypothetical protein,Italy,Italy,,Actinidia chinensis,,2011-05,,,hypothetical protein [Actinidia virus 1]
ASR91598,Actinidia virus 1,set:KX857665,KX857665,,"Biccheri,R., Blouin,A.G., Khalifa,M.E., Pearson,M.N., Poggi Pollini,C., Cohen,D., Ratti,C.",2017-08-12,K75,Actinidia virus 1,Olivavirus,Closteroviridae,ssRNA(+),134,GenBank,,,,hypothetical protein,Italy,Italy,,Actinidia chinensis,,2011-05,,,hypothetical protein [Actinidia virus 1]
AQW41907,Bell pepper alphaendornavirus,set:KX977569,KX977569,,"Munoz-Baena,L., Gutierrez,P.A., Marin-Montoya,M.",2017-03-31,Penol,Bell pepper alphaendornavirus,Alphaendornavirus,Endornaviridae,dsRNA,4884,GenBank,,,,polyprotein,Colombia,Colombia,,Capsicum annuum,,2015-03-01,,,polyprotein [Bell pepper alphaendornavirus]
AQM32768,Agaricus bisporus endornavirus 1,set:KY357509,KY357509,,"Deakin,G., Dobbs,E., Jones,I.M., Grogan,H.M., Burton,K.S.",2017-02-12,AbEV1-2990,Alphaendornavirus agarici,Alphaendornavirus,Endornaviridae,dsRNA,4217,GenBank,,,,replicase,United Kingdom,United Kingdom,,Agaricus bisporus,,2002-08,,,replicase [Agaricus bisporus endornavirus 1]
AOZ66245,Botrytis cinerea betaendornavirus 1,set:KU923747,KU923747,,"Hao,F., Zhou,Z., Wu,M., Li,G.",2016-11-02,,Botrytis cinerea betaendornavirus 1,Betaendornavirus,Endornaviridae,dsRNA,3787,GenBank,,,1,polyprotein,China,China,,Botrytis cinerea,,2013,,,polyprotein [Botrytis cinerea betaendornavirus 1]
CZS63540,Privet leaf blotch-associated virus,set:LT221868,LT221868,,"Navarro,B., Loconsole,G., Giampetruzzi,A., Aboughanem-Sabanadzovic,N., Ragozzino,A., Ragozzino,E., Di Serio,F.",2016-10-07,,Idaeovirus ligustri,Idaeovirus,Mayoviridae,ssRNA(+),1738,GenBank,,RNA1,1,Replication-associated polyprotein,Italy,Italy,,Ligustrum japonicum,,,,,Replication-associated polyprotein [Privet leaf blotch-associated virus]
CZS63541,Privet leaf blotch-associated virus,set:LT221869,LT221869,,"Navarro,B., Loconsole,G., Giampetruzzi,A., Aboughanem-Sabanadzovic,N., Ragozzino,A., Ragozzino,E., Di Serio,F.",2016-10-07,,Idaeovirus ligustri,Idaeovirus,Mayoviridae,ssRNA(+),346,GenBank,,RNA2,1,Movement protein,Italy,Italy,,Ligustrum japonicum,,,,,Movement protein [Privet leaf blotch-associated virus]
CZS63620,Privet leaf blotch-associated virus,set:LT221869,LT221869,,"Navarro,B., Loconsole,G., Giampetruzzi,A., Aboughanem-Sabanadzovic,N., Ragozzino,A., Ragozzino,E., Di Serio,F.",2016-10-07,,Idaeovirus ligustri,Idaeovirus,Mayoviridae,ssRNA(+),269,GenBank,,RNA2,1,Coat protein,Italy,Italy,,Ligustrum japonicum,,,,,Coat protein [Privet leaf blotch-associated virus]
BAV69339,Winged bean alphaendornavirus 1,set:LC144945,LC144945,,"Okada,R., Kiyota,E., Moriyama,H., Fukuhara,T., Valverde,R.A.",2016-10-05,,Winged bean alphaendornavirus 1,Alphaendornavirus,Endornaviridae,dsRNA,4785,GenBank,,,,polyprotein,,,,Psophocarpus tetragonolobus,plant seed,,,,polyprotein [Winged bean alphaendornavirus 1]
ANF29780,Tropical soda apple mosaic virus,set:KU659022,KU659022,,"Fillmer,K., Adkins,S., Pongam,P., D'Elia,T., Vanderspool,M.C., Caroll,M.",2016-05-24,Okeechobee,Tropical soda apple mosaic virus,Tobamovirus,Virgaviridae,ssRNA(+),1117,GenBank,,,1,125 kDa replicase,USA: FL,USA,FL,Solanum viarum,,2002,,,125 kDa replicase [Tropical soda apple mosaic virus]
ANF29781,Tropical soda apple mosaic virus,set:KU659022,KU659022,,"Fillmer,K., Adkins,S., Pongam,P., D'Elia,T., Vanderspool,M.C., Caroll,M.",2016-05-24,Okeechobee,Tropical soda apple mosaic virus,Tobamovirus,Virgaviridae,ssRNA(+),1612,GenBank,,,1,183 kDa replicase,USA: FL,USA,FL,Solanum viarum,,2002,,,183 kDa replicase [Tropical soda apple mosaic virus]
ANF29782,Tropical soda apple mosaic virus,set:KU659022,KU659022,,"Fillmer,K., Adkins,S., Pongam,P., D'Elia,T., Vanderspool,M.C., Caroll,M.",2016-05-24,Okeechobee,Tropical soda apple mosaic virus,Tobamovirus,Virgaviridae,ssRNA(+),256,GenBank,,,1,movement protein,USA: FL,USA,FL,Solanum viarum,,2002,,,movement protein [Tropical soda apple mosaic virus]
ANF29783,Tropical soda apple mosaic virus,set:KU659022,KU659022,,"Fillmer,K., Adkins,S., Pongam,P., D'Elia,T., Vanderspool,M.C., Caroll,M.",2016-05-24,Okeechobee,Tropical soda apple mosaic virus,Tobamovirus,Virgaviridae,ssRNA(+),160,GenBank,,,1,coat protein,USA: FL,USA,FL,Solanum viarum,,2002,,,coat protein [Tropical soda apple mosaic virus]
BAU80809,Grapevine leafroll-associated virus 13,set:LC052212,LC052212,,"Ito,T., Nakaune,R.",2016-04-16,a177,Grapevine leafroll-associated virus 13,Ampelovirus,Closteroviridae,ssRNA(+),53,GenBank,,,1,6 kDa protein,Japan,Japan,,Vitis vinifera,,2010-12-16,,,6 kDa protein [Grapevine leafroll-associated virus 13]
BAU80810,Grapevine leafroll-associated virus 13,set:LC052212,LC052212,,"Ito,T., Nakaune,R.",2016-04-16,a177,Grapevine leafroll-associated virus 13,Ampelovirus,Closteroviridae,ssRNA(+),61,GenBank,,,1,putative transmembrane protein,Japan,Japan,,Vitis vinifera,,2010-12-16,,,putative transmembrane protein [Grapevine leafroll-associated virus 13]
BAU80811,Grapevine leafroll-associated virus 13,set:LC052212,LC052212,,"Ito,T., Nakaune,R.",2016-04-16,a177,Grapevine leafroll-associated virus 13,Ampelovirus,Closteroviridae,ssRNA(+),65,GenBank,,,1,putative transmembrane protein,Japan,Japan,,Vitis vinifera,,2010-12-16,,,putative transmembrane protein [Grapevine leafroll-associated virus 13]
BAU68560,Grapevine leafroll-associated virus 13,set:LC052212,LC052212,,"Ito,T., Nakaune,R.",2016-03-25,a177,Grapevine leafroll-associated virus 13,Ampelovirus,Closteroviridae,ssRNA(+),2194,GenBank,,,1,polyprotein 1a,Japan,Japan,,Vitis vinifera,,2010-12-16,,,polyprotein 1a [Grapevine leafroll-associated virus 13]
BAU68561,Grapevine leafroll-associated virus 13,set:LC052212,LC052212,,"Ito,T., Nakaune,R.",2016-03-25,a177,Grapevine leafroll-associated virus 13,Ampelovirus,Closteroviridae,ssRNA(+),518,GenBank,,,1,RNA-dependent RNA polymerase,Japan,Japan,,Vitis vinifera,,2010-12-16,,,"RNA-dependent RNA polymerase, partial [Grapevine leafroll-associated virus 13]"
BAU68562,Grapevine leafroll-associated virus 13,set:LC052212,LC052212,,"Ito,T., Nakaune,R.",2016-03-25,a177,Grapevine leafroll-associated virus 13,Ampelovirus,Closteroviridae,ssRNA(+),550,GenBank,,,1,heat shock protein 70 homolog,Japan,Japan,,Vitis vinifera,,2010-12-16,,,heat shock protein 70 homolog [Grapevine leafroll-associated virus 13]
BAU68563,Grapevine leafroll-associated virus 13,set:LC052212,LC052212,,"Ito,T., Nakaune,R.",2016-03-25,a177,Grapevine leafroll-associated virus 13,Ampelovirus,Closteroviridae,ssRNA(+),475,GenBank,,,1,53 kDa protein,Japan,Japan,,Vitis vinifera,,2010-12-16,,,53 kDa protein [Grapevine leafroll-associated virus 13]
BAU68564,Grapevine leafroll-associated virus 13,set:LC052212,LC052212,,"Ito,T., Nakaune,R.",2016-03-25,a177,Grapevine leafroll-associated virus 13,Ampelovirus,Closteroviridae,ssRNA(+),298,GenBank,,,1,putative coat protein,Japan,Japan,,Vitis vinifera,,2010-12-16,,,putative coat protein [Grapevine leafroll-associated virus 13]
BAU68565,Grapevine leafroll-associated virus 13,set:LC052212,LC052212,,"Ito,T., Nakaune,R.",2016-03-25,a177,Grapevine leafroll-associated virus 13,Ampelovirus,Closteroviridae,ssRNA(+),488,GenBank,,,1,putative minor coat protein,Japan,Japan,,Vitis vinifera,,2010-12-16,,,putative minor coat protein [Grapevine leafroll-associated virus 13]
BAU68566,Grapevine leafroll-associated virus 13,set:LC052212,LC052212,,"Ito,T., Nakaune,R.",2016-03-25,a177,Grapevine leafroll-associated virus 13,Ampelovirus,Closteroviridae,ssRNA(+),196,GenBank,,,1,22 kDa protein,Japan,Japan,,Vitis vinifera,,2010-12-16,,,22 kDa protein [Grapevine leafroll-associated virus 13]
BAU68567,Grapevine leafroll-associated virus 13,set:LC052212,LC052212,,"Ito,T., Nakaune,R.",2016-03-25,a177,Grapevine leafroll-associated virus 13,Ampelovirus,Closteroviridae,ssRNA(+),71,GenBank,,,1,putative transmembrane protein,Japan,Japan,,Vitis vinifera,,2010-12-16,,,putative transmembrane protein [Grapevine leafroll-associated virus 13]
BAU68568,Grapevine leafroll-associated virus 13,set:LC052212,LC052212,,"Ito,T., Nakaune,R.",2016-03-25,a177,Grapevine leafroll-associated virus 13,Ampelovirus,Closteroviridae,ssRNA(+),202,GenBank,,,1,23 kDa protein,Japan,Japan,,Vitis vinifera,,2010-12-16,,,23 kDa protein [Grapevine leafroll-associated virus 13]
AMN16528,Tomato necrotic streak virus,set:bbb1d803bcd5a8c2fd3593221a007f3d0db43978,KT779204,,"Badillo-Vargas,I.E., Baker,C., Funderburk,J.E., Adkins,S., Vanderspool,M.C.",2016-03-08,13-382,Tomato necrotic streak virus,Ilarvirus,Bromoviridae,ssRNA(+),1046,GenBank,,RNA1,,replicase,USA: FL,USA,FL,Solanum lycopersicum,,2013,,,replicase [Tomato necrotic streak virus]
AMN16529,Tomato necrotic streak virus,set:bbb1d803bcd5a8c2fd3593221a007f3d0db43978,KT779205,,"Badillo-Vargas,I.E., Baker,C., Funderburk,J.E., Adkins,S., Vanderspool,M.C.",2016-03-08,13-382,Tomato necrotic streak virus,Ilarvirus,Bromoviridae,ssRNA(+),838,GenBank,,RNA2,,replicase,USA: FL,USA,FL,Solanum lycopersicum,,2013,,,replicase [Tomato necrotic streak virus]
AMN16530,Tomato necrotic streak virus,set:bbb1d803bcd5a8c2fd3593221a007f3d0db43978,KT779205,,"Badillo-Vargas,I.E., Baker,C., Funderburk,J.E., Adkins,S., Vanderspool,M.C.",2016-03-08,13-382,Tomato necrotic streak virus,Ilarvirus,Bromoviridae,ssRNA(+),229,GenBank,,RNA2,,putative silencing suppressor,USA: FL,USA,FL,Solanum lycopersicum,,2013,,,putative silencing suppressor [Tomato necrotic streak virus]
AMN16531,Tomato necrotic streak virus,set:bbb1d803bcd5a8c2fd3593221a007f3d0db43978,KT779206,,"Badillo-Vargas,I.E., Baker,C., Funderburk,J.E., Adkins,S., Vanderspool,M.C.",2016-03-08,13-382,Tomato necrotic streak virus,Ilarvirus,Bromoviridae,ssRNA(+),291,GenBank,,RNA3,,movement protein,USA: FL,USA,FL,Solanum lycopersicum,,2013,,,movement protein [Tomato necrotic streak virus]
AMN16532,Tomato necrotic streak virus,set:bbb1d803bcd5a8c2fd3593221a007f3d0db43978,KT779206,,"Badillo-Vargas,I.E., Baker,C., Funderburk,J.E., Adkins,S., Vanderspool,M.C.",2016-03-08,13-382,Tomato necrotic streak virus,Ilarvirus,Bromoviridae,ssRNA(+),213,GenBank,,RNA3,,coat protein,USA: FL,USA,FL,Solanum lycopersicum,,2013,,,coat protein [Tomato necrotic streak virus]
AMM45288,Rhizoctonia solani endornavirus 2,set:KT823701,KT823701,,"Marzano,S.-Y.L., Nelson,B.D., Ajayi-Oyetunde,O., Bradley,C.A., Hughes,T.J., Hartman,G.L., Eastburn,D.M., Domier,L.L., Hobbs,H.A., Ajayi,O.O., Bradley,C.",2016-03-05,RsEnd-Illinois1,Rhizoctonia solani alphaendornavirus 2,Alphaendornavirus,Endornaviridae,dsRNA,5262,GenBank,,,,polyprotein,USA,USA,,Rhizoctonia solani,,,,,polyprotein [Rhizoctonia solani endornavirus 2]
ALX17418,Erysiphe cichoracearum alphaendornavirus,set:KT388110,KT388110,,"Du,Z., Lin,W., Qiu,P., Liu,X., Guo,L., Wu,K., Zhang,S., Wu,Z., Fang,S.",2016-01-13,HBJZ1506,Erysiphe cichoracearum alphaendornavirus,Alphaendornavirus,Endornaviridae,dsRNA,3952,GenBank,,,1,polyprotein,"China: Jingzhou, Hubei",China,,Golovinomyces cichoracearum,,2015-06-16,,,polyprotein [Erysiphe cichoracearum alphaendornavirus]
ALV83885,Cucumis melo alphaendornavirus,set:KT727022,KT727022,,"Sabanadzovic,S., Wintermantel,W.M., Valverde,R.A., McCreight,J.D., Aboughanem-Sabanadzovic,N.",2016-01-11,CL-01,Cucumis melo alphaendornavirus,Alphaendornavirus,Endornaviridae,dsRNA,4939,GenBank,,,,polyprotein,USA: Mississippi,USA,MS,Cucumis melo,,2012-08-10,,,polyprotein [Cucumis melo alphaendornavirus]
